source,created,psid,time_sec_0a,ip_address,browser,zip_code,user_car_1,mc_car_year_1,is_bev_1,user_car_2,mc_car_year_2,is_bev_2,time_sec_0b,user_car_planned,mc_car_year_planned,time_sec_1,user_bev,mc_car_number,has_bev,plan_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_sec_2,time_2_created,time_2_ended,smc_respID,mc_smc_0,mc_smc_1,mc_smc_2,mc_smc_3,mc_smc_4,mc_smc_5,mc_smc_6,smc_all_same,time_sec_3,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_sec_4a,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_sec_4b,time_4b_created,time_4b_ended,v2g_respID,mc_v2g_1,mc_v2g_2,mc_v2g_3,mc_v2g_4,mc_v2g_5,mc_v2g_6,v2g_all_same,txt_feedback_2,smc_speeding,v2g_speeding
social,2024-05-12T20:32:55Z,NA,62,173.195.182.181,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15",95949,chevrolet_bolt_ev,2020,yes,NA_NA,NA,no,NA,NA,NA,208,chevrolet_bolt_ev,1,yes,NA,250,no,NA,NA,31_to_50,driveway,NA,yes,250,app,NA,yes,250,yes,1,3_to_5,no,NA,NA,481,2024-05-12T20:37:27Z,2024-05-12T20:45:28Z,1070,2,2,1,2,2,2,2,no,113,very,1979,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,100_to_150,43,yes,yes,5000,793789,NA,534,2024-05-12T20:48:04Z,2024-05-12T20:56:58Z,2299,2,2,2,2,2,1,no,"The initial graph showing times of peak grid demand don't match California's grid conditions .  We should be shifting as much demand as possible to mid-day (see the ""duck curve"" on caiso.com).  In 10 years, I hope that will be true for all of the US, as more locations install more rooftop solar.

Thank you for studying this important issue!  EVs will stabilize the grid as we add more solar generation.",no,no
social,2024-05-12T21:13:03Z,NA,64,174.219.250.188,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/463.0.4.49.101;FBBV/597123453;FBDV/iPhone16,1;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/597851581]",20171,tesla_model_3,2019,yes,honda_pilot,2020,no,NA,NA,NA,2435,tesla_model_3,3,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,300,no,NA,yes,300,yes,7,more_than_8,no,NA,NA,14075,2024-05-12T21:54:43Z,2024-05-13T01:49:18Z,3900,2,2,3,3,3,2,2,no,59,very,1973,male,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,5_or_more,over_400,56,yes,yes,400,427635,NA,182,2024-05-13T01:51:13Z,2024-05-13T01:54:15Z,3572,1,2,2,2,1,1,no,NA,no,no
social,2024-05-13T01:01:36Z,NA,127,98.245.156.193,"Mozilla/5.0 (Linux; Android 14; Pixel 7a Build/AP1A.240405.002.B1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/125.0.6422.45 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/464.0.0.28.90;]",80027,hyundai_ioniq_5,2023,yes,ram_promaster_cargo_van,2018,no,NA,NA,NA,162,hyundai_ioniq_5,2,yes,NA,250,yes,"by_car, by_walk",2,10_to_30,private_garage,NA,yes,300,smc,Xcel,yes,300,yes,2,more_than_8,no,NA,NA,468,2024-05-13T01:06:25Z,2024-05-13T01:14:13Z,1198,2,1,1,2,1,3,2,no,412,very,1979,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,4,200_to_250,181,yes,yes,500,570317,NA,285,2024-05-13T01:24:08Z,2024-05-13T01:28:53Z,3744,2,1,2,2,1,2,no,I'm also interested in V2H to power my home in the event of a power outage,no,no
social,2024-05-13T03:25:34Z,NA,112,91.229.244.203,"Mozilla/5.0 (Linux; Android 14; Pixel 7 Build/AP1A.240405.002.B1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/124.0.6367.204 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/463.1.0.53.85;]",20120,genesis_electrified_gv_70,2023,yes,kia_sorento,2018,no,NA,NA,NA,133,genesis_electrified_gv_70,2,yes,NA,250,no,NA,NA,31_to_50,driveway,NA,yes,250,app,NA,yes,250,yes,7,more_than_8,no,NA,NA,239,2024-05-13T03:29:40Z,2024-05-13T03:33:39Z,4440,2,2,2,1,2,2,1,no,69,very,1976,male,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,4,200_to_250,32,yes,yes,500,573108,NA,159,2024-05-13T03:35:23Z,2024-05-13T03:38:02Z,400,2,2,1,2,2,1,no,NA,no,no
social,2024-05-13T04:50:44Z,NA,221,67.171.128.158,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/463.0.4.49.101;FBBV/597123453;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/598322078]",97206,ford_f_150_lightning,2023,yes,NA_NA,NA,no,NA,NA,NA,7814,ford_f_150_lightning,1,yes,NA,300,yes,by_car,7,over_100,driveway,NA,yes,300,app,NA,yes,300,yes,5,5_to_8,no,NA,NA,372,2024-05-13T07:04:40Z,2024-05-13T07:10:52Z,3447,2,1,1,1,2,1,2,no,80,believe,1970,male,white,NA,degree_associate,NA,employed_over40,independent,detached,NA,rent,4,150_to_200,54,yes,already_have,NA,303100,NA,728,2024-05-13T07:13:09Z,2024-05-13T07:25:17Z,4122,1,2,1,2,2,2,no,How do we see the survey results?,no,no
social,2024-05-13T08:33:23Z,NA,63,23.240.188.41,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/463.0.4.49.101;FBBV/597123453;FBDV/iPhone13,4;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/598145948]",91301,chevrolet_bolt_euv,2023,yes,NA_NA,NA,no,NA,NA,NA,135,chevrolet_bolt_euv,1,yes,NA,250,yes,by_car,3,10_to_30,private_garage,NA,yes,250,app,NA,yes,250,yes,6,more_than_8,no,NA,NA,299,2024-05-13T08:36:42Z,2024-05-13T08:41:41Z,4123,2,2,2,1,2,2,1,no,144,very,1959,male,white,NA,college_some,NA,employed_under40,democratic,townhome,NA,own,2,100_to_150,52,yes,yes,500,880278,NA,196,2024-05-13T08:44:58Z,2024-05-13T08:48:14Z,3338,2,1,2,2,2,1,no,NA,no,no
social,2024-05-13T12:39:57Z,NA,70,72.18.50.172,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:123.0) Gecko/20100101 Firefox/123.0,14454,chevrolet_bolt_ev,2021,yes,NA_NA,NA,no,NA,NA,NA,184,chevrolet_bolt_ev,1,yes,NA,250,yes,by_car,5,51_to_100,driveway,NA,no,250,no,NA,yes,250,yes,7,more_than_8,no,NA,NA,282,2024-05-13T12:44:11Z,2024-05-13T12:48:53Z,1153,2,1,1,2,1,1,1,no,97,very,1959,male,white,NA,degree_bs,NA,employed_under40,democratic,townhome,NA,own,1,50_to_75,66,yes,yes,250,982728,NA,155,2024-05-13T12:51:37Z,2024-05-13T12:54:12Z,2434,2,2,2,2,1,1,no,NA,no,no
social,2024-05-13T18:44:56Z,NA,74,172.58.243.21,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/445.0.0.35.117;FBBV/548375166;FBDV/iPhone16,1;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/555570286]",21043,chevrolet_bolt_ev,2020,yes,mazda_cx_5,2019,no,NA,NA,NA,114,chevrolet_bolt_ev,3,yes,NA,250,yes,by_car,1,below_10,private_garage,NA,yes,250,no,NA,no,250,yes,4,5_to_8,no,NA,NA,270,2024-05-13T18:48:05Z,2024-05-13T18:52:35Z,889,2,1,2,2,1,2,2,no,72,believe,1961,male,white,NA,degree_grad,NA,not_employed_not_looking,democratic,detached,NA,own,2,150_to_200,46,yes,yes,500,536829,NA,154,2024-05-13T18:54:34Z,2024-05-13T18:57:08Z,2340,2,1,1,2,2,1,no,NA,no,no
social,2024-05-13T19:27:11Z,NA,58,108.4.108.156,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",23225,rivian_r_1_s,2023,yes,cadillac_lyriq,2023,yes,NA,NA,NA,126,rivian_r_1_s,2,yes,NA,300,yes,by_car,4,10_to_30,private_garage,NA,no,350,app,NA,yes,350,yes,2,5_to_8,no,NA,NA,213,2024-05-13T19:30:16Z,2024-05-13T19:33:49Z,2705,2,2,3,3,2,3,2,no,53,very,1965,male,black,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,3,250_to_300,242,yes,no,NA,604466,NA,405,2024-05-13T19:38:44Z,2024-05-13T19:45:29Z,4389,3,3,3,1,1,3,no,NA,no,no
social,2024-05-13T19:55:03Z,NA,84,100.6.49.83,"Mozilla/5.0 (Linux; Android 11; motorola one 5G ace Build/RZKS31.Q3-45-16-8-19; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/124.0.6367.204 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/463.1.0.53.85;]",15235,kia_ev_6,2023,yes,kia_sportage,2017,no,NA,NA,NA,161,kia_ev_6,2,yes,NA,250,no,NA,NA,below_10,private_garage,NA,yes,300,app,NA,yes,300,yes,2,more_than_8,no,NA,NA,336,2024-05-13T19:59:09Z,2024-05-13T20:04:45Z,3042,2,1,1,2,2,2,2,no,75,very,1960,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,100_to_150,59,yes,no,NA,783241,NA,227,2024-05-13T20:06:59Z,2024-05-13T20:10:46Z,463,2,2,2,1,2,3,no,NA,no,no
social,2024-05-13T21:00:49Z,NA,29,209.65.189.147,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",94558,audi_e_tron,2019,yes,NA_NA,NA,no,NA,NA,NA,502,audi_e_tron,1,yes,NA,200,no,NA,NA,10_to_30,private_garage,NA,yes,200,no,NA,yes,200,yes,7,more_than_8,no,NA,NA,336,2024-05-13T21:09:41Z,2024-05-13T21:15:17Z,4315,2,2,2,1,2,2,2,no,48,very,1967,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,200_to_250,39,yes,yes,600,278319,NA,150,2024-05-13T21:16:46Z,2024-05-13T21:19:16Z,2175,1,2,1,1,2,2,no,NA,no,no
social,2024-05-14T00:30:38Z,NA,78,65.191.112.203,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F79 [FBAN/FBIOS;FBAV/463.0.4.49.101;FBBV/597123453;FBDV/iPhone13,2;FBMD/iPhone;FBSN/iOS;FBSV/17.5;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",28311,tesla_model_3,2019,yes,rivian_r_1_t,2023,yes,NA,NA,NA,144,tesla_model_3,2,yes,NA,300,yes,by_car,5,31_to_50,private_garage,NA,no,300,app,NA,yes,300,yes,3,3_to_5,no,NA,NA,261,2024-05-14T00:34:20Z,2024-05-14T00:38:41Z,2015,3,2,1,2,3,3,3,no,76,believe,1965,male,white,NA,degree_associate,NA,employed_over40,republican,detached,NA,own,2,200_to_250,28,yes,already_have,NA,786926,NA,195,2024-05-14T00:40:21Z,2024-05-14T00:43:36Z,365,1,2,1,2,2,1,no,NA,no,no
social,2024-05-14T01:32:54Z,NA,59,38.9.255.90,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F79 [FBAN/FBIOS;FBAV/463.0.4.49.101;FBBV/597123453;FBDV/iPhone16,1;FBMD/iPhone;FBSN/iOS;FBSV/17.5;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/598322078]",85383,audi_q_8_e_tron,2024,yes,NA_NA,NA,no,NA,NA,NA,129,audi_q_8_e_tron,1,yes,NA,300,no,NA,NA,31_to_50,private_garage,NA,yes,300,no,NA,yes,300,yes,7,more_than_8,no,NA,NA,278,2024-05-14T01:36:03Z,2024-05-14T01:40:41Z,4439,2,2,2,3,3,3,3,no,79,very,1962,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,200_to_250,40,yes,no,NA,143867,NA,324,2024-05-14T01:42:41Z,2024-05-14T01:48:05Z,3321,2,1,1,1,2,1,no,This survey did not factor in rooftop solar. I have solar panels and would prefer an incentive for managed charging that includes solar.,no,no
social,2024-05-14T01:36:33Z,NA,88,24.5.31.53,"Mozilla/5.0 (iPad; CPU OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/463.0.4.49.101;FBBV/597123453;FBDV/iPad7,3;FBMD/iPad;FBSN/iPadOS;FBSV/17.4.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/598716441]",94131,jaguar_i_pace,2019,yes,porsche_911,2018,no,NA,NA,NA,182,jaguar_i_pace,3,yes,NA,250,no,NA,NA,31_to_50,private_garage,NA,yes,200,app,NA,yes,200,yes,2,3_to_5,no,NA,NA,399,2024-05-14T01:41:04Z,2024-05-14T01:47:43Z,4360,2,2,1,2,2,2,2,no,72,very,1953,male,asian,NA,degree_grad,NA,retired,independent,detached,NA,own,2,over_400,83,yes,yes,500,420976,NA,205,2024-05-14T01:50:18Z,2024-05-14T01:53:43Z,3529,1,1,2,1,2,2,no,NA,no,no
social,2024-05-14T01:44:02Z,NA,31,172.90.2.196,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",90028,bmw_i_3,2017,yes,NA_NA,NA,no,NA,NA,NA,131,bmw_i_3,1,yes,NA,100,yes,"by_car, by_train, by_walk",2,10_to_30,private_garage,NA,not_sure,150,no,NA,yes,150,yes,7,more_than_8,no,NA,NA,372,2024-05-14T01:46:45Z,2024-05-14T01:52:57Z,2020,2,1,1,2,1,1,1,no,57,very,1989,female,white,NA,college_some,NA,not_employed_yes_looking,democratic,detached,NA,rent,2,150_to_200,61,yes,yes,500,280225,NA,1188,2024-05-14T01:54:56Z,2024-05-14T02:14:44Z,3824,2,1,1,1,1,1,no,NA,no,no
social,2024-05-14T01:59:08Z,NA,48,76.39.0.29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",08550,volkswagen_id_4,2023,yes,NA_NA,NA,no,NA,NA,NA,138,volkswagen_id_4,1,yes,NA,250,no,NA,NA,over_100,driveway,NA,yes,200,no,NA,yes,200,yes,7,more_than_8,no,NA,NA,280,2024-05-14T02:02:16Z,2024-05-14T02:06:56Z,3571,2,2,1,1,1,2,2,no,79,believe,1962,male,asian,NA,college_some,NA,employed_over40,independent,detached,NA,own,2,150_to_200,37,yes,yes,750,833546,NA,8815,2024-05-14T02:08:54Z,2024-05-14T04:35:49Z,769,2,2,1,1,1,1,no,NA,no,no
social,2024-05-14T02:13:07Z,NA,63,99.146.184.205,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:125.0) Gecko/20100101 Firefox/125.0,93940,kia_niro_ev,2019,yes,NA_NA,NA,no,NA,NA,NA,135,kia_niro_ev,1,yes,NA,250,no,NA,NA,below_10,driveway,NA,yes,250,no,NA,yes,250,yes,2,5_to_8,no,NA,NA,393,2024-05-14T02:16:27Z,2024-05-14T02:23:00Z,1892,2,2,1,3,2,3,2,no,71,very,1962,female,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,2,100_to_150,56,yes,no,NA,625815,NA,225,2024-05-14T02:25:08Z,2024-05-14T02:28:53Z,2047,1,2,1,2,2,3,no,I think I would need more details about both programs to give my best answers.,no,no
social,2024-07-03T21:45:16Z,NA,41,70.180.76.25,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36",77004,tesla_model_y,2023,yes,NA_NA,NA,no,NA,NA,NA,1333,tesla_model_y,1,yes,NA,300,yes,by_car,5,51_to_100,private_garage,NA,yes,300,app,NA,yes,300,yes,6,5_to_8,no,NA,NA,641,2024-07-03T22:08:10Z,2024-07-03T22:18:51Z,1995,1,2,1,1,1,2,1,no,80,believe,1989,male,white,NA,degree_bs,NA,employed_under40,republican,detached,NA,own,3,75_to_100,16,yes,yes,200,228931,NA,306,2024-07-03T22:20:28Z,2024-07-03T22:25:34Z,26,2,2,2,2,2,1,no,Thanks for a fun survey that was really good,no,no
social,2024-07-03T23:57:23Z,NA,89,100.6.49.83,"Mozilla/5.0 (Linux; Android 14; SM-X710 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.130 Safari/537.36 [FB_IAB/FB4A;FBAV/470.0.0.61.82;]",15235,kia_ev_6,2023,yes,kia_sportage,2017,no,NA,NA,NA,183,kia_ev_6,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,300,no,NA,yes,300,yes,2,3_to_5,no,NA,NA,410,2024-07-04T00:01:56Z,2024-07-04T00:08:46Z,2738,2,2,1,2,1,2,2,no,78,believe,1960,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,100_to_150,74,yes,yes,200,871442,NA,299,2024-07-04T00:11:19Z,2024-07-04T00:16:18Z,4345,1,1,1,2,1,2,no,NA,no,no
social,2024-07-04T01:23:45Z,NA,81,8.46.95.196,"Mozilla/5.0 (Linux; Android 12; Pixel 3 XL Build/SP1A.210812.016.C1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.130 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/470.0.0.61.82;]",80504,nissan_leaf,2014,yes,chevrolet_cobalt,2006,no,NA,NA,NA,95,nissan_leaf,2,yes,NA,150,no,NA,NA,below_10,driveway,NA,no,100,no,NA,no,100,yes,1,5_to_8,no,NA,NA,209,2024-07-04T01:26:42Z,2024-07-04T01:30:11Z,2222,3,1,2,2,2,1,2,no,78,very,1963,male,white,NA,degree_bs,NA,not_employed_not_looking,independent,detached,NA,own,2,50_to_75,27,yes,no,NA,200883,NA,164,2024-07-04T01:31:57Z,2024-07-04T01:34:41Z,2094,2,1,2,1,2,2,no,NA,no,no
social,2024-07-04T03:12:39Z,NA,36,24.243.67.161,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",78240,tesla_model_3,2024,yes,NA_NA,NA,no,NA,NA,NA,132,tesla_model_3,1,yes,NA,300,yes,by_car,5,10_to_30,private_garage,NA,no,250,no,NA,no,250,yes,2,5_to_8,yes,4,less_than_3,233,2024-07-04T03:15:28Z,2024-07-04T03:19:21Z,4523,2,1,1,2,1,2,2,no,61,believe,1966,female,asian,NA,degree_grad,NA,employed_over40,independent,detached,NA,prefer_not_say,2,prefer_not_say,35,yes,no,NA,775778,NA,167,2024-07-04T03:20:59Z,2024-07-04T03:23:46Z,1717,2,1,2,2,1,2,no,NA,no,no
social,2024-07-04T03:34:18Z,NA,96,172.58.128.28,"Mozilla/5.0 (Linux; Android 14; SM-G991U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.134 Mobile Safari/537.36 Instagram 337.0.0.35.102 Android (34/14; 480dpi; 1080x2176; samsung; SM-G991U; o1q; qcom; en_US; 615043719)",33178,tesla_model_y,2024,yes,toyota_b_z_4_x,2024,yes,NA,NA,NA,229,tesla_model_y,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,300,no,NA,yes,300,yes,1,5_to_8,no,NA,NA,699,2024-07-04T03:39:44Z,2024-07-04T03:51:23Z,2226,2,1,2,2,2,2,2,no,100,believe,1972,male,hispanic,NA,degree_grad,NA,employed_over40,democratic,townhome,NA,own,3,100_to_150,38,yes,no,NA,847885,NA,165,2024-07-04T03:53:41Z,2024-07-04T03:56:26Z,3127,2,2,2,2,2,1,no,NA,no,no
social,2024-07-04T04:26:45Z,NA,90,75.243.186.93,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",62269,tesla_model_3,2022,yes,ford_transit_passenger_van,2019,no,NA,NA,NA,197,tesla_model_3,3,yes,NA,300,yes,by_car,2,31_to_50,private_garage,NA,no,300,app,NA,yes,300,yes,7,more_than_8,no,NA,NA,281,2024-07-04T04:31:33Z,2024-07-04T04:36:14Z,2382,2,1,1,1,1,1,2,no,93,very,1967,male,white,NA,degree_grad,NA,employed_over40,independent,detached,NA,own,3,250_to_300,32,yes,yes,1000,662195,NA,207,2024-07-04T04:38:20Z,2024-07-04T04:41:47Z,2903,1,1,2,1,1,2,no,NA,no,no
social,2024-07-04T23:57:34Z,NA,343,75.76.238.39,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 Instagram 338.0.0.23.94 (iPhone15,5; iOS 17_5_1; en_US; en; scale=3.00; 1290x2796; 617103803) NW/3",43017,volkswagen_id_4,2023,yes,NA_NA,NA,no,NA,NA,NA,153,volkswagen_id_4,1,yes,NA,250,yes,by_car,2,10_to_30,private_garage,NA,no,250,no,NA,yes,250,yes,1,less_than_3,no,NA,NA,724,2024-07-05T00:05:51Z,2024-07-05T00:17:55Z,3748,1,2,1,1,2,2,1,no,116,somewhat,1965,male,white,NA,degree_grad,NA,employed_over40,prefer_not_say,detached,NA,own,4,prefer_not_say,108,yes,yes,750,873056,NA,226,2024-07-05T00:21:36Z,2024-07-05T00:25:22Z,2031,2,1,1,1,2,1,no,NA,no,no
social,2024-07-05T04:39:14Z,NA,65,172.56.109.250,"Mozilla/5.0 (Linux; Android 14; SM-S921U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/471.0.0.35.80;]",98258,chevrolet_bolt_ev,2021,yes,NA_NA,NA,no,NA,NA,NA,573,chevrolet_bolt_ev,1,yes,NA,250,yes,by_car,5,10_to_30,street,NA,yes,250,no,NA,no,250,no,NA,NA,no,NA,NA,269,2024-07-05T04:49:53Z,2024-07-05T04:54:22Z,3163,2,2,1,1,2,2,2,no,103,very,1968,female,white,NA,degree_associate,NA,employed_under40,democratic,other,Rent from friend,rent,1,25_to_35,96,yes,yes,50,673881,NA,12528,2024-07-05T04:57:42Z,2024-07-05T08:26:30Z,2833,2,2,2,1,2,1,no,This was a very interesting survey.,no,no
social,2024-07-05T04:56:54Z,NA,157,76.37.61.23,"Mozilla/5.0 (Linux; Android 14; moto g stylus 5G - 2023 Build/U1TGNS34.42-86-2-1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.130 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/470.0.0.61.82;]",13211,chevrolet_bolt_ev,2020,yes,NA_NA,NA,no,NA,NA,NA,469,chevrolet_bolt_ev,1,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,no,250,app,NA,yes,250,no,NA,NA,no,NA,NA,519,2024-07-05T05:07:22Z,2024-07-05T05:16:01Z,45,3,1,3,2,2,1,2,no,193,very,1982,female,white,NA,no_hs,NA,employed_under40,independent,townhome,NA,rent,3,50_to_75,35,yes,yes,150,615531,NA,173,2024-07-05T05:19:50Z,2024-07-05T05:22:43Z,453,2,2,1,1,2,2,no,NA,no,no
social,2024-07-05T05:41:41Z,NA,63,172.58.14.172,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",52403,chevrolet_bolt_ev,2020,yes,toyota_avalon_hybrid,2014,no,NA,NA,NA,191,chevrolet_bolt_ev,2,yes,NA,250,yes,"by_car, by_walk",5,10_to_30,private_garage,NA,no,250,no,NA,no,250,yes,3,more_than_8,yes,2,3_to_5,317,2024-07-05T05:45:56Z,2024-07-05T05:51:13Z,1508,2,2,1,2,2,1,2,no,82,believe,1971,male,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,3,150_to_200,67,yes,no,NA,534077,NA,218,2024-07-05T05:53:45Z,2024-07-05T05:57:23Z,844,1,2,1,1,1,1,no,This was cool,no,no
social,2024-07-05T06:42:51Z,NA,96,173.218.35.98,"Mozilla/5.0 (Linux; Android 14; SM-S918U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.130 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/471.0.0.20.80;]",65616,kia_niro_ev,2022,yes,chevrolet_equinox,2018,no,NA,NA,NA,199,kia_niro_ev,2,yes,NA,250,yes,by_car,7,31_to_50,driveway,NA,no,250,app,NA,yes,250,yes,3,5_to_8,no,NA,NA,325,2024-07-05T06:47:46Z,2024-07-05T06:53:11Z,4179,2,1,1,3,1,2,2,no,117,very,1974,male,white,NA,vocational,NA,employed_over40,republican,detached,NA,own,2,75_to_100,62,yes,no,NA,182972,NA,207,2024-07-05T06:56:10Z,2024-07-05T06:59:37Z,3940,2,3,2,1,2,2,no,NA,no,no
social,2024-07-05T11:49:43Z,NA,704,50.247.112.202,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",94509,tesla_model_s,2022,yes,NA_NA,NA,no,NA,NA,NA,1696,tesla_model_s,1,yes,NA,300,yes,by_car,5,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,3,3_to_5,no,NA,NA,6402,2024-07-05T12:29:44Z,2024-07-05T14:16:26Z,1266,1,1,1,1,1,2,2,no,228,very,1984,female,white,NA,degree_bs,NA,employed_under40,democratic,condo,NA,own,3,200_to_250,126,yes,yes,200,197291,NA,416,2024-07-05T14:22:21Z,2024-07-05T14:29:17Z,372,1,1,1,1,2,1,no,no,no,no
