source,resp_id,q_id,profile_id,alt_id,obs_id,has_bev,enrollment_cash,occurrence_cash,monthly_occurrence,lower_bound,guaranteed_threshold,choice,no_choice,mc_car_year_1,mc_car_year_2,mc_car_year_planned,mc_car_number,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,mc_neighbor,mc_max_range,mc_umc,mc_lv2_charger,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,mc_climate,mc_yob,mc_gender,mc_ethnicity,mc_education,mc_work,mc_party,mc_house_type,mc_house_owner,mc_household_size,mc_income,mc_v2g,mc_v2g_charger
social,264,2,435,2,1580,yes,200,15,2,40,70,1,0,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,2,0,3,1580,yes,0,0,0,0,0,0,1,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,3,28,1,1581,yes,300,5,2,20,60,0,0,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,3,560,2,1581,yes,300,20,4,20,80,1,0,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,3,0,3,1581,yes,0,0,0,0,0,0,1,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,4,21,1,1582,yes,50,2,2,20,60,0,0,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,4,706,2,1582,yes,100,5,4,40,80,1,0,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,4,0,3,1582,yes,0,0,0,0,0,0,1,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,5,619,1,1583,yes,200,20,3,30,80,1,0,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,5,195,2,1583,yes,200,15,2,40,60,0,0,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,5,0,3,1583,yes,0,0,0,0,0,0,1,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,6,436,1,1584,yes,300,15,2,40,70,1,0,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,6,701,2,1584,yes,50,2,4,40,80,0,0,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,264,6,0,3,1584,yes,0,0,0,0,0,0,1,2024,2010,NA,2,yes,by_train,NA,below_10,street,yes,300,no,no,no,NA,NA,no,NA,NA,very,1967,male,white,degree_grad,employed_over40,democratic,detached,own,3,prefer_not_say,yes,no
social,265,1,243,1,1585,yes,200,2,1,20,70,0,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,1,437,2,1585,yes,50,20,2,40,70,1,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,1,0,3,1585,yes,0,0,0,0,0,0,1,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,2,112,1,1586,yes,300,10,2,30,60,0,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,2,472,2,1586,yes,300,10,4,40,70,1,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,2,0,3,1586,yes,0,0,0,0,0,0,1,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,3,47,1,1587,yes,200,5,3,20,60,0,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,3,610,2,1587,yes,100,10,3,30,80,1,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,3,0,3,1587,yes,0,0,0,0,0,0,1,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,4,630,1,1588,yes,100,10,4,30,80,0,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,4,374,2,1588,yes,100,15,3,30,70,0,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,4,0,3,1588,yes,0,0,0,0,0,1,1,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,5,499,1,1589,yes,200,20,1,20,80,0,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,5,591,2,1589,yes,200,10,2,30,80,1,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,5,0,3,1589,yes,0,0,0,0,0,0,1,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,6,687,1,1590,yes,200,5,3,40,80,1,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,6,406,2,1590,yes,100,5,1,40,70,0,0,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,265,6,0,3,1590,yes,0,0,0,0,0,0,1,2019,2023,NA,2,no,NA,NA,31_to_50,private_garage,yes,200,no,yes,yes,5,more_than_8,no,NA,NA,very,1961,male,white,degree_grad,retired,democratic,detached,own,2,200_to_250,yes,yes
social,266,1,568,1,1591,yes,300,5,1,30,80,0,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,1,711,2,1591,yes,200,10,4,40,80,1,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,1,0,3,1591,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,2,114,1,1592,yes,100,15,2,30,60,1,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,2,663,2,1592,yes,200,2,2,40,80,0,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,2,0,3,1592,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,3,80,1,1593,yes,300,20,4,20,60,1,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,3,94,2,1593,yes,100,15,1,30,60,0,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,3,0,3,1593,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,4,156,1,1594,yes,300,15,4,30,60,1,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,4,8,2,1594,yes,300,5,1,20,60,0,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,4,0,3,1594,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,5,683,1,1595,yes,200,2,3,40,80,0,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,5,57,2,1595,yes,50,20,3,20,60,1,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,5,0,3,1595,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,6,46,1,1596,yes,100,5,3,20,60,0,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,6,30,2,1596,yes,100,10,2,20,60,1,0,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,266,6,0,3,1596,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,10_to_30,shared_lot,no,200,no,no,yes,3,more_than_8,no,NA,NA,very,1966,male,white,degree_grad,retired,democratic,townhome,own,1,75_to_100,yes,yes
social,267,1,365,1,1597,yes,50,5,3,30,70,0,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,1,433,2,1597,yes,50,15,2,40,70,1,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,1,0,3,1597,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,2,376,1,1598,yes,300,15,3,30,70,0,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,2,720,2,1598,yes,300,20,4,40,80,1,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,2,0,3,1598,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,3,303,1,1599,yes,200,2,4,20,70,0,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,3,648,2,1599,yes,300,5,1,40,80,1,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,3,0,3,1599,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,4,105,1,1600,yes,50,5,2,30,60,0,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,4,27,2,1600,yes,200,5,2,20,60,1,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,4,0,3,1600,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,5,621,1,1601,yes,50,2,4,30,80,0,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,5,591,2,1601,yes,200,10,2,30,80,1,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,5,0,3,1601,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,6,300,1,1602,yes,300,20,3,20,70,1,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,6,446,2,1602,yes,100,5,3,40,70,0,0,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,267,6,0,3,1602,yes,0,0,0,0,0,0,1,2020,NA,NA,1,no,NA,NA,31_to_50,driveway,yes,250,app,yes,yes,1,3_to_5,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,independent,detached,own,2,100_to_150,yes,yes
social,268,1,349,1,1603,yes,50,10,2,30,70,1,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,1,264,2,1603,yes,300,2,2,20,70,0,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,1,0,3,1603,yes,0,0,0,0,0,0,1,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,2,348,1,1604,yes,300,5,2,30,70,0,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,2,714,2,1604,yes,100,15,4,40,80,1,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,2,0,3,1604,yes,0,0,0,0,0,0,1,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,3,649,1,1605,yes,50,10,1,40,80,0,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,3,76,2,1605,yes,300,15,4,20,60,1,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,3,0,3,1605,yes,0,0,0,0,0,0,1,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,4,56,1,1606,yes,300,15,3,20,60,0,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,4,60,2,1606,yes,300,20,3,20,60,1,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,4,0,3,1606,yes,0,0,0,0,0,0,1,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,5,467,1,1607,yes,200,5,4,40,70,1,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,5,307,2,1607,yes,200,5,4,20,70,0,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,5,0,3,1607,yes,0,0,0,0,0,0,1,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,6,427,1,1608,yes,200,5,2,40,70,1,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,6,48,2,1608,yes,300,5,3,20,60,0,0,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,268,6,0,3,1608,yes,0,0,0,0,0,0,1,2019,2020,NA,3,no,NA,NA,10_to_30,private_garage,yes,300,no,yes,yes,7,more_than_8,no,NA,NA,very,1973,male,white,degree_grad,employed_over40,democratic,detached,own,5_or_more,over_400,yes,yes
social,269,1,44,1,1609,yes,300,2,3,20,60,0,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,1,201,2,1609,yes,50,2,3,40,60,1,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,1,0,3,1609,yes,0,0,0,0,0,0,1,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,2,94,1,1610,yes,100,15,1,30,60,1,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,2,246,2,1610,yes,100,5,1,20,70,0,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,2,0,3,1610,yes,0,0,0,0,0,0,1,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,3,23,1,1611,yes,200,2,2,20,60,0,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,3,168,2,1611,yes,300,5,1,40,60,1,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,3,0,3,1611,yes,0,0,0,0,0,0,1,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,4,621,1,1612,yes,50,2,4,30,80,0,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,4,178,2,1612,yes,100,20,1,40,60,1,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,4,0,3,1612,yes,0,0,0,0,0,0,1,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,5,204,1,1613,yes,300,2,3,40,60,1,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,5,280,2,1613,yes,300,20,2,20,70,0,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,5,0,3,1613,yes,0,0,0,0,0,0,1,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,6,71,1,1614,yes,200,10,4,20,60,0,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
social,269,6,455,2,1614,yes,200,15,3,40,70,1,0,2023,2018,NA,2,yes,"by_car, by_walk",2,10_to_30,private_garage,yes,300,smc,yes,yes,2,more_than_8,no,NA,NA,very,1979,male,white,degree_bs,employed_over40,democratic,detached,own,4,200_to_250,yes,yes
