source,created,psid,time_sec_0a,ip_address,browser,zip_code,user_car_1,mc_car_year_1,is_bev_1,user_car_2,mc_car_year_2,is_bev_2,time_sec_0b,user_car_planned,mc_car_year_planned,time_sec_1,user_bev,mc_car_number,has_bev,plan_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_sec_2,time_2_created,time_2_ended,smc_respID,mc_smc_0,mc_smc_1,mc_smc_2,mc_smc_3,mc_smc_4,mc_smc_5,mc_smc_6,smc_all_same,time_sec_3,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_sec_4a,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_sec_4b,time_4b_created,time_4b_ended,v2g_respID,mc_v2g_1,mc_v2g_2,mc_v2g_3,mc_v2g_4,mc_v2g_5,mc_v2g_6,v2g_all_same,txt_feedback_2,smc_speeding,v2g_speeding
social,2024-07-07T19:01:06Z,NA,65,23.25.191.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 Instagram 338.1.0.26.94 (iPhone12,3; iOS 17_5_1; en_US; en; scale=3.00; 1125x2436; 619194585)",19958,tesla_model_3,2023,yes,hyundai_elantra,2018,no,NA,NA,NA,160,tesla_model_3,2,yes,NA,300,yes,by_car,5,10_to_30,private_garage,NA,yes,250,smc,Optiwatt beat the peak Delaware coop,yes,250,yes,7,more_than_8,no,NA,NA,299,2024-07-07T19:04:51Z,2024-07-07T19:09:50Z,2071,2,2,1,1,1,1,2,no,68,believe,1993,male,white,NA,college_some,NA,employed_over40,democratic,detached,NA,own,4,50_to_75,36,no,NA,NA,741836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-07-07T19:53:36Z,NA,70,71.197.5.89,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 Instagram 338.0.0.23.94 (iPhone15,2; iOS 17_5_1; en_US; en; scale=3.00; 1179x2556; 617103803) NW/3",23059,porsche_taycan,2021,yes,audi_q_7,2021,no,NA,NA,NA,87,porsche_taycan,2,yes,NA,200,yes,by_car,5,10_to_30,private_garage,NA,yes,200,no,NA,yes,200,yes,1,more_than_8,no,NA,NA,380,2024-07-07T19:56:14Z,2024-07-07T20:02:34Z,1952,2,2,2,1,2,1,1,no,45,very,1986,male,asian,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,4,over_400,27,no,NA,NA,596578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-07-07T20:21:45Z,NA,59,108.147.177.52,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21C66 Instagram 338.1.0.26.94 (iPhone15,3; iOS 17_2_1; en_US; en; scale=3.00; 1290x2796; 619194585) NW/3",37343,tesla_model_3,2018,yes,tesla_model_y,2024,yes,NA,NA,NA,93,tesla_model_3,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,not_sure,300,no,NA,yes,300,yes,5,more_than_8,no,NA,NA,211,2024-07-07T20:24:18Z,2024-07-07T20:27:49Z,1865,2,1,2,2,2,1,1,no,51,very,1977,male,white,NA,college_some,NA,employed_over40,democratic,detached,NA,own,5_or_more,200_to_250,37,yes,yes,500,964792,NA,164,2024-07-07T20:29:18Z,2024-07-07T20:32:02Z,3696,1,2,2,2,2,1,no,NA,no,no
social,2024-07-07T20:32:33Z,NA,31,174.166.104.203,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36",07095,tesla_model_3,2021,yes,NA_NA,NA,no,NA,NA,NA,135,tesla_model_3,1,yes,NA,300,no,NA,NA,below_10,driveway,NA,not_sure,300,no,NA,no,300,yes,5,more_than_8,no,NA,NA,224,2024-07-07T20:35:19Z,2024-07-07T20:39:03Z,2732,2,2,1,1,2,2,2,no,87,very,1985,male,white,NA,degree_bs,NA,not_employed_yes_looking,democratic,detached,NA,own,2,150_to_200,166,yes,yes,500,506253,NA,198,2024-07-07T20:43:18Z,2024-07-07T20:46:36Z,2863,1,2,2,1,2,1,no,Would like to see V2g programs include a provision to prepare for and act as home backup in the event of power loss.,no,no
social,2024-07-07T21:26:23Z,NA,129,107.77.235.76,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 [FBAN/FBIOS;FBAV/471.0.0.20.112;FBBV/618472162;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/17.5.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBRV/619949523]",35175,ford_f_150_lightning,2023,yes,chevrolet_blazer_ev,2024,yes,NA,NA,NA,287,ford_f_150_lightning,3,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,no,300,no,NA,yes,300,yes,5,5_to_8,no,NA,NA,672,2024-07-07T21:33:20Z,2024-07-07T21:44:32Z,2303,2,2,2,1,2,1,1,no,107,very,1964,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,prefer_not_say,84,yes,yes,1000,304351,NA,306,2024-07-07T21:47:43Z,2024-07-07T21:52:49Z,3718,1,1,1,1,1,3,no,NA,no,no
social,2024-07-07T21:55:01Z,NA,4552,71.38.174.6,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 [FBAN/FBIOS;FBAV/471.0.0.20.112;FBBV/618472162;FBDV/iPhone14,7;FBMD/iPhone;FBSN/iOS;FBSV/17.5.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/619793212]",89129,tesla_model_s,2017,yes,tesla_model_s,2013,yes,NA,NA,NA,109,tesla_model_s,2,yes,NA,300,yes,by_car,5,over_100,private_garage,NA,yes,250,app,NA,yes,250,yes,7,5_to_8,no,NA,NA,241,2024-07-07T23:12:43Z,2024-07-07T23:16:44Z,3956,2,2,1,1,1,1,1,no,66,very,1973,female,white,NA,hs,NA,employed_over40,democratic,detached,NA,own,3,200_to_250,44,yes,yes,1500,389811,NA,713,2024-07-07T23:18:35Z,2024-07-07T23:30:28Z,815,1,2,2,2,3,2,no,"Because I am a very high mileage daily driver averaging 50-150 a day, I am less interested in receiving money back from the utility for V2G bi directional charging. My interest in it is for home backup. I already own the 75kwh battery in my car. The equivalent cost of  80kwh  solar battery storage (Enphase 5P units plus associated gear) is  $105,000 in my market and my home’s electric panel can only handle 40 kwh anyway. I sell solar + batteries professionally. Tesla also won’t turn on V2G anytime soon. Without the software instructions in the car’s onboard charging port for two way flow, a third party bidirectional charger simply won’t work. They won’t enable it because  the capability competes directly with their Powerwall  3 product. Because Tesla has the largest market share of BEVs in the US, this is going to be a large stumbling block for the utilities to roll out effective V2G programs. Uptake will be limited to non-Teslas owners, which is a much smaller pool.",no,no
social,2024-07-07T22:12:33Z,NA,69,70.189.243.59,"Mozilla/5.0 (iPad; CPU OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 [FBAN/FBIOS;FBAV/470.1.0.43.103;FBBV/617058003;FBDV/iPad13,19;FBMD/iPad;FBSN/iPadOS;FBSV/17.5.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/618056652]",89123,bmw_i_4,2023,yes,chevrolet_corvette,1984,no,NA,NA,NA,165,bmw_i_4,3,yes,NA,250,yes,by_car,5,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,1,3_to_5,yes,1,5_to_8,347,2024-07-07T22:16:28Z,2024-07-07T22:22:15Z,3800,3,3,2,2,2,2,1,no,101,somewhat,1975,male,black,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,100_to_150,59,no,NA,NA,654659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-07-07T22:29:27Z,NA,78,172.56.165.62,"Mozilla/5.0 (Linux; Android 14; Pixel 8 Build/AP2A.240605.024; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/472.0.0.10.79;]",10705,tesla_model_3,2020,yes,honda_crosstour,2012,no,NA,NA,NA,219,tesla_model_3,3,yes,NA,300,yes,by_car,4,10_to_30,driveway,NA,no,300,app,NA,yes,300,yes,7,more_than_8,no,NA,NA,1820,2024-07-07T22:34:26Z,2024-07-07T23:04:46Z,2669,2,1,1,2,2,2,1,no,88,very,1964,male,white,NA,college_some,NA,employed_over40,prefer_not_say,detached,NA,own,4,200_to_250,39,yes,yes,100,861077,NA,259,2024-07-07T23:06:53Z,2024-07-07T23:11:12Z,2240,2,2,2,2,2,2,yes,I would be happy if con-ed would just tell me when and at what amps to charge every day so that I am only consuming renewables.,no,no
social,2024-07-07T22:31:02Z,NA,65,172.56.219.5,"Mozilla/5.0 (Linux; Android 14; SM-S908U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/471.0.0.35.80;IABMV/1;]",06010,nissan_leaf,2020,yes,honda_cr_v,2018,no,NA,NA,NA,90,nissan_leaf,3,yes,NA,150,no,NA,NA,below_10,driveway,NA,not_sure,150,no,NA,yes,150,yes,1,5_to_8,no,NA,NA,253,2024-07-07T22:33:38Z,2024-07-07T22:37:51Z,2226,2,1,1,1,2,1,2,no,65,very,1964,male,white,NA,degree_bs,NA,employed_over40,prefer_not_say,detached,NA,own,3,250_to_300,48,no,NA,NA,493528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-07-07T22:36:10Z,NA,55,68.84.118.137,"Mozilla/5.0 (Linux; Android 14; Pixel 8 Build/AP2A.240605.024; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.133 Mobile Safari/537.36 Instagram 338.0.0.31.95 Android (34/14; 420dpi; 1080x2205; Google/google; Pixel 8; shiba; shiba; en_US; 618061863)",19711,nissan_leaf,2023,yes,honda_clarity,2018,yes,NA,NA,NA,99,nissan_leaf,2,yes,NA,150,yes,"by_car, by_walk",2,below_10,private_garage,NA,not_sure,250,no,NA,no,250,yes,1,more_than_8,yes,1,less_than_3,209,2024-07-07T22:38:45Z,2024-07-07T22:42:14Z,3034,2,1,2,2,1,2,1,no,40,very,1982,female,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,2,150_to_200,34,yes,yes,100,440599,NA,74,2024-07-07T22:43:28Z,2024-07-07T22:44:42Z,4486,2,1,2,1,1,1,no,NA,no,yes
social,2024-07-07T22:42:12Z,NA,93,73.175.52.54,"Mozilla/5.0 (Linux; Android 13; SM-G781U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/471.0.0.35.80;]",17406,volkswagen_id_4,2023,yes,subaru_forester,2020,no,NA,NA,NA,140,volkswagen_id_4,5,yes,NA,250,yes,by_car,5,over_100,driveway,NA,not_sure,250,app,NA,yes,250,yes,5,3_to_5,no,NA,NA,233,2024-07-07T22:46:06Z,2024-07-07T22:49:59Z,687,1,1,2,1,2,2,1,no,72,believe,1979,female,white,NA,degree_grad,NA,employed_over40,independent,detached,NA,own,5_or_more,150_to_200,47,no,NA,NA,492128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-07-07T22:48:48Z,NA,74,172.56.194.214,"Mozilla/5.0 (Linux; Android 14; Pixel 8 Build/AP2A.240705.005; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/471.0.0.35.80;]",01062,mitsubishi_i_mi_ev,2012,yes,toyota_prius_c,2013,no,NA,NA,NA,123,mitsubishi_i_mi_ev,2,yes,NA,100,yes,by_car,5,31_to_50,private_garage,NA,yes,100,app,NA,yes,100,yes,5,3_to_5,no,NA,NA,332,2024-07-07T22:52:06Z,2024-07-07T22:57:38Z,295,2,2,1,2,1,1,2,no,89,very,1961,male,white,NA,degree_grad,NA,employed_over40,independent,detached,NA,own,5_or_more,150_to_200,184,yes,yes,500,307982,NA,437,2024-07-07T23:02:11Z,2024-07-07T23:09:28Z,1295,2,1,2,1,2,1,no,"How much I'd be willing to pay for a 2 be way charger depends greatly on how much I'd get back from it's use. That question should have come later.

Also, you asked how long the car is plugged in each day. Does that question mean ""plugged in"" or ""charging?""",no,no
social,2024-07-07T23:10:36Z,NA,36,96.60.190.41,"Mozilla/5.0 (Linux; Android 14; SM-A546U1 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/471.0.0.35.80;]",54481,hyundai_ioniq_5,2023,yes,NA_NA,NA,no,NA,NA,NA,177,hyundai_ioniq_5,1,yes,NA,250,yes,by_car,3,below_10,private_garage,NA,no,300,app,NA,yes,300,yes,2,5_to_8,no,NA,NA,434,2024-07-07T23:14:10Z,2024-07-07T23:21:24Z,684,2,2,3,1,3,2,3,no,83,very,1983,male,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,2,150_to_200,28,yes,yes,500,668926,NA,293,2024-07-07T23:23:16Z,2024-07-07T23:28:09Z,45,1,2,1,2,1,2,no,NA,no,no
social,2024-07-07T23:12:34Z,NA,106,174.242.73.171,"Mozilla/5.0 (Linux; Android 14; SM-S908U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/471.0.0.35.80;IABMV/1;]",03053,tesla_model_3,2021,yes,NA_NA,NA,no,NA,NA,NA,145,tesla_model_3,1,yes,NA,300,yes,by_car,5,31_to_50,driveway,NA,not_sure,300,no,NA,no,300,no,NA,NA,no,NA,NA,291,2024-07-07T23:16:45Z,2024-07-07T23:21:36Z,3614,3,3,1,1,1,3,2,no,59,very,1993,male,white,NA,degree_associate,NA,employed_over40,independent,townhome,NA,own,2,100_to_150,42,yes,yes,250,831804,NA,180,2024-07-07T23:23:17Z,2024-07-07T23:26:17Z,594,2,1,2,1,2,2,no,NA,no,no
social,2024-07-07T23:15:21Z,NA,64,24.20.114.76,"Mozilla/5.0 (iPad; CPU OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 [FBAN/FBIOS;FBAV/471.0.0.20.112;FBBV/618472162;FBDV/iPad14,3;FBMD/iPad;FBSN/iPadOS;FBSV/17.5.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/0]",97405,chevrolet_blazer_ev,2024,yes,mazda_cx_9,2018,no,NA,NA,NA,141,chevrolet_blazer_ev,2,yes,NA,300,no,NA,NA,below_10,private_garage,NA,yes,300,app,NA,yes,300,yes,4,more_than_8,no,NA,NA,245,2024-07-07T23:18:47Z,2024-07-07T23:22:52Z,3951,2,1,2,1,2,1,3,no,68,believe,1965,male,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,2,150_to_200,52,yes,no,NA,125204,NA,164,2024-07-07T23:24:52Z,2024-07-07T23:27:36Z,720,2,1,1,2,1,2,no,NA,no,no
social,2024-07-07T23:17:04Z,NA,80,136.55.225.226,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 [FBAN/FBIOS;FBAV/471.0.0.20.112;FBBV/618472162;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/17.5.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/619949523]",30005,tesla_model_3,2018,yes,acura_tlx,2016,no,NA,NA,NA,336,tesla_model_3,2,yes,NA,300,yes,by_car,2,31_to_50,private_garage,NA,yes,300,app,NA,yes,300,yes,4,more_than_8,no,NA,NA,404,2024-07-07T23:24:01Z,2024-07-07T23:30:45Z,4375,2,1,1,3,3,2,3,no,86,very,1956,male,white,NA,degree_grad,NA,employed_under40,independent,detached,NA,own,2,300_to_400,35,yes,no,NA,203165,NA,160,2024-07-07T23:32:46Z,2024-07-07T23:35:26Z,3045,1,2,1,2,3,2,no,NA,no,no
social,2024-07-07T23:39:30Z,NA,52,24.220.127.88,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 [FBAN/FBIOS;FBAV/471.0.0.20.112;FBBV/618472162;FBDV/iPhone16,2;FBMD/iPhone;FBSN/iOS;FBSV/17.5.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/619968238]",27601,tesla_model_3,2020,yes,gmc_terrain,2024,no,NA,NA,NA,71,tesla_model_3,2,yes,NA,300,yes,by_car,5,10_to_30,driveway,NA,yes,300,app,NA,yes,300,yes,7,more_than_8,no,NA,NA,718,2024-07-07T23:41:34Z,2024-07-07T23:53:32Z,1582,2,1,2,1,2,1,1,no,43,believe,1983,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,200_to_250,40,yes,yes,650,292964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-07-07T23:55:10Z,NA,79,98.97.182.152,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",28646,tesla_model_y,2024,yes,gmc_sierra_1500,2018,no,NA,NA,NA,197,tesla_model_y,3,yes,NA,300,no,NA,NA,below_10,private_garage,NA,no,300,no,NA,yes,300,yes,1,3_to_5,no,NA,NA,531,2024-07-07T23:59:47Z,2024-07-08T00:08:38Z,954,2,1,2,2,1,1,2,no,97,very,1960,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,75_to_100,66,yes,yes,350,653630,NA,174,2024-07-08T00:11:23Z,2024-07-08T00:14:17Z,2147,2,2,1,1,2,2,no,NA,no,no
social,2024-07-08T00:08:16Z,NA,80,104.1.53.226,"Mozilla/5.0 (iPad; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 Instagram 337.0.2.24.92 (iPad13,10; iPadOS 17_5_1; en_US; en; scale=2.00; 780x1688; 614064327) NW/3",90045,polestar_2,2024,yes,volkswagen_tiguan,2015,no,NA,NA,NA,175,polestar_2,2,yes,NA,250,yes,by_car,1,10_to_30,driveway,NA,yes,300,app,NA,yes,300,yes,2,5_to_8,no,NA,NA,412,2024-07-08T00:12:32Z,2024-07-08T00:19:24Z,1944,2,1,2,2,1,2,1,no,113,believe,1963,male,white,NA,degree_grad,NA,not_employed_yes_looking,independent,detached,NA,own,3,150_to_200,58,no,NA,NA,918954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-07-08T00:13:24Z,NA,155,174.234.0.228,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 [FBAN/FBIOS;FBAV/471.0.0.20.112;FBBV/618472162;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/17.5.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",80226,kia_ev_6,2024,yes,ford_f_150,2018,no,NA,NA,NA,143,kia_ev_6,3,yes,NA,250,yes,by_car,5,below_10,private_garage,NA,yes,250,app,NA,yes,250,yes,5,less_than_3,yes,1,5_to_8,276,2024-07-08T00:18:20Z,2024-07-08T00:22:56Z,3040,1,2,1,2,1,2,2,no,76,very,1961,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,prefer_not_say,49,yes,yes,500,219464,NA,302,2024-07-08T00:24:57Z,2024-07-08T00:29:59Z,4592,2,2,1,1,2,1,no,"Trains to put my EV on, travel across country by train. Drive my EV off and go.",no,no
social,2024-07-08T00:19:26Z,NA,131,24.152.177.120,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 [FBAN/FBIOS;FBAV/471.0.0.20.112;FBBV/618472162;FBDV/iPhone14,4;FBMD/iPhone;FBSN/iOS;FBSV/17.5.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/619777636]",55414,volkswagen_id_4,2022,yes,jeep_grand_cherokee_wk,2022,no,NA,NA,NA,139,volkswagen_id_4,2,yes,NA,250,yes,by_car,5,10_to_30,shared_garage,NA,yes,250,app,NA,yes,250,yes,5,more_than_8,no,NA,NA,374,2024-07-08T00:23:54Z,2024-07-08T00:30:08Z,4423,2,1,1,1,2,2,1,no,82,somewhat,1968,male,white,NA,degree_bs,NA,employed_over40,democratic,condo,NA,own,2,250_to_300,65,yes,no,NA,465609,NA,229,2024-07-08T00:32:31Z,2024-07-08T00:36:20Z,4260,2,1,1,2,2,2,no,NA,no,no
social,2024-07-08T00:25:18Z,NA,52,173.72.40.61,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 Instagram 338.1.0.26.94 (iPhone15,3; iOS 17_5_1; en_US; en; scale=3.00; 1290x2796; 619194585) NW/3",08036,rivian_r_1_s,2023,yes,audi_rs_3,2023,no,NA,NA,NA,84,rivian_r_1_s,2,yes,NA,300,no,NA,NA,below_10,private_garage,NA,yes,300,app,NA,yes,300,yes,7,more_than_8,no,NA,NA,220,2024-07-08T00:27:31Z,2024-07-08T00:31:11Z,3622,2,2,2,2,1,2,2,no,45,very,1986,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,2,over_400,32,yes,yes,5000,201911,NA,126,2024-07-08T00:32:25Z,2024-07-08T00:34:31Z,2250,2,2,1,1,1,1,no,NA,no,yes
social,2024-07-08T00:34:34Z,NA,57,107.77.199.22,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",80403,chevrolet_bolt_ev,2017,yes,rivian_r_1_s,2023,yes,NA,NA,NA,166,chevrolet_bolt_ev,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,250,smc,SmartCharging,yes,250,yes,2,3_to_5,no,NA,NA,273,2024-07-08T00:38:15Z,2024-07-08T00:42:48Z,206,2,1,2,3,1,1,3,no,69,very,1952,male,white,NA,degree_grad,NA,retired,independent,detached,NA,own,1,100_to_150,48,yes,yes,1000,276216,NA,136,2024-07-08T00:44:42Z,2024-07-08T00:46:58Z,1420,1,2,2,1,1,2,no,NA,no,yes
social,2024-07-08T00:37:36Z,NA,151,72.169.80.46,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21F90 [FBAN/FBIOS;FBAV/471.0.0.20.112;FBBV/618472162;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/17.5.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/619949523]",54766,tesla_model_y,2021,yes,ram_1500,2016,no,NA,NA,NA,190,tesla_model_y,4,yes,NA,300,no,NA,NA,10_to_30,other,Outside next to house,no,300,app,NA,yes,300,yes,3,more_than_8,no,NA,NA,796,2024-07-08T00:43:15Z,2024-07-08T00:56:31Z,1985,3,1,2,2,3,1,3,no,104,believe,1963,male,white,NA,college_some,NA,retired,democratic,detached,NA,own,1,50_to_75,41,yes,yes,500,772085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
social,2024-07-08T00:48:04Z,NA,106,174.208.37.219,"Mozilla/5.0 (Linux; Android 14; SM-S918U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.134 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/471.0.0.35.80;]",14830,cadillac_lyriq,2024,yes,chevrolet_silverado_1500,2020,no,NA,NA,NA,158,cadillac_lyriq,5,yes,NA,300,yes,by_car,5,10_to_30,private_garage,NA,no,300,app,NA,yes,300,yes,7,more_than_8,no,NA,NA,231,2024-07-08T00:52:28Z,2024-07-08T00:56:19Z,1125,2,3,2,1,2,2,3,no,101,believe,1972,male,white,NA,degree_bs,NA,employed_over40,republican,detached,NA,own,5_or_more,200_to_250,29,yes,no,NA,288084,NA,147,2024-07-08T00:58:30Z,2024-07-08T01:00:57Z,4461,1,1,2,2,2,3,no,NA,no,yes
social,2024-07-08T00:50:23Z,NA,93,104.59.123.47,"Mozilla/5.0 (Linux; Android 14; Pixel 6 Pro Build/AP2A.240605.024; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.134 Mobile Safari/537.36 Instagram 338.0.0.31.95 Android (34/14; 560dpi; 1440x2891; Google/google; Pixel 6 Pro; raven; raven; en_CA; 618061866)",95134,subaru_solterra,2023,yes,mazda_3,2010,no,NA,NA,NA,82,subaru_solterra,2,yes,NA,200,yes,by_car,5,10_to_30,shared_garage,NA,yes,200,no,NA,no,200,no,NA,NA,yes,2,3_to_5,205,2024-07-08T00:53:19Z,2024-07-08T00:56:44Z,2008,2,2,1,2,2,2,1,no,46,very,1994,male,asian,NA,degree_bs,NA,employed_over40,independent,apartment,NA,rent,2,200_to_250,25,yes,no,NA,272503,NA,89,2024-07-08T00:57:57Z,2024-07-08T00:59:26Z,2334,1,1,1,2,1,2,no,NA,no,yes
social,2024-07-08T01:02:12Z,NA,151,67.255.205.152,"Mozilla/5.0 (Linux; Android 14; Pixel 8 Pro Build/AP2A.240605.024; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.134 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/445.0.0.34.118;]",04268,kia_ev_6,2022,yes,kia_soul_ev,2018,yes,NA,NA,NA,205,kia_ev_6,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,350,no,NA,yes,350,yes,1,5_to_8,no,NA,NA,441,2024-07-08T01:08:09Z,2024-07-08T01:15:30Z,2607,2,2,1,2,2,2,3,no,94,very,1960,male,white,NA,degree_bs,NA,retired,independent,detached,NA,own,2,prefer_not_say,408,yes,no,NA,995001,NA,228,2024-07-08T01:23:53Z,2024-07-08T01:27:41Z,4376,1,1,2,2,1,3,no,NA,no,no
