session,session_id,study_id,iteration,created,modified,ended,expired,time_4b_start,completion_code,v2g_survey,v2g_respID,v2g_df,user_range,time_4b_1,mc_v2g_1,time_4b_2,mc_v2g_2,time_4b_3,mc_v2g_3,time_4b_4,mc_v2g_4,time_4b_5,mc_v2g_5,time_4b_6,mc_v2g_6,time_4b_7,v2g_all_same,txt_feedback_2,time_4b_1_posix,time_4b_7_posix,time_diff_v2g,v2g_speeding,time_4b_end,psid_complete
fNo9ICsaN-8W4cdOh0GhujFxqAbRG3BZDL71jKmokxXfaCaLKhBW6z1mKs7P7DI8,35822320,141484,421,2024-10-25 19:55:22,2024-10-25 19:57:40,2024-10-25 19:57:41,,2024-10-25 19:55:22,983244,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",807,"{""profileID"":693,""respID"":807,""qID"":1,""altID"":1,""obsID"":1237,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":3,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-25 19:55:52,1,2024-10-25 19:56:12,1,2024-10-25 19:56:26,1,2024-10-25 19:56:43,1,2024-10-25 19:56:57,2,2024-10-25 19:57:11,1,2024-10-25 19:57:18,no,,2024-10-25 19:55:52,2024-10-25 19:57:18,86,no,2024-10-25 19:57:41,S0iesZfB10ali5hMttFsdw**
E_oQYpE7gwTYrOtMN7JM7puRhnU7JXOHxVNC1piMRJmPfPGnGxJDrOpCKoRvi8PY,35822528,141484,422,2024-10-25 20:00:46,2024-10-25 20:04:08,2024-10-25 20:04:08,,2024-10-25 20:00:47,130863,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",282,"{""profileID"":463,""respID"":282,""qID"":1,""altID"":1,""obsID"":1687,""enrollment_cash"":200,""occurrence_cash"":2,""monthly_occurrence"":4,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",350,2024-10-25 20:01:36,2,2024-10-25 20:02:20,2,2024-10-25 20:02:34,2,2024-10-25 20:02:45,1,2024-10-25 20:03:30,2,2024-10-25 20:03:37,1,2024-10-25 20:03:49,no,,2024-10-25 20:01:36,2024-10-25 20:03:49,133,no,2024-10-25 20:04:08,S0iesZfB10bPIEvnrTVYWA**
IWEEjuvnP69F0UmyjwjOMXeCb7jkZrHaQ1r6MXwlPQteLEvXcKas9A3_8yf3qQqU,35822531,141484,423,2024-10-25 20:00:47,2024-10-25 20:03:47,2024-10-25 20:03:47,,2024-10-25 20:00:48,926575,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1774,"{""profileID"":533,""respID"":1774,""qID"":1,""altID"":1,""obsID"":7039,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":3,""lower_bound"":20,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-25 20:01:50,2,2024-10-25 20:02:07,1,2024-10-25 20:02:22,2,2024-10-25 20:02:37,2,2024-10-25 20:02:52,1,2024-10-25 20:03:06,1,2024-10-25 20:03:20,no,,2024-10-25 20:01:50,2024-10-25 20:03:20,90,no,2024-10-25 20:03:47,S0iesZfB10ZpvjMZgpYsvg**
woqVuN3T8atGWEYLvuEMlPvhu1hB-xjIFPWZujNPhK2kN6rZrKhSHyU8qUPp4aKR,35822815,141484,424,2024-10-25 20:06:11,2024-10-25 20:06:58,2024-10-25 20:06:58,,2024-10-25 20:06:11,179332,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1723,"{""profileID"":716,""respID"":1723,""qID"":1,""altID"":1,""obsID"":6733,""enrollment_cash"":300,""occurrence_cash"":15,""monthly_occurrence"":4,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",200,2024-10-25 20:06:20,1,2024-10-25 20:06:24,2,2024-10-25 20:06:31,1,2024-10-25 20:06:36,2,2024-10-25 20:06:40,1,2024-10-25 20:06:45,2,2024-10-25 20:06:49,no,,2024-10-25 20:06:20,2024-10-25 20:06:49,29,no,2024-10-25 20:06:58,S0iesZfB10aN9ziUfG7Lng**
DgTTWNZlGKfmgPRFbhirBoPHz_di9l5XEQKc18t7NCOd8lTPoMLhCET-nlst2d31,35822825,141484,425,2024-10-25 20:06:43,2024-10-25 20:08:03,2024-10-25 20:08:03,,2024-10-25 20:06:43,894181,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3520,"{""profileID"":483,""respID"":3520,""qID"":1,""altID"":1,""obsID"":17515,""enrollment_cash"":200,""occurrence_cash"":2,""monthly_occurrence"":1,""lower_bound"":20,""guaranteed_threshold"":80,""no_choice"":0}",400,2024-10-25 20:06:52,2,2024-10-25 20:06:58,1,2024-10-25 20:07:03,2,2024-10-25 20:07:09,1,2024-10-25 20:07:15,1,2024-10-25 20:07:21,2,2024-10-25 20:07:27,no,None for now,2024-10-25 20:06:52,2024-10-25 20:07:27,35,no,2024-10-25 20:08:03,S0iesZfB10Ye_H8LweXhyA**
YJoTVK-DLNMPTzpDBsk5aU7ny_aP-_XrNmiA-OWrzMp8uCGhI3_2EC6AC_d-iuf0,35822834,141484,426,2024-10-25 20:07:23,2024-10-25 20:10:12,2024-10-25 20:10:13,,2024-10-25 20:07:23,752762,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3057,"{""profileID"":219,""respID"":3057,""qID"":1,""altID"":1,""obsID"":14737,""enrollment_cash"":200,""occurrence_cash"":20,""monthly_occurrence"":3,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-25 20:07:46,2,2024-10-25 20:08:19,1,2024-10-25 20:08:42,2,2024-10-25 20:09:01,1,2024-10-25 20:09:23,1,2024-10-25 20:09:37,1,2024-10-25 20:09:52,no,Great survey ,2024-10-25 20:07:46,2024-10-25 20:09:52,126,no,2024-10-25 20:10:12,S0iesZfB10b3MvjrGUxY_w**
lojriZCMCpRVihq06bpSGOfmwb2asfRtwIJEhD6FB6bAAYAmB11kmJ8ckq2oWLJR,35822838,141484,427,2024-10-25 20:07:30,2024-10-25 20:26:16,2024-10-25 20:26:17,,2024-10-25 20:07:30,544670,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3685,"{""profileID"":22,""respID"":3685,""qID"":1,""altID"":1,""obsID"":18505,""enrollment_cash"":100,""occurrence_cash"":2,""monthly_occurrence"":2,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",150,2024-10-25 20:07:38,2,2024-10-25 20:08:46,1,2024-10-25 20:08:50,2,2024-10-25 20:08:55,2,2024-10-25 20:08:58,1,2024-10-25 20:09:02,2,2024-10-25 20:09:07,no,,2024-10-25 20:07:38,2024-10-25 20:09:07,89,no,2024-10-25 20:26:17,S0iesZfB10aaHM3g6th7Mw**
kyCkKQojlH09xVFPcGw9reB66hOnIkVisquPl_l-kqqNsDyDTjDKmfAAywPTCHHm,35822841,141484,428,2024-10-25 20:07:43,2024-10-25 20:09:54,2024-10-25 20:09:54,,2024-10-25 20:07:43,869975,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3803,"{""profileID"":406,""respID"":3803,""qID"":1,""altID"":1,""obsID"":19213,""enrollment_cash"":100,""occurrence_cash"":5,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-25 20:08:20,2,2024-10-25 20:08:40,2,2024-10-25 20:08:54,2,2024-10-25 20:09:04,2,2024-10-25 20:09:14,3,2024-10-25 20:09:30,2,2024-10-25 20:09:44,no,,2024-10-25 20:08:20,2024-10-25 20:09:44,84,no,2024-10-25 20:09:54,S0iesZfB10afcdYqT-txFQ**
kmjP_uCq7zi8zE1h4JzVpAJFuou8EGKqH7gRTFxrWmactdnm0oJ_1tR2Gpp3KMCl,35822852,141484,429,2024-10-25 20:08:12,2024-10-25 20:09:29,2024-10-25 20:09:30,,2024-10-25 20:08:12,951310,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1793,"{""profileID"":300,""respID"":1793,""qID"":1,""altID"":1,""obsID"":7153,""enrollment_cash"":300,""occurrence_cash"":20,""monthly_occurrence"":3,""lower_bound"":20,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-25 20:08:19,2,2024-10-25 20:08:25,2,2024-10-25 20:08:32,2,2024-10-25 20:08:41,1,2024-10-25 20:08:48,1,2024-10-25 20:08:54,1,2024-10-25 20:08:59,no,Great survey ,2024-10-25 20:08:19,2024-10-25 20:08:59,40,no,2024-10-25 20:09:29,S0iesZfB10Y3QbH-AP8Kmw**
zQKduttkhmSRYji_dzpoD_ZWbfm4StBVyjBji_xAiU9HL320GATv1ameJXBeQFl3,35822854,141484,430,2024-10-25 20:08:17,2024-10-25 20:09:11,2024-10-25 20:09:11,,2024-10-25 20:08:17,445571,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4589,"{""profileID"":603,""respID"":4589,""qID"":1,""altID"":1,""obsID"":23929,""enrollment_cash"":200,""occurrence_cash"":2,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",400,2024-10-25 20:08:26,2,2024-10-25 20:08:30,2,2024-10-25 20:08:36,2,2024-10-25 20:08:44,1,2024-10-25 20:08:49,2,2024-10-25 20:08:53,1,2024-10-25 20:08:57,no,Well I like it,2024-10-25 20:08:26,2024-10-25 20:08:57,31,no,2024-10-25 20:09:11,S0iesZfB10YlJ6ifbbVyvQ**
AK1_A8mh5KVyLfeKLPQEm7J6SQtu4W9iL-GeooPh0oiD7-Z9EAkUdGxPZNmtsV7R,35822875,141484,431,2024-10-25 20:09:43,2024-10-25 20:10:35,2024-10-25 20:10:35,,2024-10-25 20:09:43,282780,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2714,"{""profileID"":70,""respID"":2714,""qID"":1,""altID"":1,""obsID"":12679,""enrollment_cash"":100,""occurrence_cash"":10,""monthly_occurrence"":4,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",400,2024-10-25 20:09:52,1,2024-10-25 20:09:58,1,2024-10-25 20:10:04,2,2024-10-25 20:10:10,1,2024-10-25 20:10:17,2,2024-10-25 20:10:24,2,2024-10-25 20:10:30,no,,2024-10-25 20:09:52,2024-10-25 20:10:30,38,no,2024-10-25 20:10:35,S0iesZfB10aSn2CRnVufZg**
T4n0l6uXmrXHaOUHJf32ryMXkY-1TLmfsXwDArCJ6RdPIXKwVtBDrbMQWZ6N-vuA,35822887,141484,432,2024-10-25 20:10:15,2024-10-25 20:13:22,2024-10-25 20:13:22,,2024-10-25 20:10:15,984910,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",761,"{""profileID"":310,""respID"":761,""qID"":1,""altID"":1,""obsID"":961,""enrollment_cash"":100,""occurrence_cash"":10,""monthly_occurrence"":4,""lower_bound"":20,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-25 20:10:51,1,2024-10-25 20:11:06,1,2024-10-25 20:11:25,1,2024-10-25 20:11:37,1,2024-10-25 20:12:14,1,2024-10-25 20:12:33,1,2024-10-25 20:12:58,yes,,2024-10-25 20:10:51,2024-10-25 20:12:58,127,no,2024-10-25 20:13:22,S0iesZfB10abVpFjIrekwg**
fHRhGAotPUVDAnm_m6oSaktk_94H0Lu4OmQzDwW4tOYnp_alwi5b4xe85ZmjDHrs,35822995,141484,433,2024-10-25 20:20:47,2024-10-25 20:22:35,2024-10-25 20:22:35,,2024-10-25 20:20:47,250825,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",738,"{""profileID"":308,""respID"":738,""qID"":1,""altID"":1,""obsID"":823,""enrollment_cash"":300,""occurrence_cash"":5,""monthly_occurrence"":4,""lower_bound"":20,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-25 20:21:19,2,2024-10-25 20:21:41,2,2024-10-25 20:21:50,3,2024-10-25 20:21:59,2,2024-10-25 20:22:08,2,2024-10-25 20:22:22,3,2024-10-25 20:22:30,no,,2024-10-25 20:21:19,2024-10-25 20:22:30,71,no,2024-10-25 20:22:35,S0iesZfB10at1cdUzeAlMg**
ozlssI3dHuTZYEVtAl1LmxNr3JHkCpfj9MDIa5kyvlOGX9dpp8rElH6BvxmGVpkQ,35823072,141484,434,2024-10-25 20:27:40,2024-10-25 20:28:39,2024-10-25 20:28:39,,2024-10-25 20:27:40,439033,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4457,"{""profileID"":379,""respID"":4457,""qID"":1,""altID"":1,""obsID"":23137,""enrollment_cash"":200,""occurrence_cash"":20,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-25 20:27:50,1,2024-10-25 20:27:56,1,2024-10-25 20:28:02,2,2024-10-25 20:28:09,2,2024-10-25 20:28:18,1,2024-10-25 20:28:24,2,2024-10-25 20:28:31,no,,2024-10-25 20:27:50,2024-10-25 20:28:31,41,no,2024-10-25 20:28:39,S0iesZfB10ZPIypRxQygyQ**
zyA54ggT9sFHrhUpdzCu3Q5y2f4uKFdjYHeqRLq37AIY9RHuZW7HSmGVoB1YzUqq,35823155,141484,435,2024-10-25 20:36:06,2024-10-25 20:49:30,2024-10-25 20:49:30,,2024-10-25 20:36:06,603497,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3792,"{""profileID"":434,""respID"":3792,""qID"":1,""altID"":1,""obsID"":19147,""enrollment_cash"":100,""occurrence_cash"":15,""monthly_occurrence"":2,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-25 20:43:59,2,2024-10-25 20:44:56,2,2024-10-25 20:47:40,1,2024-10-25 20:48:02,1,2024-10-25 20:48:17,1,2024-10-25 20:49:05,2,2024-10-25 20:49:23,no,,2024-10-25 20:43:59,2024-10-25 20:49:23,324,no,2024-10-25 20:49:30,S0iesZfB10aJFSDkYjJURg**
KqqSiS3N8bRzvCm9f27uij-GckUPW7KBkbMPjp-FpYOK0azY813rvkRkffkI6M-X,35824595,141484,436,2024-10-25 23:13:21,2024-10-25 23:14:16,2024-10-25 23:14:17,,2024-10-25 23:13:21,375462,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",598,"{""profileID"":347,""respID"":598,""qID"":1,""altID"":1,""obsID"":3583,""enrollment_cash"":200,""occurrence_cash"":5,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",500,2024-10-25 23:13:32,2,2024-10-25 23:13:36,1,2024-10-25 23:13:40,2,2024-10-25 23:13:43,1,2024-10-25 23:13:47,2,2024-10-25 23:13:50,1,2024-10-25 23:13:53,no,375462,2024-10-25 23:13:32,2024-10-25 23:13:53,21,no,2024-10-25 23:14:16,S0iesZfB10ZSWS6Lzz5zHg**
04qR8vf6DPbVs8bc563v13E82htu_rAhb153tXjkyhYfHietrRSBTHPR9JgOUjZq,35824603,141484,437,2024-10-25 23:14:14,2024-10-25 23:15:42,2024-10-25 23:15:42,,2024-10-25 23:14:14,560283,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1177,"{""profileID"":643,""respID"":1177,""qID"":1,""altID"":1,""obsID"":3457,""enrollment_cash"":200,""occurrence_cash"":2,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",150,2024-10-25 23:14:28,1,2024-10-25 23:14:40,2,2024-10-25 23:14:55,2,2024-10-25 23:15:06,2,2024-10-25 23:15:14,2,2024-10-25 23:15:24,2,2024-10-25 23:15:32,no,,2024-10-25 23:14:28,2024-10-25 23:15:32,64,no,2024-10-25 23:15:42,S0iesZfB10YHY60IjlgssA**
cMbjrWr-K7LKF_HuAN0P_GnIql7xCqN8sPgHDbhlX9cMwlwgMGYYm5aWhv7onHVr,35824607,141484,438,2024-10-25 23:14:18,2024-10-25 23:16:02,2024-10-25 23:16:03,,2024-10-25 23:14:19,328515,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3519,"{""profileID"":127,""respID"":3519,""qID"":1,""altID"":1,""obsID"":17509,""enrollment_cash"":200,""occurrence_cash"":5,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",400,2024-10-25 23:14:26,2,2024-10-25 23:14:38,2,2024-10-25 23:15:03,2,2024-10-25 23:15:12,1,2024-10-25 23:15:27,1,2024-10-25 23:15:36,1,2024-10-25 23:15:43,no,328515,2024-10-25 23:14:26,2024-10-25 23:15:43,77,no,2024-10-25 23:16:02,S0iesZfB10aSmI7SeSvvOg**
RbagG-aybGEJ4vxEyNyEUF1TT7FpYfvQDqlfl4G6PBGgaKnc4Q8VIO2SmZ9LJluE,35824717,141484,439,2024-10-25 23:26:21,2024-10-25 23:29:09,2024-10-25 23:29:09,,2024-10-25 23:26:22,583540,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",167,"{""profileID"":583,""respID"":167,""qID"":1,""altID"":1,""obsID"":997,""enrollment_cash"":200,""occurrence_cash"":2,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",250,2024-10-25 23:26:58,2,2024-10-25 23:27:16,1,2024-10-25 23:27:29,1,2024-10-25 23:27:39,1,2024-10-25 23:27:53,1,2024-10-25 23:28:23,2,2024-10-25 23:28:45,no,,2024-10-25 23:26:58,2024-10-25 23:28:45,107,no,2024-10-25 23:29:09,S0iesZfB10by88sWimNaCg**
rXSJK8-w_GKhZKep-mhQnm1J57KTclAIxz4FtqkQSnhvLApv1gaPjzZKmOubyogQ,35824739,141484,440,2024-10-25 23:28:01,2024-10-25 23:29:37,2024-10-25 23:29:37,,2024-10-25 23:28:01,684520,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2829,"{""profileID"":160,""respID"":2829,""qID"":1,""altID"":1,""obsID"":13369,""enrollment_cash"":300,""occurrence_cash"":20,""monthly_occurrence"":4,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",550,2024-10-25 23:28:19,1,2024-10-25 23:28:29,1,2024-10-25 23:28:42,2,2024-10-25 23:28:49,1,2024-10-25 23:29:00,2,2024-10-25 23:29:08,3,2024-10-25 23:29:26,no,thank you,2024-10-25 23:28:19,2024-10-25 23:29:26,67,no,2024-10-25 23:29:37,S0iesZfB10aXPs-hfHAQWQ**
mpcj_f5lLUn0tNO7OjWVPPc7cdXpWsNEqh_Y2YlGr0a55N_VOLetgIYaTlQURW5L,35824748,141484,441,2024-10-25 23:28:35,2024-10-25 23:29:36,2024-10-25 23:29:36,,2024-10-25 23:28:36,394585,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1496,"{""profileID"":88,""respID"":1496,""qID"":1,""altID"":1,""obsID"":5371,""enrollment_cash"":300,""occurrence_cash"":5,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",400,2024-10-25 23:28:45,1,2024-10-25 23:28:53,1,2024-10-25 23:29:02,3,2024-10-25 23:29:08,3,2024-10-25 23:29:14,2,2024-10-25 23:29:21,3,2024-10-25 23:29:27,no,excellent,2024-10-25 23:28:45,2024-10-25 23:29:27,42,no,2024-10-25 23:29:36,S0iesZfB10aSHSYLjTeq5w**
Gp17wTQq_jYdUK6-EIWSiLXl28pEzQxOv-ApBsLDiM9XqSPZ9qGcfth_cHYY3Oz9,35824751,141484,442,2024-10-25 23:28:41,2024-10-25 23:30:26,2024-10-25 23:30:26,,2024-10-25 23:28:41,943507,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3819,"{""profileID"":397,""respID"":3819,""qID"":1,""altID"":1,""obsID"":19309,""enrollment_cash"":50,""occurrence_cash"":20,""monthly_occurrence"":4,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",250,2024-10-25 23:29:01,3,2024-10-25 23:29:09,1,2024-10-25 23:29:27,1,2024-10-25 23:29:34,1,2024-10-25 23:29:47,3,2024-10-25 23:30:07,1,2024-10-25 23:30:14,no,,2024-10-25 23:29:01,2024-10-25 23:30:14,73,no,2024-10-25 23:30:26,S0iesZfB10ZMEtQ3bA0mRw**
J4QvOgckH9yOVkeDQPEx-6KajAfPd0JSNcz5CtNfnMq7RLAQ2xWYFYcZuvwIDQIr,35824755,141484,443,2024-10-25 23:29:03,2024-10-25 23:31:27,2024-10-25 23:31:27,,2024-10-25 23:29:03,665764,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1944,"{""profileID"":453,""respID"":1944,""qID"":1,""altID"":1,""obsID"":8059,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":3,""lower_bound"":40,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-25 23:29:17,2,2024-10-25 23:29:28,1,2024-10-25 23:29:56,2,2024-10-25 23:30:08,2,2024-10-25 23:30:27,2,2024-10-25 23:30:41,2,2024-10-25 23:30:54,no,665764,2024-10-25 23:29:17,2024-10-25 23:30:54,97,no,2024-10-25 23:31:27,S0iesZfB10YB-jFZ7KCX6w**
-Hieand8XJQl2iPAQqfNALcqyEJAwgvTL__Q_4MFuaWf3tDmch61zcaSTqlKDDrS,35824868,141484,444,2024-10-25 23:37:45,2024-10-25 23:39:08,2024-10-25 23:39:09,,2024-10-25 23:37:45,428417,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2255,"{""profileID"":236,""respID"":2255,""qID"":1,""altID"":1,""obsID"":9925,""enrollment_cash"":300,""occurrence_cash"":15,""monthly_occurrence"":4,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",500,2024-10-25 23:37:59,1,2024-10-25 23:38:05,2,2024-10-25 23:38:13,1,2024-10-25 23:38:19,2,2024-10-25 23:38:25,2,2024-10-25 23:38:35,1,2024-10-25 23:38:41,no,,2024-10-25 23:37:59,2024-10-25 23:38:41,42,no,2024-10-25 23:39:09,S0iesZfB10YOmWukxxYs3A**
g8DHUcyhpmvSJpxwPiJQD-h0F_RzjjvDMqHD3ot4rteOTRwBzmwivM8ZXgjJZt0T,35824869,141484,445,2024-10-25 23:37:45,2024-10-25 23:39:12,2024-10-25 23:39:13,,2024-10-25 23:37:45,549374,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2918,"{""profileID"":397,""respID"":2918,""qID"":1,""altID"":1,""obsID"":13903,""enrollment_cash"":50,""occurrence_cash"":20,""monthly_occurrence"":4,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",200,2024-10-25 23:37:54,2,2024-10-25 23:38:08,1,2024-10-25 23:38:14,1,2024-10-25 23:38:26,2,2024-10-25 23:38:33,3,2024-10-25 23:38:46,1,2024-10-25 23:38:52,no,n/a,2024-10-25 23:37:54,2024-10-25 23:38:52,58,no,2024-10-25 23:39:12,S0iesZfB10ZQH67Zd6Z64g**
ngZhKZxNIiuKWPtebqFtrhk3UF2H3rGXH2WrboqIkP9TRWNQCEtzK8fgs0iZXYPv,35824910,141484,446,2024-10-25 23:42:10,2024-10-25 23:43:55,2024-10-25 23:43:55,,2024-10-25 23:42:10,793023,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2197,"{""profileID"":35,""respID"":2197,""qID"":1,""altID"":1,""obsID"":9577,""enrollment_cash"":200,""occurrence_cash"":15,""monthly_occurrence"":2,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-25 23:42:37,2,2024-10-25 23:42:57,2,2024-10-25 23:43:09,1,2024-10-25 23:43:23,1,2024-10-25 23:43:34,2,2024-10-25 23:43:42,2,2024-10-25 23:43:50,no,,2024-10-25 23:42:37,2024-10-25 23:43:50,73,no,2024-10-25 23:43:55,S0iesZfB10ZYKPi0mVLS5g**
