session,session_id,study_id,iteration,created,modified,ended,expired,time_3_start,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_3_end
FGmAUs1NI1QXviW7BEk3uliQ5yJHl_fG7BweXV_B5T0xz1IYj_SFXmgtvtoAbrXe,35729799,141365,569,2024-10-18 15:49:06,2024-10-18 15:50:13,2024-10-18 15:50:13,,2024-10-18 15:49:06,neutral,1981,male,white,,hs,,employed_under40,democratic,detached,,own,3,150_to_200,2024-10-18 15:50:13
-D6r4JAM14XJ_-FLJ8NLQhMGmvyVu4uOLcuVFjI39N0FoQ6LFNI6lsS4k7nX1XRw,35729828,141365,570,2024-10-18 15:49:46,2024-10-18 15:50:34,2024-10-18 15:50:34,,2024-10-18 15:49:46,neutral,1982,male,black,,no_hs,,disabled,democratic,townhome,,rent,2,35_to_50,2024-10-18 15:50:34
pH6AZAc-2tXg_We610iyiSKFGqj5M7ASmcszrO5WXqh2Rmo-ZNm-eG14WHyd0GmC,35729829,141365,571,2024-10-18 15:49:50,2024-10-18 15:51:44,2024-10-18 15:51:44,,2024-10-18 15:49:50,very,1987,male,white,,degree_grad,,employed_under40,democratic,detached,,own,3,150_to_200,2024-10-18 15:51:44
-QbVa57nCqlCEA2-9pPsbJ-8zU8UxD1kYs3fWVOa3anH-B5uaTBcEJjIBn57hcd-,35729836,141365,572,2024-10-18 15:49:57,2024-10-18 15:50:37,2024-10-18 15:50:38,,2024-10-18 15:49:57,believe,1972,male,black,,degree_grad,,employed_under40,democratic,detached,,own,2,below_25,2024-10-18 15:50:37
kYRiUy18dDlAVjwkxT0jhHq_vnQSpHRbmWojR2Yxcoow5oINTA5vPGCbHg29grPJ,35729859,141365,573,2024-10-18 15:50:33,2024-10-18 15:52:29,2024-10-18 15:52:29,,2024-10-18 15:50:33,very,1977,male,white,,degree_grad,,employed_over40,democratic,apartment,,own,4,200_to_250,2024-10-18 15:52:29
QUJqe2L0QSOJ72M9e4jXerba0JyZ7pUIKhgn9PpCubp8smZN7EM4LUmJPehTXGT4,35729870,141365,574,2024-10-18 15:50:42,2024-10-18 15:52:22,2024-10-18 15:52:22,,2024-10-18 15:50:42,very,1965,male,white,,degree_grad,,employed_over40,democratic,detached,,own,3,100_to_150,2024-10-18 15:52:22
IrzSQ8vfZi0awB_SCUe8Q03vAuiF1Z2nFGcrMYSGV7sh96u90y5Kx_QFUm-K39eV,35729883,141365,575,2024-10-18 15:50:53,2024-10-18 15:52:36,2024-10-18 15:52:36,,2024-10-18 15:50:53,believe,1961,male,asian,,degree_grad,,employed_over40,prefer_not_say,detached,,own,2,150_to_200,2024-10-18 15:52:36
_wGiShD_bji4R7BMM-ZK1ytRnPIHHxXajMjUPM9UmNv1chF2aDXNqPOKXGln-qqG,35729890,141365,576,2024-10-18 15:50:57,2024-10-18 15:53:05,2024-10-18 15:53:05,,2024-10-18 15:50:58,somewhat,1981,male,black,,degree_bs,,employed_under40,democratic,detached,,own,3,50_to_75,2024-10-18 15:53:05
gj9zsrbGMqplQ0b8mIo3kkVipyW5eKgYqxtLEm6ZHcYyc1ytRCrPdVrmimhkqba4,35729916,141365,577,2024-10-18 15:51:36,2024-10-18 15:52:23,2024-10-18 15:52:23,,2024-10-18 15:51:37,very,1990,male,white,,degree_grad,,employed_over40,democratic,townhome,,own,3,75_to_100,2024-10-18 15:52:23
rqCmeKJVyr4fR1JAIyQns-ozdAXkZl9NbJDaYnTu0skj0HXqBuwXPbxrGO1ntp9-,35729961,141365,578,2024-10-18 15:52:18,2024-10-18 15:53:13,2024-10-18 15:53:13,,2024-10-18 15:52:18,neutral,2005,female,black,,degree_associate,,employed_under40,independent,townhome,,rent,2,50_to_75,2024-10-18 15:53:13
2TMSAP46JWA_YvoUEjqOPfmWjMVucDyBoNLe1v7H1HqCPSrUdxnaqN4jl_KuA1LZ,35729990,141365,579,2024-10-18 15:52:47,2024-10-18 15:53:36,2024-10-18 15:53:37,,2024-10-18 15:52:48,very,1952,male,white,,degree_grad,,employed_under40,independent,detached,,own,2,150_to_200,2024-10-18 15:53:37
ioTTlhX-AdYFYC7FvhiLAUV1UozeMxPC69hp3NHZab3MIsWgQiynypIYi8ja6RQk,35729992,141365,580,2024-10-18 15:52:51,2024-10-18 15:54:00,2024-10-18 15:54:00,,2024-10-18 15:52:51,believe,1973,male,white,,degree_bs,,employed_under40,republican,detached,,own,4,100_to_150,2024-10-18 15:54:00
OWKzBjrYEfLbwOuymdK9ih3bT0MzPY_y-pjxhiZaU26pIHpo194WlbplYlrw4cho,35729994,141365,581,2024-10-18 15:52:57,2024-10-18 15:54:36,,,2024-10-18 15:52:57,very,1961,male,white,,degree_grad,,employed_under40,democratic,apartment,,own,4,100_to_150,
S9Dy7-hyDpNQ5VLzKTS8vt8bumU--UXEZy5m89X65Y-sNYJLkmtpgo5IXbVCPNqH,35730003,141365,582,2024-10-18 15:53:17,2024-10-18 15:53:55,2024-10-18 15:53:55,,2024-10-18 15:53:17,somewhat,1988,female,white,,hs,,employed_under40,republican,apartment,,rent,5_or_more,200_to_250,2024-10-18 15:53:55
m5Uxqx_qIrvf5lAnKEuMQ6pFSivq7IYT-lowmJ5o_K0owz0CjeC1tos6j-6x2yII,35730024,141365,583,2024-10-18 15:53:40,2024-10-18 16:04:02,2024-10-18 16:04:02,,2024-10-18 15:53:40,very,1980,female,white,,hs,,employed_over40,democratic,detached,,own,3,50_to_75,2024-10-18 16:04:02
l60FedyvUeVz5wZ0PXkc00OUdFhVhkANK9qk7aJGFKNCUP0saHwgGaQoPDT9_tzA,35730030,141365,584,2024-10-18 15:53:56,2024-10-18 16:03:22,2024-10-18 16:03:22,,2024-10-18 15:53:56,somewhat,1994,female,asian,,degree_bs,,employed_over40,republican,detached,,own,4,50_to_75,2024-10-18 16:03:22
GG21x8tLuX9J2OxyFV3nXdgXbR5JtwSwmlAMFN0L1MU0ux49ac5krcJJ5AEXOCMI,35730041,141365,585,2024-10-18 15:54:07,2024-10-18 16:03:02,2024-10-18 16:03:02,,2024-10-18 15:54:07,believe,1989,male,white,,degree_grad,,employed_over40,democratic,detached,,own,3,150_to_200,2024-10-18 16:03:02
ejgNvRcaKdJf4hmt_-QqVtI6465X0DrZ8hWGtMHPXszPbuwBavPmeqYQmAovGdI5,35730178,141365,586,2024-10-18 16:04:46,2024-10-18 16:07:50,2024-10-18 16:07:50,,2024-10-18 16:04:46,very,1966,male,asian,,degree_grad,,employed_under40,democratic,townhome,,own,3,100_to_150,2024-10-18 16:07:50
hqRga5wunxTNQLXUC9hoP6PodQg7lB5rrTGnooScjklgHyYxox9_tw6KUQsNMuMg,35730183,141365,587,2024-10-18 16:05:24,2024-10-18 16:07:39,2024-10-18 16:07:39,,2024-10-18 16:05:24,somewhat,1995,male,asian,,hs,,employed_under40,republican,detached,,rent,3,50_to_75,2024-10-18 16:07:39
TVmSgoFhiSOaMbMi-14fRbebZ9H0uc-cI1JhDs1F-4S_kWTySRJ9BrLUq3YlQqif,35730184,141365,588,2024-10-18 16:05:29,2024-10-18 16:07:38,2024-10-18 16:07:38,,2024-10-18 16:05:30,believe,1964,male,white,,degree_bs,,employed_over40,democratic,detached,,own,3,75_to_100,2024-10-18 16:07:38
tfohCswtZspUYVKMGjlO7SVPJWejIB7MSLJgrFfTjYBtiGIyzUkEECRwDdXQbiuu,35730274,141365,589,2024-10-18 16:09:36,2024-10-18 16:10:52,2024-10-18 16:10:52,,2024-10-18 16:09:36,very,1992,male,white,,degree_grad,,employed_over40,democratic,detached,,own,4,100_to_150,2024-10-18 16:10:52
Xl0PcyLSP_v35xcyI_p3MrDQmHVVwjmifzP761mbK7ShH5N6H-FVX1F3ijX0TAjW,35730285,141365,590,2024-10-18 16:10:20,2024-10-18 16:13:13,2024-10-18 16:13:14,,2024-10-18 16:10:21,neutral,1964,male,white,,degree_grad,,employed_over40,republican,detached,,own,3,150_to_200,2024-10-18 16:13:14
swOxjDFqeu1GI8iHD4Ho4cQTmT_nvLPtQK3jJe-O2i-6Fo_RWHpJsTp2Qb0CDBA6,35730294,141365,591,2024-10-18 16:10:39,2024-10-18 16:11:21,2024-10-18 16:11:21,,2024-10-18 16:10:39,very,1989,female,white,,degree_grad,,employed_over40,republican,detached,,own,2,150_to_200,2024-10-18 16:11:21
BT9C3B38LLpwK58pV3cL8ZIuKV_E_2Qc_BON64gpD9Ha09YcESrQ4tUwFQb8UgiZ,35730306,141365,592,2024-10-18 16:11:08,2024-10-18 16:13:19,2024-10-18 16:13:20,,2024-10-18 16:11:08,very,1970,male,white,,degree_grad,,employed_under40,democratic,detached,,own,4,100_to_150,2024-10-18 16:13:19
wQzZ8pHJFREwIegldIR78GjrAhTUkV3EKtlrX221iX-gMxkn-bNd7ygt4IdujQbF,35730347,141365,593,2024-10-18 16:12:44,2024-10-18 16:14:20,2024-10-18 16:14:20,,2024-10-18 16:12:44,somewhat,1983,male,white,,degree_grad,,employed_under40,democratic,detached,,own,4,150_to_200,2024-10-18 16:14:20
egqUHesMiXsGBHXB25_WWu-OR-ciicrwOhEQg48s9qeOuj6isTxxbwfAciI3GMuE,35730351,141365,594,2024-10-18 16:12:54,2024-10-18 16:14:22,2024-10-18 16:14:23,,2024-10-18 16:12:55,very,1991,male,white,,hs,,employed_under40,republican,mobile,,own,4,150_to_200,2024-10-18 16:14:22
DyKbxFlZnA66lAAV6wy8UW2R0vylqNVvBfAl2pWOu3VrdqZe822SupGpGr-tDK8B,35730365,141365,595,2024-10-18 16:13:12,2024-10-18 16:14:51,2024-10-18 16:14:51,,2024-10-18 16:13:12,believe,1983,male,white,,degree_grad,,employed_under40,independent,detached,,own,4,150_to_200,2024-10-18 16:14:51
HKyxxwzhkM_j8Gu1aJHPEvBKKz4-2z0m6eT3m_oSgdhe7mmBfzGvJwhoZgXPodwH,35730372,141365,596,2024-10-18 16:13:32,2024-10-18 16:15:05,2024-10-18 16:15:05,,2024-10-18 16:13:32,believe,1989,male,white,,degree_grad,,employed_under40,democratic,detached,,own,3,100_to_150,2024-10-18 16:15:05
0Sc4vWVfvBhhopKSq07EK29Pl70XbW5Dpgw7Fhq4VknTdq0Pza9z6VJy9AB-ZLVH,35730388,141365,597,2024-10-18 16:14:15,2024-10-18 16:15:37,2024-10-18 16:15:38,,2024-10-18 16:14:16,believe,1977,male,white,,degree_grad,,employed_under40,republican,apartment,,own,4,200_to_250,2024-10-18 16:15:38
htzCYk6d_jRU5ABCgA8kX-JypZsZVCiDGoRNxbUKFE5Z9xf-v6GlTqe8qP72zJDH,35730417,141365,598,2024-10-18 16:15:03,2024-10-18 16:16:48,2024-10-18 16:16:48,,2024-10-18 16:15:03,somewhat,1948,male,asian,,degree_bs,,retired,democratic,detached,,own,4,100_to_150,2024-10-18 16:16:48
zYXvb4maUUCmbC2NjysR-LBShJcJLkUuxDaS9ZD-GqAGB0mPdoZhIobPDQts2mFl,35730450,141365,599,2024-10-18 16:15:53,2024-10-18 16:19:01,2024-10-18 16:19:01,,2024-10-18 16:15:53,very,1949,male,white,,degree_grad,,employed_over40,democratic,detached,,own,3,100_to_150,2024-10-18 16:19:01
G6D2qeVmxTxZaAwEfhDkUDSfqvEzCKlJgOQB63_WFaABkRklS0XUpKMVHTpETQar,35730482,141365,600,2024-10-18 16:16:32,2024-10-18 16:17:12,2024-10-18 16:17:12,,2024-10-18 16:16:32,very,1992,male,white,,degree_associate,,employed_over40,independent,mobile,,own,3,150_to_200,2024-10-18 16:17:12
qMnGNu7vK-_U8ScSiBOmZerQWNnt6TAl1JKEiLxgLO7Y_-3W7PzKIaTL0O6PpkLt,35730483,141365,601,2024-10-18 16:16:33,2024-10-18 16:17:20,2024-10-18 16:17:20,,2024-10-18 16:16:33,neutral,1955,male,white,,degree_grad,,retired,republican,detached,,own,2,200_to_250,2024-10-18 16:17:20
iha-Hv83yzHKf6kMNNG_i89F1PJEF_pJZia2cdqtBt0VVjW6MsjCR1cvIW3lYE4w,35730571,141365,602,2024-10-18 16:18:26,2024-10-18 16:19:51,2024-10-18 16:19:52,,2024-10-18 16:18:26,believe,1986,female,white,,degree_grad,,employed_over40,democratic,detached,,own,4,100_to_150,2024-10-18 16:19:51
TLsYYAWGl5RPzGAipP1qmj-YbRN9I6VbUUcL8TL_85tY__ZqWdr0WYry5K3ztJJ8,35730588,141365,603,2024-10-18 16:18:41,2024-10-18 16:19:26,2024-10-18 16:19:27,,2024-10-18 16:18:41,believe,1990,female,white,,degree_grad,,employed_over40,democratic,condo,,own,2,200_to_250,2024-10-18 16:19:26
5ZlZL7gNEb6a751FP0vMQRWyTnpz981E5Vyn5Sbd5-t14HJo7vvnXvQnPWr4CEH8,35730630,141365,604,2024-10-18 16:19:59,2024-10-18 16:21:07,2024-10-18 16:21:07,,2024-10-18 16:19:59,believe,1987,female,black,,college_some,,employed_under40,democratic,townhome,,rent,1,75_to_100,2024-10-18 16:21:07
Ssl70XmnvVfBHdpovyXuojhHvAiatSqlSf2u4DdLn3vLP8BZ5NgP9Z_vAskkjszj,35730660,141365,605,2024-10-18 16:20:58,2024-10-18 16:21:58,2024-10-18 16:21:59,,2024-10-18 16:20:58,somewhat,1997,male,black,,vocational,,employed_under40,democratic,detached,,rent,2,below_25,2024-10-18 16:21:58
BHKcH9VZ_A8R0Fn-Dkv4xWq8u1YE5yNk0jTpnpf2k186ZOrAdN-cL7J0YLur4C2o,35730667,141365,606,2024-10-18 16:21:22,2024-10-18 16:22:28,2024-10-18 16:22:28,,2024-10-18 16:21:22,very,1948,male,white,,degree_grad,,retired,independent,detached,,own,2,250_to_300,2024-10-18 16:22:28
oT8z4uuHtvyukiF_l9wDRHLoJXRGo7ORZc0CHwgIy1MmV5Pp9HRXXW3IoEf4XIYK,35730674,141365,607,2024-10-18 16:21:39,2024-10-18 16:22:17,2024-10-18 16:22:18,,2024-10-18 16:21:39,believe,1975,female,asian,,degree_associate,,employed_under40,republican,mobile,,own,3,35_to_50,2024-10-18 16:22:17
dnJ0dBuXTr09tlpZVO4nidPP9dDakgZGs0YtNs7ARSyty8tEMYdxXSeMzGhjfBDo,35730675,141365,608,2024-10-18 16:21:43,2024-10-18 16:22:21,2024-10-18 16:22:22,,2024-10-18 16:21:43,not,1995,female,white,,degree_bs,,employed_under40,democratic,detached,,own,5_or_more,100_to_150,2024-10-18 16:22:22
v_C3WEqj7rqlB-qOjC49XcBye626yLfc2LA_H-hIQHErem1AfkPohTKKtEwUDR4N,35730690,141365,609,2024-10-18 16:22:01,2024-10-18 16:23:09,2024-10-18 16:23:09,,2024-10-18 16:22:01,somewhat,1956,female,white,,degree_grad,,employed_under40,independent,detached,,own,2,prefer_not_say,2024-10-18 16:23:09
BXVgpwhs7VrXl1KbG1r1MrGARXfHZ038TTR82XBHYK4WWFHRAjLn7RC0z7c1nfxr,35730694,141365,610,2024-10-18 16:22:04,2024-10-18 16:23:34,2024-10-18 16:23:34,,2024-10-18 16:22:04,somewhat,2000,male,hispanic,,no_hs,,employed_over40,independent,mobile,,rent,2,25_to_35,2024-10-18 16:23:34
lMZnmdzvbJgeEk5A9yrbeNN_T_dJ-rxkNElJA2LHxrABh2WNEcVKz9jyXIxQGFuD,35730699,141365,611,2024-10-18 16:22:13,2024-10-18 16:22:57,2024-10-18 16:22:58,,2024-10-18 16:22:13,believe,1974,male,hispanic,,hs,,employed_over40,democratic,detached,,own,3,50_to_75,2024-10-18 16:22:57
7w8ixeaW11G1H9GEioLeGA15ZYnHDV60EdXNJudE6HgsEpuMfh8X-nMLsRqRNUeC,35730716,141365,612,2024-10-18 16:22:44,2024-10-18 16:24:58,2024-10-18 16:24:58,,2024-10-18 16:22:44,believe,1979,male,white,,degree_grad,,employed_over40,democratic,detached,,own,3,100_to_150,2024-10-18 16:24:58
QorA--QIfxHENQdkT8Vv4koplIXmZ8FIx-8zvjUGHCCuHfDvv0tGVbC_DOuvKwXW,35730719,141365,613,2024-10-18 16:22:54,2024-10-18 16:24:02,2024-10-18 16:24:02,,2024-10-18 16:22:54,believe,1966,male,hispanic,,degree_grad,,employed_over40,democratic,detached,,own,2,150_to_200,2024-10-18 16:24:02
qRl7yl3x-mZx1rhzOPnccNnYCytFOTdWccanbz2_meQdhazwTjIMbZk9CnSqX3Sc,35730720,141365,614,2024-10-18 16:22:55,2024-10-18 16:23:50,2024-10-18 16:23:51,,2024-10-18 16:22:55,very,1991,female,hispanic,,hs,,employed_over40,republican,detached,,own,4,75_to_100,2024-10-18 16:23:51
PFDCCEBfXFtEN6EIokzjRR8547VxdzIUeUZoMH8kpmx_Ka-Mf2EJfEEQziQmZQ5T,35730736,141365,615,2024-10-18 16:23:27,2024-10-18 16:24:18,2024-10-18 16:24:19,,2024-10-18 16:23:27,very,1973,male,white,,degree_associate,,employed_under40,republican,detached,,own,3,50_to_75,2024-10-18 16:24:19
3z6hFtzuPf_6OXtjKFLt3b_gIEarzspv7ZqYcKJFtbxPm4ddsOFYM5ikAuTNoP0p,35730787,141365,616,2024-10-18 16:24:45,2024-10-18 16:25:42,2024-10-18 16:25:43,,2024-10-18 16:24:45,very,1990,male,white,,degree_grad,,employed_under40,republican,townhome,,own,3,75_to_100,2024-10-18 16:25:42
Hew6tHaOS6HADw2hQdvD4jqapD1wElDK3hs7A5uvtRKS3CJ4HG7yt1_w2FscWR1H,35730810,141365,617,2024-10-18 16:25:01,2024-10-18 16:26:37,2024-10-18 16:26:38,,2024-10-18 16:25:01,neutral,1973,male,white,,degree_bs,,employed_under40,democratic,apartment,,own,4,50_to_75,2024-10-18 16:26:37
ICVYefxXcdySMn_6tiXzjj-xI-GxAUPMOFIAqVlJzXVsIFC6RZXJN7TC7p8r59_I,35730835,141365,618,2024-10-18 16:25:40,2024-10-18 16:26:33,2024-10-18 16:26:33,,2024-10-18 16:25:41,neutral,1966,female,white,,degree_associate,,employed_over40,independent,apartment,,rent,3,50_to_75,2024-10-18 16:26:33
tGYo9yuUz0hw_mJlJXVkjjmYXhS05wRgSPOv-uMEJjQm84nPoynyI8XbI7PyyMPX,35730895,141365,619,2024-10-18 16:27:12,2024-10-18 16:28:20,2024-10-18 16:28:21,,2024-10-18 16:27:12,not,1995,male,black,,degree_bs,,employed_under40,republican,detached,,own,5_or_more,100_to_150,2024-10-18 16:28:21
JVoQ3gaF0q-xmYmKRF-A3DmJjDafM9Egy9eGutg-apGvV-axjXw2LJl7LW_U5NW-,35730896,141365,620,2024-10-18 16:27:15,2024-10-18 16:30:01,2024-10-18 16:30:02,,2024-10-18 16:27:16,neutral,1990,female,white,,degree_bs,,employed_under40,republican,detached,,own,3,50_to_75,2024-10-18 16:30:02
g7LBIJrF5iQVGc9NAKkBP6XZT5viYvp4vOS_sE2eXWhYIPpvggtRkcvs_KX1PdoZ,35730903,141365,621,2024-10-18 16:27:26,2024-10-18 16:28:22,2024-10-18 16:28:22,,2024-10-18 16:27:26,very,1992,male,white,,degree_grad,,student,democratic,detached,,own,2,75_to_100,2024-10-18 16:28:22
wxnzUPvTRldYkuG--KIUZ8XK59-rgX322hJTfMFUZ7irdqEBD4zL9FVW4uN5a72A,35730905,141365,622,2024-10-18 16:27:28,2024-10-18 16:28:09,2024-10-18 16:28:09,,2024-10-18 16:27:28,believe,1995,male,black,,degree_bs,,employed_over40,independent,apartment,,rent,1,100_to_150,2024-10-18 16:28:09
g2wX-8U3e5f7CbrMA03klioCj_AEGoDVgqcNU61zVGnJXsSTa8i9Z0MSAVvLyWTU,35730911,141365,623,2024-10-18 16:27:32,2024-10-18 16:28:18,2024-10-18 16:28:18,,2024-10-18 16:27:32,believe,1992,male,white,,college_some,,employed_over40,republican,detached,,own,2,75_to_100,2024-10-18 16:28:18
YZDIGv4Hll0O8-YaszuPg_BOPw4Jz_lg_pCXA62hf4se3wYn5EJwtgUcqN8FBP6Q,35730946,141365,624,2024-10-18 16:28:38,2024-10-18 16:33:12,2024-10-18 16:33:12,,2024-10-18 16:28:38,somewhat,1994,female,black,,degree_bs,,employed_over40,democratic,townhome,,own,1,35_to_50,2024-10-18 16:33:12
pOeWXM53p7utUxYPuvIIM7YP5YM1vdhtqyaRFIAsSr_VLA0CLyjA0GD0yfYY7xF6,35730957,141365,625,2024-10-18 16:28:48,2024-10-18 16:29:56,2024-10-18 16:29:57,,2024-10-18 16:28:48,believe,1982,female,asian,,degree_bs,,employed_over40,democratic,apartment,,own,2,250_to_300,2024-10-18 16:29:57
5dh5TYslNPauHh1RS6CdAOzJut0LIiHwxnwH7ez1UrnNKDPmTm7rMg9izlmCzRjg,35730959,141365,626,2024-10-18 16:28:55,2024-10-18 16:30:15,2024-10-18 16:30:15,,2024-10-18 16:28:55,very,1990,female,white,,degree_bs,,employed_over40,republican,detached,,own,5_or_more,100_to_150,2024-10-18 16:30:15
RxcXp0D88DPov0UKn-4TzPAkgu_5cpC1QAXlhgDbv7Ilc96-9kFGkmNWZ9ImpGT5,35730964,141365,627,2024-10-18 16:28:59,2024-10-18 16:30:51,2024-10-18 16:30:51,,2024-10-18 16:28:59,somewhat,1985,male,white,,degree_grad,,employed_over40,democratic,detached,,own,5_or_more,100_to_150,2024-10-18 16:30:51
_MJSpdSV10NnD_Q67hKZCzroFG5DpslaYAOv2w2Eac4paG24-8i3u1ilN4Lwho2A,35730999,141365,628,2024-10-18 16:30:00,2024-10-18 16:31:06,2024-10-18 16:31:06,,2024-10-18 16:30:01,believe,1959,female,white,,degree_bs,,employed_over40,democratic,detached,,own,1,75_to_100,2024-10-18 16:31:06
r_V0WgJ77-X-7GpAWo13_OdIuLkxtMHFUDRVevvsNDuMyt3CNiVK1un8-eCDMxVi,35731004,141365,629,2024-10-18 16:30:03,2024-10-18 16:30:57,2024-10-18 16:30:58,,2024-10-18 16:30:03,very,1986,male,white,,hs,,employed_under40,democratic,detached,,own,3,75_to_100,2024-10-18 16:30:57
Ax0jPMfvIz93Ab_P9f6yGEiLsS5UDnzbWkAee1Caznzfj1db8hTNSChivBTtFBvA,35731018,141365,630,2024-10-18 16:30:27,2024-10-18 16:31:17,2024-10-18 16:31:17,,2024-10-18 16:30:27,somewhat,1999,male,black,,hs,,employed_under40,independent,detached,,rent,1,50_to_75,2024-10-18 16:31:17
6Fl7PehVOdCp6ht81q1Z7KrZ6wb6wbLeZZcctVK6a1ojS7uZ8zfGP5FcNq3uyGlW,35731019,141365,631,2024-10-18 16:30:33,2024-10-18 16:31:51,2024-10-18 16:31:51,,2024-10-18 16:30:33,very,1976,male,hispanic,,hs,,employed_under40,independent,townhome,,rent,2,50_to_75,2024-10-18 16:31:51
hqDMCz929kADYadlEi0dn4DrzP1UceU3997m6eRRoKfkZJFpUfw8pO0AYgWDBC8X,35731021,141365,632,2024-10-18 16:30:38,2024-10-18 16:31:49,2024-10-18 16:31:49,,2024-10-18 16:30:38,very,1983,male,white,,degree_grad,,employed_over40,democratic,detached,,own,3,100_to_150,2024-10-18 16:31:49
PKpngUENooDnBPH_Y0AhEQCP6pnyKK0Qzb9otDlrllKLOUtKQ5U30Wan8jGh0FWw,35731042,141365,633,2024-10-18 16:31:18,2024-10-18 16:33:38,2024-10-18 16:33:38,,2024-10-18 16:31:18,neutral,1988,female,white,,hs,,employed_under40,republican,detached,,rent,5_or_more,35_to_50,2024-10-18 16:33:38
twCd5s34oCJPr6IN7AOsHbrVSZm7rmbtZkhgsXE33Y0ea9z6JRYXuKbV8-w2Wi1Y,35731051,141365,634,2024-10-18 16:31:27,2024-10-18 16:34:15,2024-10-18 16:34:15,,2024-10-18 16:31:27,believe,1998,male,black,,hs,,employed_over40,republican,detached,,own,2,75_to_100,2024-10-18 16:34:15
7_LQWVgsiBn18D3Y9weZXpCC1d9sfQsMV0yWOtLgxna9Ucaj4pHyLcDl7Sqwv2Fa,35731131,141365,635,2024-10-18 16:33:04,2024-10-18 16:34:01,2024-10-18 16:34:02,,2024-10-18 16:33:04,believe,1981,male,black,,degree_bs,,employed_over40,independent,detached,,own,3,50_to_75,2024-10-18 16:34:02
6gvyOo-NHVDj3jcLlkkE9isaCghvipKjtQaNp_cX8-XNjqha63R9aHUfnfAU9yzp,35731140,141365,636,2024-10-18 16:33:16,2024-10-18 16:34:24,2024-10-18 16:34:24,,2024-10-18 16:33:16,neutral,1987,male,black,,hs,,employed_under40,republican,apartment,,rent,1,below_25,2024-10-18 16:34:24
-kToeqBXOVsj2LvxoDiydzeKXs4__rXl1-2EpsBjC5uedE3XYZbaZ4SIMEPyU5_a,35731148,141365,637,2024-10-18 16:33:31,2024-10-18 16:34:36,2024-10-18 16:34:36,,2024-10-18 16:33:31,neutral,1986,prefer_not_say,prefer_not_say,,degree_bs,,employed_over40,prefer_not_say,prefer_not_say,,prefer_not_say,prefer_not_say,50_to_75,2024-10-18 16:34:36
cYOUboFdFkKl63XhfejG832e78oQTked8drvBXELAxoI6N_cliKHA99lZfnSNrB5,35731155,141365,638,2024-10-18 16:33:54,2024-10-18 16:35:41,2024-10-18 16:35:41,,2024-10-18 16:33:54,neutral,1993,male,white,,hs,,employed_over40,republican,townhome,,rent,1,50_to_75,2024-10-18 16:35:41
SxxfGNrGqu3wzoClMtFnwKIUSU43ugpUWq2T8Vj-8sN4tYOxZzMV38qjhpT-TUDs,35731203,141365,639,2024-10-18 16:35:07,2024-10-18 16:36:23,2024-10-18 16:36:23,,2024-10-18 16:35:07,very,1992,female,black,,college_some,,employed_under40,democratic,detached,,own,5_or_more,75_to_100,2024-10-18 16:36:23
lnbWUzVTEO49Gngd5h968JM2CUhBZn2TuaY_1luq0mMsDJmTrUAyjrxCOFZmS6VK,35731204,141365,640,2024-10-18 16:35:11,2024-10-18 16:36:47,2024-10-18 16:36:47,,2024-10-18 16:35:11,very,1966,male,white,,degree_grad,,employed_under40,democratic,apartment,,own,4,100_to_150,2024-10-18 16:36:47
cF_kMirKCemFtcrJ9O2Uir-GIAQgT-zoPDih1JEqDBTgXPym2dbLUgXY3B8zD4-S,35731216,141365,641,2024-10-18 16:35:40,2024-10-18 16:55:23,2024-10-18 16:55:23,,2024-10-18 16:35:40,very,1971,male,white,,degree_bs,,employed_under40,republican,detached,,own,3,25_to_35,2024-10-18 16:55:23
8smaXq584k8huzweVpuB1qJ_lkFMASpgsQ9r7SMpjsjAzSn2Ltaqr2tAGRSTdGwm,35731230,141365,642,2024-10-18 16:36:05,2024-10-18 16:36:49,2024-10-18 16:36:49,,2024-10-18 16:36:05,believe,1985,female,white,,degree_associate,,employed_under40,republican,detached,,own,5_or_more,50_to_75,2024-10-18 16:36:49
HXzaK3K3UVIxgBRcRum21LLyGEFSkXEmI2NJvE27AWgdhdpfpHMOI7Rqj49fYtkI,35731238,141365,643,2024-10-18 16:36:13,2024-10-18 16:37:09,2024-10-18 16:37:09,,2024-10-18 16:36:13,neutral,1970,male,white,,hs,,employed_over40,republican,detached,,own,3,50_to_75,2024-10-18 16:37:09
aBr-ElCH8YqXNwGr5qJ7RnwdxcTXHV-AZ8iHEaHkEl53-yRBmXZWNzh-oDMxbmML,35731239,141365,644,2024-10-18 16:36:16,2024-10-18 16:37:09,2024-10-18 16:37:09,,2024-10-18 16:36:16,somewhat,1997,female,black,,college_some,,employed_over40,democratic,detached,,own,2,25_to_35,2024-10-18 16:37:09
LsjcHuUGfhpOgm8S_dIiMWOnIkpHWfmXIw14RILlozqu1jkWA3gDC4GoaT_BsQtc,35731240,141365,645,2024-10-18 16:36:21,2024-10-18 16:37:26,2024-10-18 16:37:26,,2024-10-18 16:36:21,very,2003,male,black,,hs,,employed_over40,democratic,apartment,,rent,1,25_to_35,2024-10-18 16:37:26
