session,session_id,study_id,iteration,created,modified,ended,expired,time_0b_start,plan_bev,mc_bev_make,mc_bev_audi,mc_bev_bmw,mc_bev_cadillac,mc_bev_chevrolet,mc_bev_fiat,mc_bev_ford,mc_bev_genesis,mc_bev_gmc,mc_bev_honda,mc_bev_hyundai,mc_bev_jaguar,mc_bev_kia,mc_bev_lexus,mc_bev_lucid,mc_bev_mazda,mc_bev_mercedes_benz,mc_bev_mini,mc_bev_mitsubishi,mc_bev_nissan,mc_bev_polestar,mc_bev_porsche,mc_bev_rivian,mc_bev_subaru,mc_bev_tesla,mc_bev_toyota,mc_bev_vin_fast,mc_bev_volkswagen,mc_bev_volvo,mc_bev_year,user_model,user_bev,time_0b_end
bVLk1OS3B4CPISXFQ1lhV7IIvoX9wYMX2KETF1jrOZmsFS2ZbPcSQLaggY75Rgz0,35866343,148526,479,2024-10-29 22:01:03,2024-10-29 22:01:13,2024-10-29 22:01:14,,2024-10-29 22:01:04,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:14
Qj_axJ0hPE9D4KDdZGQsROEEJR2Pi4sdl0_LZiuOZx5ewmlO_iSYUIxEYCmWszbr,35866344,148526,480,2024-10-29 22:01:03,2024-10-29 22:01:11,2024-10-29 22:01:12,,2024-10-29 22:01:04,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:11
FANaK2nBD4u0esBUvQyosW98c571U4c_HNG96JPBloKMM3DfaxDOCdhpXK38M1qs,35866352,148526,481,2024-10-29 22:01:08,2024-10-29 22:01:14,2024-10-29 22:01:15,,2024-10-29 22:01:08,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:15
Zzq77KSyO0ypULOSzSUmUP74sB9crfZCXtyZQgwwoyxxSHGliljZN5LM45Nw96pf,35866383,148526,482,2024-10-29 22:01:15,2024-10-29 22:01:30,2024-10-29 22:01:31,,2024-10-29 22:01:16,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:31
31SwriswyeNj7lTh_Vba1FQ-5KdmNEMBo-ontIZA2njRkWtm8j2E8xgIPNSNm5Gg,35866388,148526,483,2024-10-29 22:01:16,2024-10-29 22:01:37,2024-10-29 22:01:37,,2024-10-29 22:01:16,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2024,model_3,tesla_model_3,2024-10-29 22:01:37
P4uIWBq5x1OR6Itv-BnRkp8RIppsiuqHPPm61Ih2WYICklMajm3-v0y5gpuNi5Vo,35866392,148526,484,2024-10-29 22:01:19,2024-10-29 22:01:33,2024-10-29 22:01:34,,2024-10-29 22:01:20,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:34
Ij6VfFMq7sc9mwh4iI--vDN6G0Y5g64N3VHunElFOJ6EjDdcBCDbdir3QE0NKcQe,35866397,148526,485,2024-10-29 22:01:20,2024-10-29 22:01:26,2024-10-29 22:01:27,,2024-10-29 22:01:20,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:27
4UYueZVF4skxwA_VQqp0DakzCZHXT2oMU4G8gM3cldUDznje_CxxBkmRhs1VyRxp,35866400,148526,486,2024-10-29 22:01:20,2024-10-29 22:01:28,2024-10-29 22:01:29,,2024-10-29 22:01:21,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:29
Nbz_-t9qyX6RCahwDrCP-mUE3aQrznsOdZxiZMesyOhP7DdNMMSiThCu5PqosjoP,35866401,148526,487,2024-10-29 22:01:20,2024-10-29 22:01:39,2024-10-29 22:01:40,,2024-10-29 22:01:21,yes,chevrolet,,,,spark_ev,,,,,,,,,,,,,,,,,,,,,,,,,2022,spark_ev,chevrolet_spark_ev,2024-10-29 22:01:40
UC6LUnnOJItQE6qHb5WN9qdrDVZ14zwAgvKpyQpQe7l-HXZG6ASJB_QAay787ADU,35866406,148526,488,2024-10-29 22:01:22,2024-10-29 22:01:31,2024-10-29 22:01:32,,2024-10-29 22:01:22,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:32
RQ8DD62noJoX2v3pC9-su9SBeNGUudH5DPyh8cyQlw9uE6VIaj5NHtCTrnujKUA0,35866409,148526,489,2024-10-29 22:01:23,2024-10-29 22:01:31,2024-10-29 22:01:32,,2024-10-29 22:01:23,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:32
5RZCseEalq7rYoUqKwP9_nCQTKVCdhSq9cuZrUAS94LG1SdPg8Ym0RB0Ptswm1Ae,35866425,148526,490,2024-10-29 22:01:30,2024-10-29 22:01:41,2024-10-29 22:01:42,,2024-10-29 22:01:30,yes,hyundai,,,,,,,,,,ioniq_6,,,,,,,,,,,,,,,,,,,2017,ioniq_6,hyundai_ioniq_6,2024-10-29 22:01:42
TvBeb_TPKtk5v1sOYkVS8p3JjIfkNviwYNb7FaBimMIMYFCfAzfz1I7MYN6SXbth,35866436,148526,491,2024-10-29 22:01:33,2024-10-29 22:02:03,2024-10-29 22:02:04,,2024-10-29 22:01:33,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,roadster,,,,,idk,roadster,tesla_roadster,2024-10-29 22:02:03
DOyUUNLC0NmBMt8lzjFcKdAuG2M7rEiaXj3IM0hhSFVGwoCZDhedAOtUYU0CgeEq,35866441,148526,492,2024-10-29 22:01:34,2024-10-29 22:01:40,2024-10-29 22:01:41,,2024-10-29 22:01:34,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:01:40
4KEblbX0nK3JGXtfD0XScT0OpqYCJSNJwRyo66F6UI3Sx5vyPdpQraPieJ__kJxs,35866447,148526,493,2024-10-29 22:01:35,2024-10-29 22:02:01,2024-10-29 22:02:02,,2024-10-29 22:01:35,yes,nissan,,,,,,,,,,,,,,,,,,,leaf,,,,,,,,,,2024,leaf,nissan_leaf,2024-10-29 22:02:01
oup62DYHedA6fw_wQVs0JLYqC8ZfWsnRmK2_RqfH1SK5AusRGCHDMvWct2oFcDW0,35866450,148526,494,2024-10-29 22:01:36,2024-10-29 22:02:30,2024-10-29 22:02:30,,2024-10-29 22:01:36,yes,honda,,,,,,,,,clarity,,,,,,,,,,,,,,,,,,,,idk,clarity,honda_clarity,2024-10-29 22:02:30
Yj7MxXz5wYHiaOtHGdAcbwvzvn5t72eXD4CyA-vLm3cay8fBREm7dWUXZTm6cYjU,35866468,148526,495,2024-10-29 22:01:46,2024-10-29 22:02:15,2024-10-29 22:02:16,,2024-10-29 22:01:46,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:02:16
w59_VnhUhyAqCaD2L4zuubz9RVsgRC2wb7cdueW2kLwIJwsSHlUBjUgzFamcEv4F,35866471,148526,496,2024-10-29 22:01:48,2024-10-29 22:03:08,2024-10-29 22:03:09,,2024-10-29 22:01:48,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:03:09
Dp1yp9-zkfZI_zjhBrkMI2bbZf6Jt07m9zj6UVEa18BdvrP1dI4rCv6JloFPTf5n,35866474,148526,497,2024-10-29 22:01:50,2024-10-29 22:02:44,2024-10-29 22:02:45,,2024-10-29 22:01:50,yes,volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,id_4,,2022,id_4,volkswagen_id_4,2024-10-29 22:02:45
q0AFlrqZdQWHRgU6aUS670uDmAWMagFD8Cz0t8lvRoCgt8BJvc-6NqKpMccUgIhu,35866484,148526,498,2024-10-29 22:01:57,2024-10-29 22:02:30,2024-10-29 22:02:30,,2024-10-29 22:01:57,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2022,model_3,tesla_model_3,2024-10-29 22:02:30
oJep4QqbfZEziTCBEdZSfAviu8Zpv1fEOSP08YJiDgCrz4x0r-jd8B2gVeqx1nx7,35866488,148526,499,2024-10-29 22:02:00,2024-10-29 22:02:10,2024-10-29 22:02:11,,2024-10-29 22:02:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:02:11
rrmc5h_t2mdLh4ucOWIjimrj4aSKlX9E_rbYXbo8GneGRtczxbsegomxFPLNehHH,35866495,148526,500,2024-10-29 22:02:02,2024-10-29 22:02:37,2024-10-29 22:02:37,,2024-10-29 22:02:02,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2021,model_3,tesla_model_3,2024-10-29 22:02:37
9ioEIyXsBDk7qSTgLKg9Xx8kFnwaENaRFK54YLuojRm-iFTa6xVtSFpnP5eQmDPS,35866520,148526,501,2024-10-29 22:02:15,2024-10-29 22:02:32,2024-10-29 22:02:33,,2024-10-29 22:02:16,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:02:33
Sj7Np2LK0VGv_YYeDpkoWEGqP7wiwSz2uZFQkakW5cz-3H0_g0BndKxPrQgSpqT6,35866531,148526,502,2024-10-29 22:02:23,2024-10-29 22:02:55,2024-10-29 22:02:56,,2024-10-29 22:02:23,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:02:55
NuLOCztAcbgIF9q4JJyNZ01LfTXxIVOnaLMPbzDLT2JxdWwTQsvqTj3puNDdSrA4,35866533,148526,503,2024-10-29 22:02:23,2024-10-29 22:02:50,2024-10-29 22:02:51,,2024-10-29 22:02:23,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_x,,,,,idk,model_x,tesla_model_x,2024-10-29 22:02:51
e5I4cu-NhZGFBiFPjI6JwevUcxnGuHjOY-ODrVlqyWdv4l0VWig7r6sbjcn_swwj,35866536,148526,504,2024-10-29 22:02:24,2024-10-29 22:02:51,2024-10-29 22:02:52,,2024-10-29 22:02:24,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_y,,,,,2023,model_y,tesla_model_y,2024-10-29 22:02:52
0zRQqNn1P4_7EFtVBJXUaQE6nNWk36QGYs8Axwlsz5CVuBWoi2BQD1U_p8FTGljf,35866540,148526,505,2024-10-29 22:02:25,2024-10-29 22:02:58,2024-10-29 22:02:59,,2024-10-29 22:02:25,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:02:59
rGZsZZ2hOk1dSw2oj0gN3gyLkUrSl7U6nbR9egYqJ2Vgpm4SlRNvGLEETWsLT62c,35866550,148526,506,2024-10-29 22:02:31,2024-10-29 22:02:46,2024-10-29 22:02:47,,2024-10-29 22:02:31,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,2024,b_z_4_x,toyota_b_z_4_x,2024-10-29 22:02:47
klYoM0V8gLUtQe0AkwEwMGNdWLa2yIXs1dKCQzcrIwqCMHkMnpiv-wCZ-pLMUbBE,35866564,148526,507,2024-10-29 22:02:36,2024-10-29 22:04:03,2024-10-29 22:04:04,,2024-10-29 22:02:36,yes,honda,,,,,,,,,fit_ev,,,,,,,,,,,,,,,,,,,,2024,fit_ev,honda_fit_ev,2024-10-29 22:04:04
RscBEzylDF1hS4_IY5XfYyxj9OAoyLNQNR7WQhJMQE59x_0MyG8Yq-xcxXEVjdm2,35866572,148526,508,2024-10-29 22:02:39,2024-10-29 22:03:08,2024-10-29 22:03:09,,2024-10-29 22:02:39,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,idk,focus_ev,ford_focus_ev,2024-10-29 22:03:09
Y-PXKofwWma_kM_ZpkgUCLCXkUUQnLz0eYqecJDaeNbNnLK9B07eL8KkHZTKiMNE,35866592,148526,509,2024-10-29 22:02:54,2024-10-29 22:03:04,2024-10-29 22:03:05,,2024-10-29 22:02:54,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:03:05
njxsTPAz63aLB5i28AQdcJILLc2548No26neKXjDja14Z8-VfZSoEZeuNPj7P8kq,35866595,148526,510,2024-10-29 22:02:55,2024-10-29 22:03:11,2024-10-29 22:03:11,,2024-10-29 22:02:55,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:03:11
WJRsV9IG1RP-j2vtwbo9Hu6i2-8S5RmBUkiTt_HiYggJ_RgS17p-CUrfK_nH2nhw,35866627,148526,511,2024-10-29 22:03:11,2024-10-29 22:03:53,2024-10-29 22:03:53,,2024-10-29 22:03:11,yes,mercedes_benz,,,,,,,,,,,,,,,,b_class_electric_drive,,,,,,,,,,,,,2024,b_class_electric_drive,mercedes_benz_b_class_electric_drive,2024-10-29 22:03:53
D9hGCKe06xchEW6miOkbQ3rnfywYt8I-TmFAirMDRhu5bEcB5f8aa0YhEi3nqYX2,35866635,148526,512,2024-10-29 22:03:13,2024-10-29 22:03:31,2024-10-29 22:03:32,,2024-10-29 22:03:13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:03:32
aMDGPEDi-8JeGZ3th5FYojCAQlGD0BxJ_zEDpDnXSXKx7fCka1DSVAH98eXttZyR,35866639,148526,513,2024-10-29 22:03:17,,,,2024-10-29 22:03:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBaeFbKP4k4FKQNsVn14gViTzyl7QfWt22eK1VQRDTc5oUW8MgRyp4qrYhFqMAQy,35866650,148526,514,2024-10-29 22:03:24,2024-10-29 22:05:56,2024-10-29 22:05:57,,2024-10-29 22:03:24,yes,fiat,,,,,500_e,,,,,,,,,,,,,,,,,,,,,,,,2024,500_e,fiat_500_e,2024-10-29 22:05:56
lzXUGNO61dU1VR0AM4MiNTtEYgipPTUqsOm5Yq2ctBVyiCmu9RApztdRLWqMzNZy,35866657,148526,515,2024-10-29 22:03:28,2024-10-29 22:03:38,2024-10-29 22:03:39,,2024-10-29 22:03:29,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:03:39
zje-PWbOuiMWjBHmLUgBp95FSzV08bEscFU1infrPpyTN4N_EZTYjhFNZOlxw-Y-,35866676,148526,516,2024-10-29 22:03:41,2024-10-29 22:03:46,2024-10-29 22:03:47,,2024-10-29 22:03:41,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:03:47
1_hjtx5QOLWNmDQNhpe3l2uBIBnEi7tuXZs9aa3uy5mIqTczTD36_DVhok1gOWp9,35866695,148526,517,2024-10-29 22:03:50,2024-10-29 22:04:03,2024-10-29 22:04:04,,2024-10-29 22:03:50,yes,gmc,,,,,,,,hummer_ev,,,,,,,,,,,,,,,,,,,,,2017,hummer_ev,gmc_hummer_ev,2024-10-29 22:04:03
6l5dBNKedJK4fchI0AZNO8oG4-ioKi9qiDlRO3vN4hSssAahc2zb1ble91vIfm3E,35866736,148526,518,2024-10-29 22:04:24,2024-10-29 22:04:37,2024-10-29 22:04:37,,2024-10-29 22:04:24,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:04:37
LnF_i-CmqGZweq-H2MRN-uJnvT7mlUGp_OPCkAFQ4ruvsh2hV4ZtRCD_JGDE6Ly3,35866744,148526,519,2024-10-29 22:04:28,2024-10-29 22:04:48,2024-10-29 22:04:48,,2024-10-29 22:04:29,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_y,,,,,2023,model_y,tesla_model_y,2024-10-29 22:04:48
hJA9YvoW3UJr95ypiV5QnzKfgySabxwMVhfVDD85aS60ZlDxHkIwgYsRoe-8M064,35866753,148526,520,2024-10-29 22:04:34,2024-10-29 22:04:45,2024-10-29 22:04:46,,2024-10-29 22:04:35,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:04:45
UPAYMnYtO8FAcoqsZHWPKa3BAMEiXOucJEvx4fWrtO1DgcvQ0DWEu571SSZ5b0C_,35866761,148526,521,2024-10-29 22:04:42,2024-10-29 22:05:01,2024-10-29 22:05:02,,2024-10-29 22:04:42,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,idk,b_z_4_x,toyota_b_z_4_x,2024-10-29 22:05:02
nV3SuU43OeRdBmIq3xT1Uaj6-yJyhypxRn07igUFt2Nf-j95Qqj5z9t8OL3cotvJ,35866778,148526,522,2024-10-29 22:04:53,2024-10-29 22:05:06,2024-10-29 22:05:07,,2024-10-29 22:04:53,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:05:07
aavuRtGKW0xYC4H5dMTRNhyeALCZuhBMWEuD1u7Um8qGk7KHgVam0yfRtPKorCD5,35866798,148526,523,2024-10-29 22:05:16,2024-10-29 22:05:39,2024-10-29 22:05:39,,2024-10-29 22:05:16,yes,chevrolet,,,,blazer_ev,,,,,,,,,,,,,,,,,,,,,,,,,2024,blazer_ev,chevrolet_blazer_ev,2024-10-29 22:05:39
02YloHz0oD5XLIf6MoG7nRpCmpDnllGRYtSj2I_0gHLTNZkWJyrUklBNaJzJTAaY,35866810,148526,524,2024-10-29 22:05:27,2024-10-29 22:05:34,2024-10-29 22:05:35,,2024-10-29 22:05:27,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:05:35
ty0R4kgGz_q6rvtdIjeOUwb-PI4X4H9mu70Y2UhA-JTcZtLajrABfMUJBJp27NbU,35866876,148526,525,2024-10-29 22:06:18,2024-10-29 22:06:33,2024-10-29 22:06:34,,2024-10-29 22:06:18,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:06:34
nLhixcOOL6JV2B23fr8Fb21yf07HuOXu8nM4cei76gNOpgR0KfliQVc8fbxYMnTb,35866877,148526,526,2024-10-29 22:06:18,2024-10-29 22:06:24,2024-10-29 22:06:25,,2024-10-29 22:06:18,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:06:25
a3AVS5gSgd6rvDL9pHpv3yvMfi-JttLeOyIoYAhHu2TEa4oDLPTITmfim5UPB8cG,35866893,148526,527,2024-10-29 22:06:32,2024-10-29 22:06:45,2024-10-29 22:06:46,,2024-10-29 22:06:32,yes,ford,,,,,,mustang_mach_e,,,,,,,,,,,,,,,,,,,,,,,2019,mustang_mach_e,ford_mustang_mach_e,2024-10-29 22:06:46
NZbJ1QATaQ7xIR9VeHWge4nmKKi_4fSiDhoryzi7E3pKFJITmrUhs79uqgtlwqG7,35866911,148526,528,2024-10-29 22:06:38,2024-10-29 22:06:42,2024-10-29 22:06:43,,2024-10-29 22:06:38,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:06:43
IMVwp_Q0bCng2pvhEnA1ogbTZawGjTjHBcSJVrSKmhpn5NkT3IwV_pMytsn8m0Wb,35866915,148526,529,2024-10-29 22:06:41,2024-10-29 22:06:57,2024-10-29 22:06:58,,2024-10-29 22:06:41,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:06:58
yJHcoB4deui7u2qDRh_1eHemGlIB_SYi06pZkCvjQCKhwadWrSG_rknjOBPz-Pz5,35866944,148526,530,2024-10-29 22:06:51,2024-10-29 22:07:01,2024-10-29 22:07:01,,2024-10-29 22:06:51,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:01
MhwrW0ADN_oKMjBFFgmnYWcrV2VeGGEsdicQ4wiJutPMxfvuulPhT7sBzn-liLGi,35866950,148526,531,2024-10-29 22:06:54,2024-10-29 22:07:02,2024-10-29 22:07:03,,2024-10-29 22:06:54,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:02
i5P6ahPHGuni0DAC5KKIa08bg3CLavlHpPqVcTk8rZmO9xNF6OtqWoojJs7zJXdF,35866959,148526,532,2024-10-29 22:06:56,2024-10-29 22:07:18,2024-10-29 22:07:19,,2024-10-29 22:06:57,yes,kia,,,,,,,,,,,,soul_ev,,,,,,,,,,,,,,,,,2015,soul_ev,kia_soul_ev,2024-10-29 22:07:19
5z1YAyDW2OSl-U_c6mqN-q-Y7DfukmUEZWryxactMwqh6z0TMxAlOyBrV7yf6BWQ,35866962,148526,533,2024-10-29 22:06:58,2024-10-29 22:07:12,2024-10-29 22:07:13,,2024-10-29 22:06:58,yes,kia,,,,,,,,,,,,niro_ev,,,,,,,,,,,,,,,,,2021,niro_ev,kia_niro_ev,2024-10-29 22:07:13
YCfxYJ_EaF2y5g3OHTvxVk1ixkly3n5OYhBycM3J6-RVGTZoejvMCEwdr1y42o0O,35866970,148526,534,2024-10-29 22:07:00,2024-10-29 22:07:32,2024-10-29 22:07:32,,2024-10-29 22:07:00,yes,chevrolet,,,,bolt_euv,,,,,,,,,,,,,,,,,,,,,,,,,2020,bolt_euv,chevrolet_bolt_euv,2024-10-29 22:07:32
dv2uodPRdHFqACPVz2xYb-TjnHhAhKWq1q4ETV6JjITLZ99qzd06DIx2IvwfIbO_,35866973,148526,535,2024-10-29 22:07:00,2024-10-29 22:07:19,2024-10-29 22:07:20,,2024-10-29 22:07:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:20
UU56yfk4BOYtajdSSIaPL23LdAcvPfQPgg9QZBkAqvag16DP50unkaGYDuKSLOKo,35866977,148526,536,2024-10-29 22:07:01,2024-10-29 22:07:12,2024-10-29 22:07:13,,2024-10-29 22:07:01,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:12
ATNrmzSgP6uAxuosFcavjUT2W99cCZxR6LgErZnK2Iq4YXRXhqTCFqHMGG4aO94L,35866991,148526,537,2024-10-29 22:07:03,2024-10-29 22:07:13,2024-10-29 22:07:14,,2024-10-29 22:07:04,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:14
roq1FOuK_xnikiatNO63-Tbynz5UoP-cMmGgPn5Z8KvRrjHG732PY7ISGuz2bHe-,35866999,148526,538,2024-10-29 22:07:06,2024-10-29 22:07:10,2024-10-29 22:07:11,,2024-10-29 22:07:06,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:11
5YeOG9OwZ_Scc8LhHd0XXA40PJcWwlYzIMdB5-2k4xwsEKVfEWNNGjWAbn2iDXO-,35867008,148526,539,2024-10-29 22:07:09,2024-10-29 22:07:27,2024-10-29 22:07:28,,2024-10-29 22:07:09,yes,genesis,,,,,,,gv_60,,,,,,,,,,,,,,,,,,,,,,2024,gv_60,genesis_gv_60,2024-10-29 22:07:28
HDPzksSOnHo4WFeq0bCWD98ByERZhbc6wSKis31j81yG5HbGbJzJ8L095cHaMD0x,35867009,148526,540,2024-10-29 22:07:09,2024-10-29 22:07:17,2024-10-29 22:07:17,,2024-10-29 22:07:09,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:17
kuI6HMvRBiNdWOCDMwOUe_loEv4klGWc8dKyXTXoYjpUOe0MPDeZ91EAHGK0N98H,35867018,148526,541,2024-10-29 22:07:11,2024-10-29 22:07:16,2024-10-29 22:07:17,,2024-10-29 22:07:12,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:17
Zg5ULdPSy37p925OuQKabS4q1sChjUILOF1Vn0HCHy97EBMYb6BehWYC4ZnRIBaG,35867019,148526,543,2024-10-29 22:07:11,2024-10-29 22:07:20,2024-10-29 22:07:21,,2024-10-29 22:07:12,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:20
CykQuyhFtGcwxQyBKt1-w8KI-A2gq57WXtGa5NHHwmF36IAs_B8MxD-1DlEIzSDD,35867020,148526,542,2024-10-29 22:07:11,2024-10-29 22:07:43,2024-10-29 22:07:45,,2024-10-29 22:07:12,yes,lexus,,,,,,,,,,,,,rz_450_e,,,,,,,,,,,,,,,,2024,rz_450_e,lexus_rz_450_e,2024-10-29 22:07:44
6AOmSIwVRoKetohWKzRmadiVEyCLrMB41NZzigzCyZwUuruiVOGH82A3Q_JbeaIc,35867042,148526,544,2024-10-29 22:07:16,2024-10-29 22:07:43,2024-10-29 22:07:45,,2024-10-29 22:07:16,yes,bmw,,i_x,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,i_x,bmw_i_x,2024-10-29 22:07:44
Nhh42nZ24AYUh9NX6TKbywRq9SqXznWcBZ5Bz3CDHqhGExYjHr5YKJu9qGUXmgpx,35867058,148526,545,2024-10-29 22:07:21,2024-10-29 22:07:27,2024-10-29 22:07:28,,2024-10-29 22:07:21,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:27
k3tPsxeB-HlEcMjcEJWqqJp_3Mibd8HSmJDVQc1aY9xWD7JuHSi-OZ_535s2GqJB,35867068,148526,546,2024-10-29 22:07:22,2024-10-29 22:07:32,2024-10-29 22:07:32,,2024-10-29 22:07:22,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:32
HJ8zU1RYHAf2i8M9bODOSDsrahP9tG_eTy6NpfXFBXjvgzHo7hA-c1XmaI7lP5sw,35867069,148526,547,2024-10-29 22:07:22,2024-10-29 22:07:39,2024-10-29 22:07:42,,2024-10-29 22:07:22,yes,honda,,,,,,,,,clarity,,,,,,,,,,,,,,,,,,,,2023,clarity,honda_clarity,2024-10-29 22:07:42
5HXCx37xQrvtEfkcZQL3a06rUYB00905Mx7ZH20yG18WnlQIJCllMGhio4Pv52Jk,35867088,148526,548,2024-10-29 22:07:30,2024-10-29 22:08:04,2024-10-29 22:08:04,,2024-10-29 22:07:30,yes,chevrolet,,,,bolt_euv,,,,,,,,,,,,,,,,,,,,,,,,,2024,bolt_euv,chevrolet_bolt_euv,2024-10-29 22:08:04
B7POIaa-WMCGnIvdGesgmnLzcsL135W9WHvDGMhT7m8rXRAghLsdksBzdexFTW3U,35867095,148526,549,2024-10-29 22:07:32,2024-10-29 22:07:58,2024-10-29 22:07:58,,2024-10-29 22:07:33,yes,genesis,,,,,,,electrified_gv_70,,,,,,,,,,,,,,,,,,,,,,2024,electrified_gv_70,genesis_electrified_gv_70,2024-10-29 22:07:58
n4kd7P6G64bA2pHriEiNWvf7av8ebpghRHpXUJ5iAfw0Y6TZTa6tpMPQAzRcZhMU,35867113,148526,550,2024-10-29 22:07:40,2024-10-29 22:07:49,2024-10-29 22:07:50,,2024-10-29 22:07:41,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:50
URMV_foenKoSqfzrqWKDc_ogO_YPcrBoc8ZBh_urzmhJ8PyIjtekV8RuVjOcm6fM,35867120,148526,551,2024-10-29 22:07:42,2024-10-29 22:07:53,2024-10-29 22:07:53,,2024-10-29 22:07:43,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:53
8paGBtRpGH_iaFLSvrU-sFNMWoWcXME7EKcT5JoqXALztbY0atJxXEYZq5sXMsOP,35867130,148526,552,2024-10-29 22:07:43,2024-10-29 22:07:58,2024-10-29 22:07:59,,2024-10-29 22:07:44,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:07:59
