session,session_id,study_id,created,modified,ended,expired,time_1_start,user_car_1,user_car_2,user_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_1_end,mc_car_number,has_bev,plan_bev
ViBnLFaIj1jHi02i1mmH90NFiRMVWkm8Cq76glhDo5JBu5TBc5INcdWevXgXl6PO,35729273,141363,2024-10-18 15:37:42,2024-10-18 15:42:07,2024-10-18 15:42:08,,2024-10-18 15:37:42,tesla_model_3,NA_NA,tesla_model_3,300,yes,by_car,6,below_10,private_garage,,yes,400,smc,Tesla,yes,400,yes,5,3_to_5,yes,3,3_to_5,2024-10-18 15:42:07,1,yes,
bxlijXvWpjehBR8oAy-oTzYPHgrPLydiAb8YP1Z_Bm56E4QGHHzukMgk1-Sjx8bZ,35729277,141363,2024-10-18 15:37:48,2024-10-18 15:42:02,2024-10-18 15:42:02,,2024-10-18 15:37:48,tesla_model_y,NA_NA,tesla_model_y,300,yes,by_car,5,31_to_50,driveway,,yes,350,smc,EVgo,yes,350,yes,3,3_to_5,yes,2,less_than_3,2024-10-18 15:42:02,1,yes,
w8u1mMuKl4g_yJb-R3cLu8696MVMQdf2kOHrhlTJEI8MqZfxnUOS-xqGcTxI-0W9,35729280,141363,2024-10-18 15:37:50,2024-10-18 15:40:33,2024-10-18 15:40:33,,2024-10-18 15:37:50,bmw_x_6,audi_a_7,tesla_model_x,300,yes,"by_car, by_bus",6,10_to_30,private_garage,,yes,350,app,,yes,350,no,,,yes,6,less_than_3,2024-10-18 15:40:33,2,no,yes
dzPzdx4ithB9qlhiqpeGYGjpELfrpk4VkiJaBGH9JiexYKrqx2cydW6iHjwr8nnN,35729284,141363,2024-10-18 15:37:53,2024-10-18 15:41:36,2024-10-18 15:41:36,,2024-10-18 15:37:53,bmw_4_series,tesla_model_x,tesla_model_x,300,yes,by_car,6,31_to_50,street,,yes,500,smc,BMW,yes,500,yes,7,5_to_8,no,,,2024-10-18 15:41:36,2,yes,
80CBqYuDucLTF2fSudc_S_lbq8beaIBzJrbSv7bAs6Gs5SEG0cLMpOgT4dESGmSU,35729286,141363,2024-10-18 15:37:55,2024-10-18 15:42:01,2024-10-18 15:42:02,,2024-10-18 15:37:55,dodge_durango,bmw_8_series,audi_q_8_e_tron,300,yes,by_car,6,10_to_30,private_garage,,yes,200,app,,yes,200,yes,5,5_to_8,yes,2,less_than_3,2024-10-18 15:42:01,2,no,yes
1q6b-Wlks9NUejsUIRwRfv7XqoXjDDsYrf2lukCSkVYUW6hynJGLfburqimzQX-N,35729291,141363,2024-10-18 15:38:06,2024-10-18 15:39:56,2024-10-18 15:39:56,,2024-10-18 15:38:06,chevrolet_bolt_ev,bmw_i_3,chevrolet_bolt_ev,250,no,,,below_10,private_garage,,no,300,app,,yes,300,yes,1,3_to_5,no,,,2024-10-18 15:39:56,2,yes,
_Jrz09pYI-naGS3KHn-14txNcZozzQU-fbuPIcY9xKCLcHxCM4BznEkspKgjfXns,35729311,141363,2024-10-18 15:38:28,2024-10-18 15:40:55,2024-10-18 15:40:56,,2024-10-18 15:38:28,tesla_model_s,jeep_wrangler,tesla_model_s,300,no,,,10_to_30,private_garage,,yes,250,no,,yes,250,yes,2,5_to_8,no,,,2024-10-18 15:40:55,5,yes,
AQIaEjvty2XKqXExsKgZ6rRpRnvfOs-uQpRDaCh-jPVrS3ePm6z9KSCLZuB9L2TT,35729324,141363,2024-10-18 15:38:49,2024-10-18 15:40:58,2024-10-18 15:40:58,,2024-10-18 15:38:49,cadillac_escalade_ext,chevrolet_impala,ford_f_150_lightning,300,yes,by_car,5,10_to_30,driveway,,yes,200,app,,yes,200,yes,3,3_to_5,yes,5,3_to_5,2024-10-18 15:40:58,2,no,yes
3VD4yVDEWus8kcQX1CZh_NrVRsKVLtmmXZjmqFnofstkEG5GLzgvTUw3EVQsFnfc,35729341,141363,2024-10-18 15:39:06,2024-10-18 15:46:07,2024-10-18 15:46:07,,2024-10-18 15:39:06,bmw_active_hybrid_x_6,audi_a_3_sportback_e_tron,tesla_model_x,300,yes,by_car,6,10_to_30,private_garage,,yes,150,smc,charge point,yes,150,yes,3,5_to_8,yes,3,3_to_5,2024-10-18 15:46:07,4,no,yes
kYRiUy18dDlAVjwkxT0jhHq_vnQSpHRbmWojR2Yxcoow5oINTA5vPGCbHg29grPJ,35729346,141363,2024-10-18 15:39:13,2024-10-18 15:46:24,2024-10-18 15:46:25,,2024-10-18 15:39:13,tesla_model_3,NA_NA,tesla_model_3,300,yes,by_car,6,10_to_30,private_garage,,no,100,app,,yes,100,yes,5,less_than_3,yes,5,less_than_3,2024-10-18 15:46:25,1,yes,
qJq_R2ZDH-dC_bg6DQjWA--9SRmmkQl4UQnQ3zs8VZtP4Dt7ql4PkSfiieWiaS7t,35729357,141363,2024-10-18 15:39:28,2024-10-18 15:41:57,2024-10-18 15:41:58,,2024-10-18 15:39:28,audi_a_3,chevrolet_bolt_ev,chevrolet_bolt_ev,250,yes,by_car,7,10_to_30,shared_lot,,yes,500,smc,aws,yes,500,yes,7,more_than_8,yes,7,more_than_8,2024-10-18 15:41:58,2,yes,
uC0WNkxHOvztpuLzDVQ6F_EMKXpxD-Rs6OZsWi4hHKuwh11eSzMmX7PXwyPn0NSx,35729393,141363,2024-10-18 15:40:21,2024-10-18 15:41:28,2024-10-18 15:41:29,,2024-10-18 15:40:22,chevrolet_bolt_ev,NA_NA,chevrolet_bolt_ev,250,no,,,31_to_50,private_garage,,yes,300,app,,yes,300,yes,7,less_than_3,no,,,2024-10-18 15:41:28,1,yes,
7OYbfToG77C5utZoHpUOT9rZhYOV7XK2oDfvKBJBelJ_v-5qqJ3-WAsyhkNAUYVz,35729404,141363,2024-10-18 15:40:41,2024-10-18 15:43:37,2024-10-18 15:43:37,,2024-10-18 15:40:41,bmw_1_series,gmc_acadia,bmw_i_4,250,no,,,10_to_30,private_garage,,yes,150,app,,yes,150,yes,7,3_to_5,no,,,2024-10-18 15:43:37,2,no,yes
htzCYk6d_jRU5ABCgA8kX-JypZsZVCiDGoRNxbUKFE5Z9xf-v6GlTqe8qP72zJDH,35729427,141363,2024-10-18 15:41:16,2024-10-18 16:11:35,2024-10-18 16:11:35,,2024-10-18 15:41:16,tesla_model_s,NA_NA,tesla_model_s,300,no,,,51_to_100,street,,no,200,app,,yes,200,yes,4,5_to_8,yes,3,3_to_5,2024-10-18 16:11:35,1,yes,
czedygMbNwJA4NNU65WkgYOQAV1VPKITJYQNvayPcWeNJ4wbX_oygaP6rNl0rRms,35729438,141363,2024-10-18 15:41:35,2024-10-18 15:43:21,2024-10-18 15:43:21,,2024-10-18 15:41:35,tesla_model_x,NA_NA,tesla_model_x,300,yes,by_car,5,10_to_30,driveway,,yes,550,app,,yes,550,yes,2,5_to_8,no,,,2024-10-18 15:43:21,1,yes,
n1yJga3n0d3ef8QReu14UL-Jop-65GnVLZPUTEpjklLWk1821GodmrsihCbtCQyz,35729443,141363,2024-10-18 15:41:44,2024-10-18 15:44:36,2024-10-18 15:44:36,,2024-10-18 15:41:44,tesla_model_y,NA_NA,tesla_model_y,300,yes,by_car,5,31_to_50,private_garage,,yes,350,smc,Cars.com,yes,350,yes,4,5_to_8,yes,2,5_to_8,2024-10-18 15:44:36,1,yes,
1zfqf11x62E4RpKmrPf6I3q67iK5gYzBpWRmqVspmRat9WGs9kk6pCCXQlklEC6E,35729446,141363,2024-10-18 15:41:50,2024-10-18 15:44:19,2024-10-18 15:44:19,,2024-10-18 15:41:50,audi_q_8_e_tron,kia_k_900,audi_q_8_e_tron,300,yes,by_car,6,31_to_50,private_garage,,yes,400,app,,yes,400,yes,4,5_to_8,yes,3,3_to_5,2024-10-18 15:44:19,2,yes,
T8Zl6YBYtV3KuMOl_-QcmGM1IWBz9ap3lxwBeE_gGeN0m9usijNhvTzskgv7fwgr,35729449,141363,2024-10-18 15:41:54,2024-10-18 15:43:22,2024-10-18 15:43:22,,2024-10-18 15:41:54,tesla_model_3,NA_NA,tesla_model_3,300,yes,by_car,5,10_to_30,street,,no,150,smc,Tesla,no,150,yes,3,3_to_5,no,,,2024-10-18 15:43:22,1,yes,
ZTaE-gFetSpgm_FSvWIaDUGeOeGQiHFItIAwzGybRHMDFC0_0GgZ_ucHn27Epk05,35729473,141363,2024-10-18 15:42:22,2024-10-18 15:44:18,2024-10-18 15:44:18,,2024-10-18 15:42:22,tesla_model_s,NA_NA,tesla_model_s,300,yes,by_car,7,51_to_100,private_garage,,yes,300,app,,yes,300,yes,7,3_to_5,yes,7,5_to_8,2024-10-18 15:44:18,1,yes,
0qJbVNhtFbyRRLuV5cIG0xoCdrZ91hhKGOlqFmQOoyhSVvknhaRnYw5ns-rgzY88,35729479,141363,2024-10-18 15:42:33,2024-10-18 15:43:56,2024-10-18 15:43:56,,2024-10-18 15:42:33,audi_e_tron,NA_NA,audi_e_tron,200,yes,by_car,6,31_to_50,private_garage,,yes,350,smc,PowerPluse,yes,350,yes,5,5_to_8,yes,4,3_to_5,2024-10-18 15:43:56,1,yes,
bF2pjqjopYCJ1pqWWze3qVViJMGQtuMbSBg3oa-yr4ZbVaTt9Fx4foHS4SOz5xP3,35729514,141363,2024-10-18 15:43:33,2024-10-18 15:46:33,2024-10-18 15:46:33,,2024-10-18 15:43:33,tesla_model_x,NA_NA,tesla_model_x,300,no,,,31_to_50,driveway,,yes,450,app,,yes,450,yes,5,more_than_8,no,,,2024-10-18 15:46:33,1,yes,
nJ2Py6nAnstzaquPuHW5DpFEJfIj18dPbmmpGv9I4uMAA7agPhrebY_kewLJy0Ge,35729524,141363,2024-10-18 15:43:51,2024-10-18 15:45:43,2024-10-18 15:45:44,,2024-10-18 15:43:52,chevrolet_bolt_ev,honda_accord,chevrolet_bolt_ev,250,yes,by_car,4,31_to_50,private_garage,,yes,300,app,,yes,300,yes,2,less_than_3,no,,,2024-10-18 15:45:44,2,yes,
FGmAUs1NI1QXviW7BEk3uliQ5yJHl_fG7BweXV_B5T0xz1IYj_SFXmgtvtoAbrXe,35729554,141363,2024-10-18 15:44:29,2024-10-18 15:47:33,2024-10-18 15:47:33,,2024-10-18 15:44:29,tesla_model_s,NA_NA,tesla_model_s,300,yes,by_car,5,10_to_30,private_garage,,yes,500,no,,yes,500,yes,3,5_to_8,no,,,2024-10-18 15:47:33,1,yes,
411jpyUxk9LHJ8N_ZSciWc4y553wH8SEcrAqZWwgaxPjhcPAV63eqA4fzOiuFdlq,35729613,141363,2024-10-18 15:45:42,2024-10-18 15:48:04,2024-10-18 15:48:04,,2024-10-18 15:45:42,chevrolet_equinox,NA_NA,gmc_hummer_ev,300,yes,"by_car, by_bus, by_train, by_walk",7,51_to_100,private_garage,,not_sure,600,app,,yes,600,yes,3,5_to_8,no,,,2024-10-18 15:48:04,1,no,yes
rqCmeKJVyr4fR1JAIyQns-ozdAXkZl9NbJDaYnTu0skj0HXqBuwXPbxrGO1ntp9-,35729616,141363,2024-10-18 15:45:45,2024-10-18 15:48:07,2024-10-18 15:48:07,,2024-10-18 15:45:45,rolls_royce_phantom,jeep_gladiator,mercedes_benz_eqs_suv,300,yes,by_car,7,10_to_30,shared_lot,,not_sure,idk,app,,yes,300,yes,7,3_to_5,no,,,2024-10-18 15:48:07,2,no,yes
hIL-Z_XRC08hSPfExCiuYc9IYIYVtTnAdN-GoMz4wgQvvG9KqQlNhJ6peQpYnvnp,35729618,141363,2024-10-18 15:45:47,2024-10-18 15:47:31,2024-10-18 15:47:31,,2024-10-18 15:45:48,bmw_1_series_m,cadillac_cts_v,tesla_model_y,300,yes,by_car,7,51_to_100,shared_garage,,no,400,app,,yes,400,yes,7,5_to_8,yes,7,less_than_3,2024-10-18 15:47:31,2,no,yes
TVmSgoFhiSOaMbMi-14fRbebZ9H0uc-cI1JhDs1F-4S_kWTySRJ9BrLUq3YlQqif,35729641,141363,2024-10-18 15:46:12,2024-10-18 16:03:05,2024-10-18 16:03:05,,2024-10-18 15:46:12,chevrolet_equinox,toyota_camry,genesis_electrified_g_80,300,yes,by_car,5,31_to_50,private_garage,,not_sure,350,app,,yes,350,yes,3,3_to_5,no,,,2024-10-18 16:03:05,2,no,yes
IrzSQ8vfZi0awB_SCUe8Q03vAuiF1Z2nFGcrMYSGV7sh96u90y5Kx_QFUm-K39eV,35729663,141363,2024-10-18 15:46:46,2024-10-18 15:48:59,2024-10-18 15:49:00,,2024-10-18 15:46:46,tesla_model_3,nissan_nv,tesla_model_3,300,yes,by_car,3,10_to_30,driveway,,yes,250,app,,yes,250,yes,5,5_to_8,no,,,2024-10-18 15:48:59,3,yes,
pH6AZAc-2tXg_We610iyiSKFGqj5M7ASmcszrO5WXqh2Rmo-ZNm-eG14WHyd0GmC,35729670,141363,2024-10-18 15:46:58,2024-10-18 15:48:16,2024-10-18 15:48:17,,2024-10-18 15:46:58,tesla_model_y,NA_NA,tesla_model_y,300,no,,,31_to_50,private_garage,,yes,450,app,,yes,450,yes,7,3_to_5,yes,6,5_to_8,2024-10-18 15:48:17,1,yes,
IQEEaWgiZlslFLeQ-QEZjpnYLJv56GdoWS8BAGZRuxiIPMbRIS8BtK1arDbtzAOK,35729684,141363,2024-10-18 15:47:09,2024-10-18 15:54:11,2024-10-18 15:54:11,,2024-10-18 15:47:09,bmw_i_4,toyota_camry_hybrid,bmw_i_4,250,yes,"by_car, by_bus, by_train",4,10_to_30,private_garage,,yes,300,no,,yes,300,yes,3,5_to_8,no,,,2024-10-18 15:54:11,2,yes,
ioTTlhX-AdYFYC7FvhiLAUV1UozeMxPC69hp3NHZab3MIsWgQiynypIYi8ja6RQk,35729687,141363,2024-10-18 15:47:10,2024-10-18 15:50:10,2024-10-18 15:50:10,,2024-10-18 15:47:10,tesla_model_s,NA_NA,tesla_model_s,300,yes,by_car,5,31_to_50,private_garage,,no,300,no,,yes,300,yes,5,3_to_5,no,,,2024-10-18 15:50:10,1,yes,
-QbVa57nCqlCEA2-9pPsbJ-8zU8UxD1kYs3fWVOa3anH-B5uaTBcEJjIBn57hcd-,35729703,141363,2024-10-18 15:47:26,2024-10-18 15:48:50,2024-10-18 15:48:50,,2024-10-18 15:47:26,hyundai_elantra,NA_NA,toyota_b_z_4_x,250,yes,by_car,4,31_to_50,driveway,,no,300,no,,no,300,no,,,no,,,2024-10-18 15:48:50,1,no,yes
QUJqe2L0QSOJ72M9e4jXerba0JyZ7pUIKhgn9PpCubp8smZN7EM4LUmJPehTXGT4,35729707,141363,2024-10-18 15:47:27,2024-10-18 15:49:06,2024-10-18 15:49:06,,2024-10-18 15:47:27,audi_e_tron,NA_NA,audi_e_tron,200,yes,by_car,6,31_to_50,private_garage,,yes,350,smc,Power Pluse,yes,350,yes,6,5_to_8,yes,5,3_to_5,2024-10-18 15:49:06,1,yes,
-D6r4JAM14XJ_-FLJ8NLQhMGmvyVu4uOLcuVFjI39N0FoQ6LFNI6lsS4k7nX1XRw,35729720,141363,2024-10-18 15:47:43,2024-10-18 15:48:46,2024-10-18 15:48:46,,2024-10-18 15:47:43,jeep_grand_cherokee,NA_NA,genesis_electrified_gv_70,250,yes,by_car,4,31_to_50,shared_garage,,not_sure,300,app,,yes,300,no,,,yes,5,3_to_5,2024-10-18 15:48:46,1,no,yes
gavQ9oOKo7WMwEyfHV2RvernMBCYXiFKa8yY30P8vOpdnZYrbDo_4M_KaO4LmbDF,35729725,141363,2024-10-18 15:47:46,2024-10-18 15:52:29,2024-10-18 15:52:30,,2024-10-18 15:47:46,kia_ev_6,tesla_model_x,kia_ev_6,250,yes,by_car,6,31_to_50,private_garage,,yes,200,app,,yes,200,yes,5,more_than_8,no,,,2024-10-18 15:52:29,2,yes,
gj9zsrbGMqplQ0b8mIo3kkVipyW5eKgYqxtLEm6ZHcYyc1ytRCrPdVrmimhkqba4,35729737,141363,2024-10-18 15:47:58,2024-10-18 15:49:50,2024-10-18 15:49:50,,2024-10-18 15:47:58,nissan_ariya,NA_NA,nissan_ariya,250,yes,by_car,5,10_to_30,private_garage,,yes,350,smc,chargepoint,yes,350,yes,7,3_to_5,yes,5,less_than_3,2024-10-18 15:49:50,1,yes,
m5Uxqx_qIrvf5lAnKEuMQ6pFSivq7IYT-lowmJ5o_K0owz0CjeC1tos6j-6x2yII,35729741,141363,2024-10-18 15:48:01,2024-10-18 15:49:51,2024-10-18 15:49:51,,2024-10-18 15:48:02,chevrolet_bolt_ev,nissan_altima,chevrolet_bolt_ev,250,yes,by_car,5,31_to_50,driveway,,yes,300,app,,yes,300,yes,7,5_to_8,yes,3,less_than_3,2024-10-18 15:49:51,2,yes,
4bOs1dgYdatp7Qh_S-xuTHRYjNSI4-dRkvc2f37DSikR7Zm8OjDZDEu4aJBfYTZa,35729768,141363,2024-10-18 15:48:23,2024-10-18 15:53:16,2024-10-18 15:53:17,,2024-10-18 15:48:23,gmc_hummer_ev,NA_NA,gmc_hummer_ev,300,yes,by_car,7,10_to_30,private_garage,,no,450,app,,yes,450,no,,,yes,4,3_to_5,2024-10-18 15:53:17,1,yes,
2TMSAP46JWA_YvoUEjqOPfmWjMVucDyBoNLe1v7H1HqCPSrUdxnaqN4jl_KuA1LZ,35729776,141363,2024-10-18 15:48:37,2024-10-18 15:50:10,2024-10-18 15:50:10,,2024-10-18 15:48:37,chevrolet_bolt_euv,mazda_cx_9,chevrolet_bolt_euv,250,yes,by_car,4,below_10,private_garage,,yes,300,no,,yes,300,yes,2,more_than_8,no,,,2024-10-18 15:50:10,3,yes,
rZ-r-AIQOFlIBzjPhxR5ccUTRVwBwM9v-iGhmVSVSxxKCZFIf-rfDkPar1AwEAV7,35729786,141363,2024-10-18 15:48:53,2024-10-18 15:51:22,2024-10-18 15:51:22,,2024-10-18 15:48:53,NA_NA,NA_NA,bmw_i_4,250,yes,by_bus,,below_10,private_garage,,not_sure,200,app,,yes,200,yes,3,3_to_5,no,,,2024-10-18 15:51:22,0,no,yes
OWKzBjrYEfLbwOuymdK9ih3bT0MzPY_y-pjxhiZaU26pIHpo194WlbplYlrw4cho,35729796,141363,2024-10-18 15:49:04,2024-10-18 15:52:00,2024-10-18 15:52:00,,2024-10-18 15:49:05,bmw_x_3,NA_NA,bmw_i_x,300,yes,by_car,7,10_to_30,private_garage,,yes,250,smc,BMW,yes,250,yes,6,3_to_5,yes,4,less_than_3,2024-10-18 15:52:00,1,no,yes
WAIdsfVuZq3l4Hr2krJ_gD7OxB1i7OUPU8un5pLRjsoA_J_35Tr7KR2_78wxUzQC,35729803,141363,2024-10-18 15:49:11,2024-10-18 15:52:21,2024-10-18 15:52:21,,2024-10-18 15:49:11,acura_cl,bmw_1_series_m,hyundai_ioniq_electric,150,yes,by_car,5,10_to_30,shared_garage,,yes,100,app,,yes,100,yes,3,3_to_5,no,,,2024-10-18 15:52:21,2,no,yes
pXtzoFEPjtOFQf8JQm_WsNRKCIDnvJ-3n_LJa_WnGKKHp0gus4wAr445sm7H8oqO,35729808,141363,2024-10-18 15:49:19,2024-10-18 15:54:40,,,2024-10-18 15:49:20,bmw_3_series_e_drive,tesla_model_x,tesla_model_x,300,yes,"by_car, by_walk",4,10_to_30,private_garage,,yes,300,app,,yes,,,,,,,,,2,yes,
GG21x8tLuX9J2OxyFV3nXdgXbR5JtwSwmlAMFN0L1MU0ux49ac5krcJJ5AEXOCMI,35729816,141363,2024-10-18 15:49:29,2024-10-18 15:51:53,2024-10-18 15:51:53,,2024-10-18 15:49:29,tesla_model_y,NA_NA,tesla_model_y,300,no,,,31_to_50,private_garage,,yes,300,app,,yes,300,yes,7,3_to_5,no,,,2024-10-18 15:51:53,1,yes,
94Dndnz5xcdiJJQugXHMFX9lCkHdBcwlJJtbkShQgBFXg-16enxF5oP7CtDCakRE,35729827,141363,2024-10-18 15:49:42,2024-10-18 15:51:31,2024-10-18 15:51:31,,2024-10-18 15:49:42,hyundai_ioniq_electric,NA_NA,hyundai_ioniq_electric,150,yes,by_car,5,below_10,private_garage,,yes,300,app,,yes,300,yes,3,5_to_8,yes,2,less_than_3,2024-10-18 15:51:31,1,yes,
ejgNvRcaKdJf4hmt_-QqVtI6465X0DrZ8hWGtMHPXszPbuwBavPmeqYQmAovGdI5,35729850,141363,2024-10-18 15:50:15,2024-10-18 16:02:28,2024-10-18 16:02:29,,2024-10-18 15:50:15,bmw_3_series,toyota_supra,tesla_model_3,300,yes,by_car,5,10_to_30,private_garage,,yes,300,app,,yes,300,yes,2,5_to_8,no,,,2024-10-18 16:02:29,2,no,yes
FJa9JFhzvDFz6Ys4zb4Ca--plLKltMEWSFQxMXoReDQc-b2stWs2w-odn4UU2tWy,35729874,141363,2024-10-18 15:50:44,2024-10-18 15:54:39,,,2024-10-18 15:50:45,audi_e_tron,NA_NA,audi_e_tron,200,yes,by_car,7,31_to_50,private_garage,,no,200,app,,yes,,,,,,,,,1,yes,
95TN4lu-EpPVE9gb_-rWwZNRCKUfeCLRQzDErZeNHoRJ44m_BKDFEdXsiWPISJxT,35729897,141363,2024-10-18 15:51:00,2024-10-18 16:01:59,,,2024-10-18 15:51:00,ford_e_series_van,tesla_model_x,tesla_model_x,300,yes,by_car,5,31_to_50,private_garage,,yes,300,app,,yes,300,yes,5,3_to_5,yes,4,less_than_3,,2,yes,
2VJHaPWdmWKuxfgKFQrmge5jfd__w9t28w8zctXKkIhPIdfNs60C-G4aM0bF1oHJ,35729920,141363,2024-10-18 15:51:42,2024-10-18 15:52:30,,,2024-10-18 15:51:42,tesla_roadster,NA_NA,tesla_roadster,,,,,,,,,,,,,,,,,,,,,1,yes,
S9Dy7-hyDpNQ5VLzKTS8vt8bumU--UXEZy5m89X65Y-sNYJLkmtpgo5IXbVCPNqH,35729927,141363,2024-10-18 15:51:45,2024-10-18 15:52:33,2024-10-18 15:52:33,,2024-10-18 15:51:45,honda_civic,NA_NA,honda_fit_ev,100,yes,by_car,7,31_to_50,shared_garage,,yes,200,app,,yes,200,no,,,yes,7,3_to_5,2024-10-18 15:52:33,1,no,yes
DyKbxFlZnA66lAAV6wy8UW2R0vylqNVvBfAl2pWOu3VrdqZe822SupGpGr-tDK8B,35729933,141363,2024-10-18 15:51:51,2024-10-18 16:11:26,2024-10-18 16:11:26,,2024-10-18 15:51:51,gmc_sierra_1500,NA_NA,bmw_i_5,250,no,,,10_to_30,private_garage,,yes,500,app,,yes,500,yes,6,3_to_5,yes,6,3_to_5,2024-10-18 16:11:26,1,no,yes
G5dig56JGxKoziTRj7M69u_0XRP41YsYLZWhgXZoqgichVnWftPcPLXGl7ahpu5D,35729936,141363,2024-10-18 15:51:53,2024-10-18 16:02:08,,,2024-10-18 15:51:53,subaru_solterra,buick_encore_gx,subaru_solterra,200,yes,by_car,5,10_to_30,private_garage,,yes,200,app,,yes,200,,,,,,,,2,yes,
D0q-UoOHnfMAX3VoX9Mlkq-WweVeK3gRd9PwfT1RrrhfEC4TOUz66_3W68QW6L73,35729940,141363,2024-10-18 15:51:54,2024-10-18 15:53:18,2024-10-18 15:53:19,,2024-10-18 15:51:54,tesla_model_x,chevrolet_volt,tesla_model_x,300,yes,by_car,5,below_10,driveway,,no,250,app,,yes,250,yes,7,more_than_8,no,,,2024-10-18 15:53:19,2,yes,
chQ5vnLdDflIs8Hl3ngbUsZUwKLwxwwILtiiTHC-Uoe-8a2XRP0S5ck61O-2FUMO,35729945,141363,2024-10-18 15:51:57,2024-10-18 15:53:49,2024-10-18 15:53:50,,2024-10-18 15:51:57,honda_hr_v,NA_NA,toyota_b_z_4_x,250,yes,"by_bus, by_train",,no,driveway,,no,100,app,,yes,100,yes,4,5_to_8,no,,,2024-10-18 15:53:50,1,no,yes
IXbvYu0kfQ6lpfQrqryRgnkRpqNiiSXkgZIOnqO9nzol2VTWVXgi9cf7sPNohMO2,35729967,141363,2024-10-18 15:52:27,2024-10-18 15:53:11,2024-10-18 15:53:11,,2024-10-18 15:52:28,tesla_model_3,acura_mdx,tesla_model_3,300,yes,by_car,5,10_to_30,private_garage,,yes,250,app,,yes,250,yes,5,3_to_5,no,,,2024-10-18 15:53:11,2,yes,
H82dv47h_r4pS1_IHijrDB8D9EfJgYIXDhOSOFXmhts7zR6l1_h39kIZFRXI1xfm,35729975,141363,2024-10-18 15:52:33,2024-10-18 15:54:37,,,2024-10-18 15:52:33,subaru_solterra,lexus_gx_460,subaru_solterra,,,,,,,,,,,,,,,,,,,,,2,yes,
zfNfmCGvPUJXAKkzLnxyaaYGH1dnWNAUm-eyHUHPPzinHpaN4K0UB6BkcVhWQj9l,35729979,141363,2024-10-18 15:52:34,2024-10-18 15:53:08,,,2024-10-18 15:52:35,chevrolet_equinox,dodge_challenger,genesis_electrified_gv_70,250,,,,,,,,,,,,,,,,,,,,2,no,yes
L3PftiB2lRPwNhtbAobnZAo3VKz9g9nQKDLCdWjEGV7vq7QBTxXbdnvgDnf4nLYg,35729993,141363,2024-10-18 15:52:51,2024-10-18 15:55:32,,,2024-10-18 15:52:51,bmw_7_series,NA_NA,tesla_model_3,300,yes,by_car,6,10_to_30,private_garage,,yes,,,,,,,,,,,,,1,no,yes
ANhGtmlzABLbkL_VDvVU-hUA4goBOAII5YxX2LKBoXXsCr0ju9vHx_DUY5Nsk6XM,35730001,141363,2024-10-18 15:53:13,2024-10-18 16:02:02,,,2024-10-18 15:53:14,bmw_x_5,NA_NA,chevrolet_bolt_ev,250,yes,by_car,7,51_to_100,private_garage,,no,,,,,,,,,,,,,1,no,yes
GU5yDoYOJ7U3s0h3kL3HgiBp_IndDVYSdLTZzoRuUazNZtYMLudF-LHx8by58j7J,35730010,141363,2024-10-18 15:53:22,2024-10-18 15:54:27,,,2024-10-18 15:53:22,tesla_model_x,NA_NA,tesla_model_x,300,yes,by_car,2,below_10,street,,not_sure,,,,,,,,,,,,,1,yes,
hqRga5wunxTNQLXUC9hoP6PodQg7lB5rrTGnooScjklgHyYxox9_tw6KUQsNMuMg,35730031,141363,2024-10-18 15:53:56,2024-10-18 16:04:13,2024-10-18 16:04:13,,2024-10-18 15:53:56,toyota_mr_2_spyder,NA_NA,tesla_model_s,300,yes,by_car,5,10_to_30,driveway,,yes,300,app,,yes,300,yes,5,more_than_8,yes,6,5_to_8,2024-10-18 16:04:13,1,no,yes
d_kzWW37T1bWuQJhGjimNqANWdnSRWyzLHePl4wFXrhm5DrHG4kG92GAfyMWmTia,35730034,141363,2024-10-18 15:53:57,2024-10-18 16:02:17,,,2024-10-18 15:53:57,hyundai_ioniq_electric,chevrolet_malibu_hybrid,hyundai_ioniq_electric,150,yes,by_car,6,31_to_50,shared_lot,,yes,,,,,,,,,,,,,2,yes,
BT9C3B38LLpwK58pV3cL8ZIuKV_E_2Qc_BON64gpD9Ha09YcESrQ4tUwFQb8UgiZ,35730162,141363,2024-10-18 16:03:58,2024-10-18 16:10:11,2024-10-18 16:10:11,,2024-10-18 16:03:58,audi_e_tron,NA_NA,audi_e_tron,200,yes,by_car,6,31_to_50,private_garage,,yes,350,smc,powerpluse,yes,350,yes,7,5_to_8,yes,5,3_to_5,2024-10-18 16:10:11,1,yes,
tfohCswtZspUYVKMGjlO7SVPJWejIB7MSLJgrFfTjYBtiGIyzUkEECRwDdXQbiuu,35730194,141363,2024-10-18 16:05:50,2024-10-18 16:07:41,2024-10-18 16:07:41,,2024-10-18 16:05:50,bmw_7_series,NA_NA,tesla_model_3,300,yes,by_car,6,10_to_30,private_garage,,yes,400,smc,Tesla,yes,400,no,,,no,,,2024-10-18 16:07:41,1,no,yes
