session,session_id,study_id,created,modified,ended,expired,time_2_start,smc_survey,smc_respID,smc_df,user_range,mc_smc_0,time_2_1,mc_smc_1,time_2_2,mc_smc_2,time_2_3,mc_smc_3,time_2_4,mc_smc_4,time_2_5,mc_smc_5,time_2_6,mc_smc_6,time_2_7,smc_all_same,time_2_1_posix,time_2_7_posix,time_diff_smc,smc_speeding,time_2_end
7k_3WaaMMhkGVbxlzjyPrn8gV6rYyTthCgH9t36Tvg-H43EFWRxK_c5iICroY-Yt,35865182,141364,2024-10-29 21:48:48,2024-10-29 21:51:08,2024-10-29 21:51:09,,2024-10-29 21:48:48,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2184,"{""profileID"":492,""respID"":2184,""qID"":1,""altID"":1,""obsID"":9499,""enrollment_cash"":300,""monthly_cash"":10,""override"":0,""minimum_threshold"":20,""guaranteed_threshold"":80,""no_choice"":0}",300,2,2024-10-29 21:50:08,1,2024-10-29 21:50:18,1,2024-10-29 21:50:26,2,2024-10-29 21:50:34,2,2024-10-29 21:50:43,2,2024-10-29 21:50:50,1,2024-10-29 21:50:59,no,2024-10-29 21:50:08,2024-10-29 21:50:59,51,no,2024-10-29 21:51:08
UHLXdjN4TH8Nh00SUfQTwqYHkGzI8NI-ZLOHUT7IB9odX8bQ2OPYClB5qCmz68kf,35865189,141364,2024-10-29 21:48:55,2024-10-29 21:51:48,2024-10-29 21:51:48,,2024-10-29 21:48:55,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1347,"{""profileID"":428,""respID"":1347,""qID"":1,""altID"":1,""obsID"":4477,""enrollment_cash"":300,""monthly_cash"":5,""override"":1,""minimum_threshold"":40,""guaranteed_threshold"":70,""no_choice"":0}",200,2,2024-10-29 21:50:30,1,2024-10-29 21:50:48,1,2024-10-29 21:51:01,3,2024-10-29 21:51:06,1,2024-10-29 21:51:21,1,2024-10-29 21:51:28,1,2024-10-29 21:51:43,no,2024-10-29 21:50:30,2024-10-29 21:51:43,73,no,2024-10-29 21:51:48
bejaA-afVWYKEYlFjK_2_LJX-dFXXYL8c7pbcOnPECHjpcShXsjn9WbWOrkE3GyO,35865194,141364,2024-10-29 21:49:02,2024-10-29 21:50:26,2024-10-29 21:50:27,,2024-10-29 21:49:02,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1144,"{""profileID"":692,""respID"":1144,""qID"":1,""altID"":1,""obsID"":3259,""enrollment_cash"":300,""monthly_cash"":10,""override"":3,""minimum_threshold"":40,""guaranteed_threshold"":80,""no_choice"":0}",150,2,2024-10-29 21:49:41,1,2024-10-29 21:49:48,2,2024-10-29 21:49:55,2,2024-10-29 21:50:01,2,2024-10-29 21:50:08,1,2024-10-29 21:50:15,2,2024-10-29 21:50:21,no,2024-10-29 21:49:41,2024-10-29 21:50:21,40,no,2024-10-29 21:50:27
LWDmFoqEFDURnrePB5jf3OO0ehVi-KI1Tyn-gpJXkoOyRp7OrfxxFXLJT-CCIIEC,35865197,141364,2024-10-29 21:49:11,2024-10-29 21:50:52,2024-10-29 21:50:52,,2024-10-29 21:49:11,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2643,"{""profileID"":157,""respID"":2643,""qID"":1,""altID"":1,""obsID"":12253,""enrollment_cash"":50,""monthly_cash"":20,""override"":5,""minimum_threshold"":30,""guaranteed_threshold"":60,""no_choice"":0}",250,3,2024-10-29 21:49:56,1,2024-10-29 21:50:04,2,2024-10-29 21:50:14,2,2024-10-29 21:50:24,1,2024-10-29 21:50:32,2,2024-10-29 21:50:44,1,2024-10-29 21:50:48,no,2024-10-29 21:49:56,2024-10-29 21:50:48,52,no,2024-10-29 21:50:52
xp4M382MyxT7XUnYwka5_GceeSwoX9aptyI4-xfURjaE027AxRuloFojWn2i7qc5,35865213,141364,2024-10-29 21:49:25,2024-10-29 21:52:08,2024-10-29 21:52:09,,2024-10-29 21:49:25,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2110,"{""profileID"":241,""respID"":2110,""qID"":1,""altID"":1,""obsID"":9055,""enrollment_cash"":50,""monthly_cash"":2,""override"":0,""minimum_threshold"":20,""guaranteed_threshold"":70,""no_choice"":0}",300,2,2024-10-29 21:50:25,2,2024-10-29 21:50:50,1,2024-10-29 21:51:03,2,2024-10-29 21:51:17,2,2024-10-29 21:51:27,2,2024-10-29 21:51:38,2,2024-10-29 21:51:58,no,2024-10-29 21:50:25,2024-10-29 21:51:58,93,no,2024-10-29 21:52:08
srj5Flb9byZLSInV89xsAkzxfzHw5BT5kipU9uf4E3Oeq-fv8kCR7PmSxUDjxwOZ,35865257,141364,2024-10-29 21:50:37,2024-10-29 21:53:23,2024-10-29 21:53:24,,2024-10-29 21:50:37,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3265,"{""profileID"":355,""respID"":3265,""qID"":1,""altID"":1,""obsID"":15985,""enrollment_cash"":200,""monthly_cash"":15,""override"":1,""minimum_threshold"":30,""guaranteed_threshold"":70,""no_choice"":0}",150,2,2024-10-29 21:52:10,1,2024-10-29 21:52:21,2,2024-10-29 21:52:32,2,2024-10-29 21:52:39,1,2024-10-29 21:52:53,2,2024-10-29 21:53:09,2,2024-10-29 21:53:18,no,2024-10-29 21:52:10,2024-10-29 21:53:18,68,no,2024-10-29 21:53:23
tcMX3yXKGva7cJThlW4WAY40OZviP-O_gPKpoLhieEu4GvRqbIJNWqyQO8baq270,35865276,141364,2024-10-29 21:51:01,2024-10-29 21:52:03,,,2024-10-29 21:51:01,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2110,"{""profileID"":241,""respID"":2110,""qID"":1,""altID"":1,""obsID"":9055,""enrollment_cash"":50,""monthly_cash"":2,""override"":0,""minimum_threshold"":20,""guaranteed_threshold"":70,""no_choice"":0}",250,,,,,,,,,,,,,,,,,,,,
U3f3Jze5WsZZcHVE2ty_atVFRr-UrwEx6Ihw5qCDWukuJMeM406P5CjwsULhG5FJ,35865282,141364,2024-10-29 21:51:07,2024-10-29 21:56:56,2024-10-29 21:56:57,,2024-10-29 21:51:08,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",4178,"{""profileID"":619,""respID"":4178,""qID"":1,""altID"":1,""obsID"":21463,""enrollment_cash"":200,""monthly_cash"":20,""override"":3,""minimum_threshold"":30,""guaranteed_threshold"":80,""no_choice"":0}",300,1,2024-10-29 21:53:48,2,2024-10-29 21:54:14,1,2024-10-29 21:54:34,2,2024-10-29 21:55:32,2,2024-10-29 21:55:43,2,2024-10-29 21:55:56,2,2024-10-29 21:56:51,no,2024-10-29 21:53:48,2024-10-29 21:56:51,183,no,2024-10-29 21:56:56
hYRXd5ZIzTmJHGkBfbYU5xb050_jT3prafJvX6gniirtsNJHNB93X3FZ0k_wgrMC,35865298,141364,2024-10-29 21:51:26,,,,2024-10-29 21:51:26,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",942,"{""profileID"":145,""respID"":942,""qID"":1,""altID"":1,""obsID"":2047,""enrollment_cash"":50,""monthly_cash"":5,""override"":5,""minimum_threshold"":30,""guaranteed_threshold"":60,""no_choice"":0}",350,,,,,,,,,,,,,,,,,,,,
qH6-PuGVEWfdPyA9LcUSNSlIsM3L7iIuVa-bw_0aSrAga2jFocQ4qKUsSK1Z2n62,35865301,141364,2024-10-29 21:51:29,2024-10-29 21:53:00,2024-10-29 21:53:00,,2024-10-29 21:51:29,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1604,"{""profileID"":511,""respID"":1604,""qID"":1,""altID"":1,""obsID"":6019,""enrollment_cash"":200,""monthly_cash"":10,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":80,""no_choice"":0}",200,3,2024-10-29 21:52:28,3,2024-10-29 21:52:33,3,2024-10-29 21:52:40,3,2024-10-29 21:52:45,3,2024-10-29 21:52:49,3,2024-10-29 21:52:53,3,2024-10-29 21:52:57,yes,2024-10-29 21:52:28,2024-10-29 21:52:57,29,no,2024-10-29 21:53:00
xrqfdajiMInGxSiWyyufnKbZpn53M61bDLPaFGDbUpvvy3SYLo9rGYxOiqUsuIcb,35865480,141364,2024-10-29 21:53:28,2024-10-29 21:54:47,2024-10-29 21:54:47,,2024-10-29 21:53:28,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2870,"{""profileID"":600,""respID"":2870,""qID"":1,""altID"":1,""obsID"":13615,""enrollment_cash"":300,""monthly_cash"":20,""override"":1,""minimum_threshold"":30,""guaranteed_threshold"":80,""no_choice"":0}",200,1,2024-10-29 21:53:59,2,2024-10-29 21:54:07,2,2024-10-29 21:54:14,2,2024-10-29 21:54:20,3,2024-10-29 21:54:26,1,2024-10-29 21:54:32,1,2024-10-29 21:54:39,no,2024-10-29 21:53:59,2024-10-29 21:54:39,40,no,2024-10-29 21:54:47
FqeELxdV_8yXuQbwpUgt7i2P9cdxG7zH2kyuzZbDJgoUJ1obno88cWjWkbdZdx2q,35865675,141364,2024-10-29 21:54:26,2024-10-29 21:55:28,2024-10-29 21:55:28,,2024-10-29 21:54:26,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2887,"{""profileID"":420,""respID"":2887,""qID"":1,""altID"":1,""obsID"":13717,""enrollment_cash"":300,""monthly_cash"":20,""override"":0,""minimum_threshold"":40,""guaranteed_threshold"":70,""no_choice"":0}",400,2,2024-10-29 21:54:45,1,2024-10-29 21:54:57,3,2024-10-29 21:55:03,2,2024-10-29 21:55:08,1,2024-10-29 21:55:14,3,2024-10-29 21:55:20,2,2024-10-29 21:55:25,no,2024-10-29 21:54:45,2024-10-29 21:55:25,40,no,2024-10-29 21:55:28
tqOBaPmmWASyMemuLwU6jPumidwM0oh5C0m-48-86wNDw03rGcNTKddAoFnaYlUi,35865684,141364,2024-10-29 21:54:29,2024-10-29 21:55:36,2024-10-29 21:55:37,,2024-10-29 21:54:29,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2487,"{""profileID"":412,""respID"":2487,""qID"":1,""altID"":1,""obsID"":11317,""enrollment_cash"":300,""monthly_cash"":10,""override"":0,""minimum_threshold"":40,""guaranteed_threshold"":70,""no_choice"":0}",600,1,2024-10-29 21:54:53,2,2024-10-29 21:55:04,2,2024-10-29 21:55:09,1,2024-10-29 21:55:15,2,2024-10-29 21:55:23,2,2024-10-29 21:55:28,2,2024-10-29 21:55:34,no,2024-10-29 21:54:53,2024-10-29 21:55:34,41,no,2024-10-29 21:55:36
yRgZaC8IDFcuF7h-rr0jw7XO4bn-IN9dsr-htrWM2-1MbuDOqepNMBbZBizer-_r,35865696,141364,2024-10-29 21:54:36,2024-10-29 21:55:30,2024-10-29 21:55:31,,2024-10-29 21:54:36,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",420,"{""profileID"":540,""respID"":420,""qID"":1,""altID"":1,""obsID"":2515,""enrollment_cash"":300,""monthly_cash"":20,""override"":3,""minimum_threshold"":20,""guaranteed_threshold"":80,""no_choice"":0}",250,3,2024-10-29 21:54:59,1,2024-10-29 21:55:04,3,2024-10-29 21:55:09,2,2024-10-29 21:55:14,1,2024-10-29 21:55:19,1,2024-10-29 21:55:23,3,2024-10-29 21:55:28,no,2024-10-29 21:54:59,2024-10-29 21:55:28,29,no,2024-10-29 21:55:31
9aHpvdUaFK37BSHfiyJ38rpAneT-Evi6rISi7jBFaeWxWNQwTgmNVkr801R9-dz1,35865727,141364,2024-10-29 21:54:46,2024-10-29 21:56:04,2024-10-29 21:56:04,,2024-10-29 21:54:46,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1509,"{""profileID"":108,""respID"":1509,""qID"":1,""altID"":1,""obsID"":5449,""enrollment_cash"":300,""monthly_cash"":5,""override"":1,""minimum_threshold"":30,""guaranteed_threshold"":60,""no_choice"":0}",350,2,2024-10-29 21:55:15,1,2024-10-29 21:55:23,2,2024-10-29 21:55:28,2,2024-10-29 21:55:35,2,2024-10-29 21:55:41,1,2024-10-29 21:55:54,1,2024-10-29 21:56:00,no,2024-10-29 21:55:15,2024-10-29 21:56:00,45,no,2024-10-29 21:56:04
eWmpKbOu3B7lwzzbvrgqwgM0z3v7hmwELZcVJ3K6JtosL5kY_vvxYv8o-yFpXGgF,35865747,141364,2024-10-29 21:55:00,2024-10-29 21:56:15,2024-10-29 21:56:15,,2024-10-29 21:55:00,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1250,"{""profileID"":221,""respID"":1250,""qID"":1,""altID"":1,""obsID"":3895,""enrollment_cash"":50,""monthly_cash"":2,""override"":5,""minimum_threshold"":40,""guaranteed_threshold"":60,""no_choice"":0}",250,2,2024-10-29 21:55:21,1,2024-10-29 21:55:30,2,2024-10-29 21:55:37,1,2024-10-29 21:55:48,2,2024-10-29 21:55:56,2,2024-10-29 21:56:05,2,2024-10-29 21:56:12,no,2024-10-29 21:55:21,2024-10-29 21:56:12,51,no,2024-10-29 21:56:15
Uh3C_5upUwVrw6Mkx8ibDyaiVYqQsMvMsVfTncEiuucQAlmx5dvJx3SaiVsHY1XT,35865748,141364,2024-10-29 21:55:01,2024-10-29 21:57:23,2024-10-29 21:57:24,,2024-10-29 21:55:01,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",939,"{""profileID"":532,""respID"":939,""qID"":1,""altID"":1,""obsID"":2029,""enrollment_cash"":300,""monthly_cash"":10,""override"":3,""minimum_threshold"":20,""guaranteed_threshold"":80,""no_choice"":0}",300,2,2024-10-29 21:56:06,1,2024-10-29 21:56:20,1,2024-10-29 21:56:35,3,2024-10-29 21:56:50,2,2024-10-29 21:57:00,1,2024-10-29 21:57:13,1,2024-10-29 21:57:21,no,2024-10-29 21:56:06,2024-10-29 21:57:21,75,no,2024-10-29 21:57:23
-yd_vXY1QWcRDSuojp9ztHoUa8tv8ize0FioFB4sbn7-NIVZ3_3LGRLL4x6VtS17,35865771,141364,2024-10-29 21:55:12,2024-10-29 21:57:59,2024-10-29 21:58:00,,2024-10-29 21:55:12,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",2192,"{""profileID"":189,""respID"":2192,""qID"":1,""altID"":1,""obsID"":9547,""enrollment_cash"":50,""monthly_cash"":10,""override"":1,""minimum_threshold"":40,""guaranteed_threshold"":60,""no_choice"":0}",350,2,2024-10-29 21:55:53,2,2024-10-29 21:56:05,1,2024-10-29 21:56:29,1,2024-10-29 21:56:39,3,2024-10-29 21:56:49,1,2024-10-29 21:57:22,3,2024-10-29 21:57:56,no,2024-10-29 21:55:53,2024-10-29 21:57:56,123,no,2024-10-29 21:57:59
rVUZU9m4rpPdUKHFNE2u8hBoY2WPz2CrWLt126dBa-sKHu11htgCMdcv20ZWn7X5,35865781,141364,2024-10-29 21:55:13,2024-10-29 21:56:10,2024-10-29 21:56:10,,2024-10-29 21:55:13,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",4441,"{""profileID"":519,""respID"":4441,""qID"":1,""altID"":1,""obsID"":23041,""enrollment_cash"":200,""monthly_cash"":20,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":80,""no_choice"":0}",300,1,2024-10-29 21:55:33,1,2024-10-29 21:55:39,1,2024-10-29 21:55:45,1,2024-10-29 21:55:50,2,2024-10-29 21:55:56,1,2024-10-29 21:56:01,1,2024-10-29 21:56:07,no,2024-10-29 21:55:33,2024-10-29 21:56:07,34,no,2024-10-29 21:56:10
XNTqVPu3Tgpcz6QFi8dzLkIBdH-cYy6EVO2jCcBtddZ2YiEWzhuANftKqgn-h2sc,35865835,141364,2024-10-29 21:55:34,2024-10-29 21:56:46,2024-10-29 21:56:47,,2024-10-29 21:55:34,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",4422,"{""profileID"":678,""respID"":4422,""qID"":1,""altID"":1,""obsID"":22927,""enrollment_cash"":100,""monthly_cash"":20,""override"":1,""minimum_threshold"":40,""guaranteed_threshold"":80,""no_choice"":0}",600,2,2024-10-29 21:56:04,1,2024-10-29 21:56:11,1,2024-10-29 21:56:16,2,2024-10-29 21:56:25,1,2024-10-29 21:56:31,1,2024-10-29 21:56:37,1,2024-10-29 21:56:44,no,2024-10-29 21:56:04,2024-10-29 21:56:44,40,no,2024-10-29 21:56:47
eVBcPWEEh_qGf6zFkzJI8q930q_xZuiFFNk2QqMi9-X-5Ddib5iY0pnwSYkhstaS,35865840,141364,2024-10-29 21:55:36,2024-10-29 21:56:47,2024-10-29 21:56:47,,2024-10-29 21:55:37,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",87,"{""profileID"":115,""respID"":87,""qID"":1,""altID"":1,""obsID"":517,""enrollment_cash"":200,""monthly_cash"":15,""override"":1,""minimum_threshold"":30,""guaranteed_threshold"":60,""no_choice"":0}",250,1,2024-10-29 21:55:58,2,2024-10-29 21:56:07,1,2024-10-29 21:56:12,1,2024-10-29 21:56:19,1,2024-10-29 21:56:25,1,2024-10-29 21:56:41,1,2024-10-29 21:56:45,no,2024-10-29 21:55:58,2024-10-29 21:56:45,47,no,2024-10-29 21:56:47
cjcn3J-Y5aGHWo6XfxWxr8FD5eDQgEg08JcOTewR45mzF62g_WM8W6W2EoBQ_EMv,35865850,141364,2024-10-29 21:55:39,2024-10-29 21:57:14,2024-10-29 21:57:15,,2024-10-29 21:55:39,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1947,"{""profileID"":299,""respID"":1947,""qID"":1,""altID"":1,""obsID"":8077,""enrollment_cash"":200,""monthly_cash"":20,""override"":3,""minimum_threshold"":20,""guaranteed_threshold"":70,""no_choice"":0}",350,2,2024-10-29 21:56:25,2,2024-10-29 21:56:34,1,2024-10-29 21:56:43,1,2024-10-29 21:56:50,1,2024-10-29 21:56:57,1,2024-10-29 21:57:04,2,2024-10-29 21:57:11,no,2024-10-29 21:56:25,2024-10-29 21:57:11,46,no,2024-10-29 21:57:14
doO_e9XEOYn-eSbi4jM_yjedXHhyQ6PR_QQmKSPGTYfkmSSnlc0Kxw0h7ikPOQaB,35865851,141364,2024-10-29 21:55:41,2024-10-29 21:57:38,2024-10-29 21:57:38,,2024-10-29 21:55:41,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3767,"{""profileID"":589,""respID"":3767,""qID"":1,""altID"":1,""obsID"":18997,""enrollment_cash"":50,""monthly_cash"":10,""override"":1,""minimum_threshold"":30,""guaranteed_threshold"":80,""no_choice"":0}",400,2,2024-10-29 21:56:18,2,2024-10-29 21:56:32,1,2024-10-29 21:56:52,1,2024-10-29 21:57:01,2,2024-10-29 21:57:16,2,2024-10-29 21:57:26,2,2024-10-29 21:57:35,no,2024-10-29 21:56:18,2024-10-29 21:57:35,77,no,2024-10-29 21:57:38
MYG49UcqE8KdYJdgQ15zAgFQ1gJsiCMuDoYFwDmXtG4QEDURMNptw6RBJqhg9WiG,35865852,141364,2024-10-29 21:55:43,2024-10-29 21:58:04,2024-10-29 21:58:04,,2024-10-29 21:55:43,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3762,"{""profileID"":206,""respID"":3762,""qID"":1,""altID"":1,""obsID"":18967,""enrollment_cash"":100,""monthly_cash"":5,""override"":3,""minimum_threshold"":40,""guaranteed_threshold"":60,""no_choice"":0}",400,2,2024-10-29 21:56:36,1,2024-10-29 21:56:46,2,2024-10-29 21:57:18,1,2024-10-29 21:57:24,1,2024-10-29 21:57:29,2,2024-10-29 21:57:57,1,2024-10-29 21:58:02,no,2024-10-29 21:56:36,2024-10-29 21:58:02,86,no,2024-10-29 21:58:04
KY0fOMReiO58vH3O8ZCJDOie91fSQskbpNT7RateYVqWr1fs45O7HKFDgTTC4QOc,35865868,141364,2024-10-29 21:55:59,2024-10-29 21:58:50,,,2024-10-29 21:55:59,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3855,"{""profileID"":297,""respID"":3855,""qID"":1,""altID"":1,""obsID"":19525,""enrollment_cash"":50,""monthly_cash"":20,""override"":3,""minimum_threshold"":20,""guaranteed_threshold"":70,""no_choice"":0}",350,,,,,,,,,,,,,,,,,,,,
GVd4vRF47iqI8N4x9T9GnWPUKnbcNfyikpgyBV5htCofEzR3CiUQUzlO2fjvB1PP,35865869,141364,2024-10-29 21:56:01,2024-10-29 21:57:15,2024-10-29 21:57:16,,2024-10-29 21:56:01,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",1342,"{""profileID"":192,""respID"":1342,""qID"":1,""altID"":1,""obsID"":4447,""enrollment_cash"":300,""monthly_cash"":10,""override"":1,""minimum_threshold"":40,""guaranteed_threshold"":60,""no_choice"":0}",300,1,2024-10-29 21:56:27,2,2024-10-29 21:56:37,2,2024-10-29 21:56:45,1,2024-10-29 21:56:52,1,2024-10-29 21:56:59,2,2024-10-29 21:57:06,3,2024-10-29 21:57:13,no,2024-10-29 21:56:27,2024-10-29 21:57:13,46,no,2024-10-29 21:57:16
MBlKBlC2trLJ6evAZqRBMz4N1fxtSWnF2YL8BYmuQFkwg-517F7uErIYLxj2zxSG,35865887,141364,2024-10-29 21:56:05,2024-10-29 21:58:17,2024-10-29 21:58:17,,2024-10-29 21:56:06,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",4145,"{""profileID"":702,""respID"":4145,""qID"":1,""altID"":1,""obsID"":21265,""enrollment_cash"":100,""monthly_cash"":2,""override"":5,""minimum_threshold"":40,""guaranteed_threshold"":80,""no_choice"":0}",200,2,2024-10-29 21:57:00,1,2024-10-29 21:57:20,1,2024-10-29 21:57:32,2,2024-10-29 21:57:41,1,2024-10-29 21:57:48,2,2024-10-29 21:57:56,1,2024-10-29 21:58:14,no,2024-10-29 21:57:00,2024-10-29 21:58:14,74,no,2024-10-29 21:58:17
8ZjBRjaHi1xl8XBu8i9s04ENdCQRjkU-KIGt7Ep8f_YRNfZHWzeRkytD1IkIm5HE,35865900,141364,2024-10-29 21:56:12,2024-10-29 21:57:25,2024-10-29 21:57:25,,2024-10-29 21:56:13,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3292,"{""profileID"":338,""respID"":3292,""qID"":1,""altID"":1,""obsID"":16147,""enrollment_cash"":100,""monthly_cash"":20,""override"":0,""minimum_threshold"":30,""guaranteed_threshold"":70,""no_choice"":0}",350,3,2024-10-29 21:56:29,2,2024-10-29 21:56:42,2,2024-10-29 21:56:48,3,2024-10-29 21:56:59,3,2024-10-29 21:57:10,1,2024-10-29 21:57:16,2,2024-10-29 21:57:22,no,2024-10-29 21:56:29,2024-10-29 21:57:22,53,no,2024-10-29 21:57:25
0bKdczoNypP_GWtuPZbRtCv9pvMmQ47mMAquCugRSP8-wDhF5YUokYPqV49TEj_E,35865913,141364,2024-10-29 21:56:25,2024-10-29 21:57:57,2024-10-29 21:57:58,,2024-10-29 21:56:25,"{""profileID"":24,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":300,""monthly_cash"":2,""override"":1,""minimum_threshold"":20,""guaranteed_threshold"":60,""no_choice"":0}",3699,"{""profileID"":291,""respID"":3699,""qID"":1,""altID"":1,""obsID"":18589,""enrollment_cash"":200,""monthly_cash"":10,""override"":3,""minimum_threshold"":20,""guaranteed_threshold"":70,""no_choice"":0}",200,1,2024-10-29 21:56:56,2,2024-10-29 21:57:06,1,2024-10-29 21:57:15,2,2024-10-29 21:57:24,1,2024-10-29 21:57:31,1,2024-10-29 21:57:40,2,2024-10-29 21:57:55,no,2024-10-29 21:56:56,2024-10-29 21:57:55,59,no,2024-10-29 21:57:58
