session,session_id,study_id,iteration,created,modified,ended,expired,time_4a_start,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_4a_end
ejgNvRcaKdJf4hmt_-QqVtI6465X0DrZ8hWGtMHPXszPbuwBavPmeqYQmAovGdI5,35730240,141366,587,2024-10-18 16:07:50,2024-10-18 16:09:12,2024-10-18 16:09:13,,2024-10-18 16:07:50,no,,,950166,very good,2024-10-18 16:09:12
tfohCswtZspUYVKMGjlO7SVPJWejIB7MSLJgrFfTjYBtiGIyzUkEECRwDdXQbiuu,35730297,141366,588,2024-10-18 16:10:52,2024-10-18 16:12:28,2024-10-18 16:12:29,,2024-10-18 16:10:53,yes,yes,3000,823550,,2024-10-18 16:12:29
swOxjDFqeu1GI8iHD4Ho4cQTmT_nvLPtQK3jJe-O2i-6Fo_RWHpJsTp2Qb0CDBA6,35730309,141366,589,2024-10-18 16:11:21,2024-10-18 16:11:36,2024-10-18 16:11:37,,2024-10-18 16:11:21,yes,yes,200,974930,,2024-10-18 16:11:37
Xl0PcyLSP_v35xcyI_p3MrDQmHVVwjmifzP761mbK7ShH5N6H-FVX1F3ijX0TAjW,35730366,141366,590,2024-10-18 16:13:14,2024-10-18 16:13:43,2024-10-18 16:13:44,,2024-10-18 16:13:14,yes,yes,200,962775,,2024-10-18 16:13:44
BT9C3B38LLpwK58pV3cL8ZIuKV_E_2Qc_BON64gpD9Ha09YcESrQ4tUwFQb8UgiZ,35730370,141366,591,2024-10-18 16:13:20,2024-10-18 16:13:57,2024-10-18 16:13:57,,2024-10-18 16:13:20,yes,yes,2000,939146,,2024-10-18 16:13:57
wQzZ8pHJFREwIegldIR78GjrAhTUkV3EKtlrX221iX-gMxkn-bNd7ygt4IdujQbF,35730389,141366,592,2024-10-18 16:14:20,2024-10-18 16:14:51,2024-10-18 16:14:52,,2024-10-18 16:14:20,yes,yes,400,792446,,2024-10-18 16:14:52
egqUHesMiXsGBHXB25_WWu-OR-ciicrwOhEQg48s9qeOuj6isTxxbwfAciI3GMuE,35730390,141366,593,2024-10-18 16:14:23,2024-10-18 16:14:54,2024-10-18 16:14:54,,2024-10-18 16:14:23,yes,already_have,,749674,,2024-10-18 16:14:54
DyKbxFlZnA66lAAV6wy8UW2R0vylqNVvBfAl2pWOu3VrdqZe822SupGpGr-tDK8B,35730404,141366,594,2024-10-18 16:14:51,2024-10-18 16:15:43,2024-10-18 16:15:43,,2024-10-18 16:14:51,yes,yes,300,653430,,2024-10-18 16:15:43
HKyxxwzhkM_j8Gu1aJHPEvBKKz4-2z0m6eT3m_oSgdhe7mmBfzGvJwhoZgXPodwH,35730418,141366,595,2024-10-18 16:15:06,2024-10-18 16:15:26,2024-10-18 16:15:26,,2024-10-18 16:15:06,yes,yes,400,711732,,2024-10-18 16:15:26
0Sc4vWVfvBhhopKSq07EK29Pl70XbW5Dpgw7Fhq4VknTdq0Pza9z6VJy9AB-ZLVH,35730442,141366,596,2024-10-18 16:15:38,2024-10-18 16:16:20,2024-10-18 16:16:21,,2024-10-18 16:15:38,no,,,745077,745077,2024-10-18 16:16:21
htzCYk6d_jRU5ABCgA8kX-JypZsZVCiDGoRNxbUKFE5Z9xf-v6GlTqe8qP72zJDH,35730495,141366,597,2024-10-18 16:16:48,2024-10-18 16:18:17,2024-10-18 16:18:17,,2024-10-18 16:16:48,no,,,419420,No feedback please ,2024-10-18 16:18:17
G6D2qeVmxTxZaAwEfhDkUDSfqvEzCKlJgOQB63_WFaABkRklS0XUpKMVHTpETQar,35730512,141366,598,2024-10-18 16:17:12,2024-10-18 16:17:41,2024-10-18 16:17:42,,2024-10-18 16:17:12,no,,,920179,,2024-10-18 16:17:41
qMnGNu7vK-_U8ScSiBOmZerQWNnt6TAl1JKEiLxgLO7Y_-3W7PzKIaTL0O6PpkLt,35730515,141366,599,2024-10-18 16:17:20,2024-10-18 16:18:17,2024-10-18 16:18:17,,2024-10-18 16:17:20,no,,,708989,,2024-10-18 16:18:17
zYXvb4maUUCmbC2NjysR-LBShJcJLkUuxDaS9ZD-GqAGB0mPdoZhIobPDQts2mFl,35730600,141366,600,2024-10-18 16:19:01,2024-10-18 16:19:56,2024-10-18 16:19:56,,2024-10-18 16:19:02,yes,yes,100,843384,,2024-10-18 16:19:56
TLsYYAWGl5RPzGAipP1qmj-YbRN9I6VbUUcL8TL_85tY__ZqWdr0WYry5K3ztJJ8,35730605,141366,601,2024-10-18 16:19:27,2024-10-18 16:19:59,2024-10-18 16:20:00,,2024-10-18 16:19:27,yes,yes,50,988692,,2024-10-18 16:19:59
iha-Hv83yzHKf6kMNNG_i89F1PJEF_pJZia2cdqtBt0VVjW6MsjCR1cvIW3lYE4w,35730626,141366,602,2024-10-18 16:19:52,2024-10-18 16:20:20,2024-10-18 16:20:20,,2024-10-18 16:19:52,yes,yes,250,606748,,2024-10-18 16:20:20
5ZlZL7gNEb6a751FP0vMQRWyTnpz981E5Vyn5Sbd5-t14HJo7vvnXvQnPWr4CEH8,35730662,141366,603,2024-10-18 16:21:08,2024-10-18 16:21:38,2024-10-18 16:21:39,,2024-10-18 16:21:08,yes,yes,500,681215,,2024-10-18 16:21:38
Ssl70XmnvVfBHdpovyXuojhHvAiatSqlSf2u4DdLn3vLP8BZ5NgP9Z_vAskkjszj,35730689,141366,604,2024-10-18 16:21:59,2024-10-18 16:22:35,2024-10-18 16:22:36,,2024-10-18 16:21:59,no,,,942286,,2024-10-18 16:22:36
oT8z4uuHtvyukiF_l9wDRHLoJXRGo7ORZc0CHwgIy1MmV5Pp9HRXXW3IoEf4XIYK,35730704,141366,605,2024-10-18 16:22:18,2024-10-18 16:22:31,2024-10-18 16:22:32,,2024-10-18 16:22:18,yes,yes,2000,344655,,2024-10-18 16:22:32
dnJ0dBuXTr09tlpZVO4nidPP9dDakgZGs0YtNs7ARSyty8tEMYdxXSeMzGhjfBDo,35730705,141366,606,2024-10-18 16:22:22,2024-10-18 16:22:47,2024-10-18 16:22:47,,2024-10-18 16:22:22,yes,yes,800,764484,,2024-10-18 16:22:47
BHKcH9VZ_A8R0Fn-Dkv4xWq8u1YE5yNk0jTpnpf2k186ZOrAdN-cL7J0YLur4C2o,35730708,141366,607,2024-10-18 16:22:28,2024-10-18 16:25:16,2024-10-18 16:25:16,,2024-10-18 16:22:28,no,,,385476,,2024-10-18 16:25:16
lMZnmdzvbJgeEk5A9yrbeNN_T_dJ-rxkNElJA2LHxrABh2WNEcVKz9jyXIxQGFuD,35730721,141366,608,2024-10-18 16:22:58,2024-10-18 16:23:27,2024-10-18 16:23:27,,2024-10-18 16:22:58,yes,yes,350,986335,,2024-10-18 16:23:27
v_C3WEqj7rqlB-qOjC49XcBye626yLfc2LA_H-hIQHErem1AfkPohTKKtEwUDR4N,35730730,141366,609,2024-10-18 16:23:09,2024-10-18 16:23:50,2024-10-18 16:23:51,,2024-10-18 16:23:09,yes,no,,533926,,2024-10-18 16:23:51
BXVgpwhs7VrXl1KbG1r1MrGARXfHZ038TTR82XBHYK4WWFHRAjLn7RC0z7c1nfxr,35730744,141366,610,2024-10-18 16:23:34,2024-10-18 16:23:50,2024-10-18 16:23:51,,2024-10-18 16:23:34,yes,yes,25,627693,,2024-10-18 16:23:51
qRl7yl3x-mZx1rhzOPnccNnYCytFOTdWccanbz2_meQdhazwTjIMbZk9CnSqX3Sc,35730755,141366,611,2024-10-18 16:23:51,2024-10-18 16:24:53,2024-10-18 16:24:54,,2024-10-18 16:23:51,yes,yes,100,432164,,2024-10-18 16:24:53
QorA--QIfxHENQdkT8Vv4koplIXmZ8FIx-8zvjUGHCCuHfDvv0tGVbC_DOuvKwXW,35730765,141366,612,2024-10-18 16:24:02,2024-10-18 16:24:56,2024-10-18 16:24:56,,2024-10-18 16:24:02,yes,yes,2000,835826,,2024-10-18 16:24:56
PFDCCEBfXFtEN6EIokzjRR8547VxdzIUeUZoMH8kpmx_Ka-Mf2EJfEEQziQmZQ5T,35730775,141366,613,2024-10-18 16:24:19,2024-10-18 16:24:50,2024-10-18 16:24:50,,2024-10-18 16:24:19,no,,,497197,497197,2024-10-18 16:24:50
7w8ixeaW11G1H9GEioLeGA15ZYnHDV60EdXNJudE6HgsEpuMfh8X-nMLsRqRNUeC,35730807,141366,614,2024-10-18 16:24:58,2024-10-18 16:25:52,2024-10-18 16:25:53,,2024-10-18 16:24:58,yes,yes,9000,785559,,2024-10-18 16:25:53
3z6hFtzuPf_6OXtjKFLt3b_gIEarzspv7ZqYcKJFtbxPm4ddsOFYM5ikAuTNoP0p,35730837,141366,615,2024-10-18 16:25:43,2024-10-18 16:26:29,2024-10-18 16:26:30,,2024-10-18 16:25:43,yes,yes,2000,235076,,2024-10-18 16:26:29
ICVYefxXcdySMn_6tiXzjj-xI-GxAUPMOFIAqVlJzXVsIFC6RZXJN7TC7p8r59_I,35730872,141366,616,2024-10-18 16:26:33,2024-10-18 16:26:47,2024-10-18 16:26:47,,2024-10-18 16:26:34,no,,,373296,,2024-10-18 16:26:47
Hew6tHaOS6HADw2hQdvD4jqapD1wElDK3hs7A5uvtRKS3CJ4HG7yt1_w2FscWR1H,35730875,141366,617,2024-10-18 16:26:38,2024-10-18 16:27:01,2024-10-18 16:27:02,,2024-10-18 16:26:38,yes,no,,987697,,2024-10-18 16:27:02
wxnzUPvTRldYkuG--KIUZ8XK59-rgX322hJTfMFUZ7irdqEBD4zL9FVW4uN5a72A,35730930,141366,618,2024-10-18 16:28:09,2024-10-18 16:28:41,2024-10-18 16:28:41,,2024-10-18 16:28:09,no,,,760599,Thank you! This was informative!,2024-10-18 16:28:41
g2wX-8U3e5f7CbrMA03klioCj_AEGoDVgqcNU61zVGnJXsSTa8i9Z0MSAVvLyWTU,35730936,141366,619,2024-10-18 16:28:18,2024-10-18 16:28:44,2024-10-18 16:28:44,,2024-10-18 16:28:19,yes,yes,400,367875,,2024-10-18 16:28:44
tGYo9yuUz0hw_mJlJXVkjjmYXhS05wRgSPOv-uMEJjQm84nPoynyI8XbI7PyyMPX,35730940,141366,620,2024-10-18 16:28:21,2024-10-18 16:30:13,2024-10-18 16:30:14,,2024-10-18 16:28:21,yes,yes,1000,212735,,2024-10-18 16:30:14
g7LBIJrF5iQVGc9NAKkBP6XZT5viYvp4vOS_sE2eXWhYIPpvggtRkcvs_KX1PdoZ,35730941,141366,621,2024-10-18 16:28:22,2024-10-18 16:29:12,2024-10-18 16:29:13,,2024-10-18 16:28:22,yes,yes,25,257812,,2024-10-18 16:29:13
pOeWXM53p7utUxYPuvIIM7YP5YM1vdhtqyaRFIAsSr_VLA0CLyjA0GD0yfYY7xF6,35730996,141366,622,2024-10-18 16:29:57,2024-10-18 16:30:20,2024-10-18 16:30:20,,2024-10-18 16:29:57,no,,,538326,,2024-10-18 16:30:20
JVoQ3gaF0q-xmYmKRF-A3DmJjDafM9Egy9eGutg-apGvV-axjXw2LJl7LW_U5NW-,35731002,141366,623,2024-10-18 16:30:02,2024-10-18 16:30:50,2024-10-18 16:30:51,,2024-10-18 16:30:02,yes,no,,993784,,2024-10-18 16:30:51
5dh5TYslNPauHh1RS6CdAOzJut0LIiHwxnwH7ez1UrnNKDPmTm7rMg9izlmCzRjg,35731012,141366,624,2024-10-18 16:30:15,2024-10-18 16:31:36,2024-10-18 16:31:37,,2024-10-18 16:30:15,yes,yes,400,687455,,2024-10-18 16:31:37
RxcXp0D88DPov0UKn-4TzPAkgu_5cpC1QAXlhgDbv7Ilc96-9kFGkmNWZ9ImpGT5,35731033,141366,625,2024-10-18 16:30:51,2024-10-18 16:31:39,2024-10-18 16:31:40,,2024-10-18 16:30:52,yes,no,,102544,,2024-10-18 16:31:39
r_V0WgJ77-X-7GpAWo13_OdIuLkxtMHFUDRVevvsNDuMyt3CNiVK1un8-eCDMxVi,35731038,141366,626,2024-10-18 16:30:58,2024-10-18 16:31:29,2024-10-18 16:31:30,,2024-10-18 16:30:58,yes,yes,2000,930697,,2024-10-18 16:31:30
_MJSpdSV10NnD_Q67hKZCzroFG5DpslaYAOv2w2Eac4paG24-8i3u1ilN4Lwho2A,35731039,141366,627,2024-10-18 16:31:06,2024-10-18 16:32:07,2024-10-18 16:32:07,,2024-10-18 16:31:06,no,,,917466,,2024-10-18 16:32:07
Ax0jPMfvIz93Ab_P9f6yGEiLsS5UDnzbWkAee1Caznzfj1db8hTNSChivBTtFBvA,35731041,141366,628,2024-10-18 16:31:17,2024-10-18 16:31:44,2024-10-18 16:31:45,,2024-10-18 16:31:17,yes,yes,500,231292,,2024-10-18 16:31:45
hqDMCz929kADYadlEi0dn4DrzP1UceU3997m6eRRoKfkZJFpUfw8pO0AYgWDBC8X,35731072,141366,629,2024-10-18 16:31:49,2024-10-18 16:32:50,2024-10-18 16:32:51,,2024-10-18 16:31:50,yes,yes,100,522836,,2024-10-18 16:32:51
6Fl7PehVOdCp6ht81q1Z7KrZ6wb6wbLeZZcctVK6a1ojS7uZ8zfGP5FcNq3uyGlW,35731073,141366,630,2024-10-18 16:31:51,2024-10-18 16:32:23,2024-10-18 16:32:24,,2024-10-18 16:31:51,yes,no,,643948,,2024-10-18 16:32:24
YZDIGv4Hll0O8-YaszuPg_BOPw4Jz_lg_pCXA62hf4se3wYn5EJwtgUcqN8FBP6Q,35731137,141366,631,2024-10-18 16:33:12,2024-10-18 16:34:24,2024-10-18 16:34:25,,2024-10-18 16:33:12,no,,,690797,690797,2024-10-18 16:34:25
PKpngUENooDnBPH_Y0AhEQCP6pnyKK0Qzb9otDlrllKLOUtKQ5U30Wan8jGh0FWw,35731149,141366,632,2024-10-18 16:33:38,2024-10-18 16:34:20,2024-10-18 16:34:21,,2024-10-18 16:33:38,yes,already_have,,803416,,2024-10-18 16:34:20
7_LQWVgsiBn18D3Y9weZXpCC1d9sfQsMV0yWOtLgxna9Ucaj4pHyLcDl7Sqwv2Fa,35731160,141366,633,2024-10-18 16:34:02,2024-10-18 16:34:42,2024-10-18 16:34:42,,2024-10-18 16:34:02,yes,yes,2000,701341,,2024-10-18 16:34:42
twCd5s34oCJPr6IN7AOsHbrVSZm7rmbtZkhgsXE33Y0ea9z6JRYXuKbV8-w2Wi1Y,35731167,141366,634,2024-10-18 16:34:15,2024-10-18 16:34:54,2024-10-18 16:34:54,,2024-10-18 16:34:16,no,,,182862,No it was a well put together survey ,2024-10-18 16:34:54
6gvyOo-NHVDj3jcLlkkE9isaCghvipKjtQaNp_cX8-XNjqha63R9aHUfnfAU9yzp,35731171,141366,635,2024-10-18 16:34:24,2024-10-18 16:34:52,2024-10-18 16:34:52,,2024-10-18 16:34:24,yes,yes,200,759916,,2024-10-18 16:34:52
-kToeqBXOVsj2LvxoDiydzeKXs4__rXl1-2EpsBjC5uedE3XYZbaZ4SIMEPyU5_a,35731176,141366,636,2024-10-18 16:34:36,2024-10-18 16:34:47,2024-10-18 16:34:48,,2024-10-18 16:34:36,no,,,316345,,2024-10-18 16:34:48
cYOUboFdFkKl63XhfejG832e78oQTked8drvBXELAxoI6N_cliKHA99lZfnSNrB5,35731219,141366,637,2024-10-18 16:35:41,2024-10-18 16:36:10,2024-10-18 16:36:10,,2024-10-18 16:35:42,yes,yes,600,141816,,2024-10-18 16:36:10
SxxfGNrGqu3wzoClMtFnwKIUSU43ugpUWq2T8Vj-8sN4tYOxZzMV38qjhpT-TUDs,35731241,141366,638,2024-10-18 16:36:23,2024-10-18 16:36:59,2024-10-18 16:37:00,,2024-10-18 16:36:24,no,,,725628,,2024-10-18 16:37:00
lnbWUzVTEO49Gngd5h968JM2CUhBZn2TuaY_1luq0mMsDJmTrUAyjrxCOFZmS6VK,35731252,141366,639,2024-10-18 16:36:48,2024-10-18 16:37:30,2024-10-18 16:37:30,,2024-10-18 16:36:48,yes,yes,300,812345,,2024-10-18 16:37:30
8smaXq584k8huzweVpuB1qJ_lkFMASpgsQ9r7SMpjsjAzSn2Ltaqr2tAGRSTdGwm,35731253,141366,640,2024-10-18 16:36:50,2024-10-18 16:37:15,2024-10-18 16:37:16,,2024-10-18 16:36:50,no,,,921825,,2024-10-18 16:37:15
HXzaK3K3UVIxgBRcRum21LLyGEFSkXEmI2NJvE27AWgdhdpfpHMOI7Rqj49fYtkI,35731265,141366,641,2024-10-18 16:37:09,2024-10-18 16:38:01,2024-10-18 16:38:01,,2024-10-18 16:37:09,no,,,868296,None ,2024-10-18 16:38:01
aBr-ElCH8YqXNwGr5qJ7RnwdxcTXHV-AZ8iHEaHkEl53-yRBmXZWNzh-oDMxbmML,35731266,141366,642,2024-10-18 16:37:09,2024-10-18 16:37:47,2024-10-18 16:37:48,,2024-10-18 16:37:09,yes,yes,2,656343,,2024-10-18 16:37:48
LsjcHuUGfhpOgm8S_dIiMWOnIkpHWfmXIw14RILlozqu1jkWA3gDC4GoaT_BsQtc,35731275,141366,643,2024-10-18 16:37:26,2024-10-18 16:37:48,2024-10-18 16:37:49,,2024-10-18 16:37:26,yes,yes,800,123278,,2024-10-18 16:37:49
PF9ETpN9rca5nXjwAewikyVnjBBWR1YWuVhrl8E4TAeHaxOEk5VsONVK754R1QA_,35731282,141366,644,2024-10-18 16:37:45,2024-10-18 16:38:32,2024-10-18 16:38:33,,2024-10-18 16:37:46,yes,no,,801662,,2024-10-18 16:38:33
1w1R2WHGgjpo14TBNBmx-CCilKXLSd6YQ-F7vNCgvvVzsWcZQcN9FziET6lV0JKe,35731309,141366,645,2024-10-18 16:38:44,2024-10-18 16:39:15,2024-10-18 16:39:15,,2024-10-18 16:38:44,no,,,648326,,2024-10-18 16:39:15
7hM6cOKfRjMs2J-ojVMafBfc-gRo2_bdmHQKuv3YDmCPiThRrpfLZym4iD2bsdWt,35731322,141366,646,2024-10-18 16:39:08,2024-10-18 16:41:48,2024-10-18 16:41:48,,2024-10-18 16:39:08,yes,yes,5000,945092,,2024-10-18 16:41:48
BnU1FNUiPQ1Wtrg5P4IKg0ZXHKuI_gNjTnO629lKtCaslmKGgyiSZijyx_YNjQHi,35731340,141366,647,2024-10-18 16:39:49,2024-10-18 16:40:11,2024-10-18 16:40:11,,2024-10-18 16:39:49,yes,yes,2000,551199,,2024-10-18 16:40:11
NENrkY5BXSU3VO_3tf9GyQUtXP_kwlummm5bqDxMm4L2py2f4vnnX9IVvYU0nMdo,35731352,141366,648,2024-10-18 16:40:28,2024-10-18 16:41:11,2024-10-18 16:41:12,,2024-10-18 16:40:29,yes,yes,200,182838,,2024-10-18 16:41:11
TIRufiEsCeyiZnkGI-zjO9n3TOwdFsXIqsfrOo2zPnb6EwyQ33P6m5IP1_oj3glR,35731361,141366,649,2024-10-18 16:41:11,2024-10-18 16:43:05,2024-10-18 16:43:06,,2024-10-18 16:41:11,yes,yes,300,674886,,2024-10-18 16:43:05
bqpRKnjNQ63d9KhtpffLK_glp1u5-IdxaBflTgAfvx0ievCTyGWD8Z3RuOgVci9I,35731389,141366,650,2024-10-18 16:43:04,2024-10-18 16:44:55,2024-10-18 16:44:56,,2024-10-18 16:43:04,yes,yes,1000,425072,,2024-10-18 16:44:56
kaTMzi4Kjhu9MzvP8T6ZVSXTx0CjvC5vk-qJFbAxIU6MNC4g_zkC94vK4JEqUDfy,35731400,141366,651,2024-10-18 16:43:32,2024-10-18 16:45:54,2024-10-18 16:45:55,,2024-10-18 16:43:32,no,,,429809,,2024-10-18 16:45:55
hWUP-5aV725I5XK8gmqKO0FYIzz_SN7uSA-QWhJSyxLec9w98pglhsMa0lqaSBnc,35731437,141366,652,2024-10-18 16:44:52,2024-10-18 16:45:44,2024-10-18 16:45:44,,2024-10-18 16:44:52,yes,yes,1200,688182,,2024-10-18 16:45:44
WPksmRGWx0nwhQYhJr9L_sOK_9Xn5BVbXaMfE3oSFfT745cKxM6H3mNb2NzI6HW-,35731439,141366,653,2024-10-18 16:44:54,2024-10-18 16:46:58,2024-10-18 16:46:59,,2024-10-18 16:44:55,yes,yes,1000,985208,,2024-10-18 16:46:59
GrcLFD79oDH8e-WBULuF0mK3w1MYq5jiJUwwBZmzuAuGk5EWaLkOdvAa_l8AjZDU,35731483,141366,654,2024-10-18 16:46:54,2024-10-18 16:47:31,2024-10-18 16:47:31,,2024-10-18 16:46:54,no,,,969645,969645,2024-10-18 16:47:31
di6b9vAJ4bvn_eZUzpQtv-Xg41HYfvLoaE1V1hnhCYKNlpVZBsmWT5E8MgrXv7ro,35731497,141366,655,2024-10-18 16:48:15,2024-10-18 16:48:48,2024-10-18 16:48:49,,2024-10-18 16:48:15,yes,yes,200,723482,,2024-10-18 16:48:48
sWkRqHp6MSYmHsbZaXN8yITH1fY2yruW15x2oBgWYJWvi0Dg_BEVLuVyoL8btcs2,35731528,141366,656,2024-10-18 16:50:13,2024-10-18 16:51:12,2024-10-18 16:51:12,,2024-10-18 16:50:13,no,,,147147,it was great,2024-10-18 16:51:12
UQisFzdjSRfPEs5Svov_ruX4bHA8Ee5JyFi9pLe2olucrTJmFzkCZ4IDGrxbTc17,35731542,141366,657,2024-10-18 16:50:53,2024-10-18 16:51:03,2024-10-18 16:51:04,,2024-10-18 16:50:53,yes,no,,393553,,2024-10-18 16:51:04
40uAyNYhdxJlsBK3bwEdo8D23BLNfS2qg6IUV28YwbT2AWa02ZptL4Bfb19mEHVW,35731552,141366,658,2024-10-18 16:51:59,2024-10-18 16:54:51,2024-10-18 16:54:51,,2024-10-18 16:51:59,yes,yes,1000,765474,,2024-10-18 16:54:51
cF_kMirKCemFtcrJ9O2Uir-GIAQgT-zoPDih1JEqDBTgXPym2dbLUgXY3B8zD4-S,35731583,141366,659,2024-10-18 16:55:24,2024-10-18 16:59:39,2024-10-18 16:59:40,,2024-10-18 16:55:24,yes,yes,1000,899312,,2024-10-18 16:59:40
1uWYNpjUGv6iH2eKiRllpbXkrBy67_F7QusJqtTne_x7CCeue4zkKy1fOpjkR_Sn,35731607,141366,660,2024-10-18 16:58:46,2024-10-18 16:59:29,2024-10-18 16:59:30,,2024-10-18 16:58:46,yes,yes,500,508753,,2024-10-18 16:59:30
WAJvQJ38KFbkf22sLsAo0tGrRbPJEXznb3dZ_AxUd5RB1IY1-aTuWgjC1Qn3JjQA,35731616,141366,661,2024-10-18 16:59:58,2024-10-18 17:23:13,2024-10-18 17:23:13,,2024-10-18 16:59:58,no,,,996623,No,2024-10-18 17:23:13
1NVrVPyZITI7iwQji_nkaIh-1sJGcvdICHgkElFjJC_UyB0nkWdtuokTsGUnA1VJ,35731626,141366,662,2024-10-18 17:01:54,2024-10-18 17:10:29,2024-10-18 17:10:30,,2024-10-18 17:01:55,yes,yes,8,694556,,2024-10-18 17:10:30
-0G9UsgUsmbAGNJawbBV6XUpvgrBxsLK1A97cyzc5Hujokyj-BHnbimYrK5fhal3,35731629,141366,663,2024-10-18 17:02:02,2024-10-18 17:03:34,2024-10-18 17:03:34,,2024-10-18 17:02:02,yes,yes,1000,937860,,2024-10-18 17:03:34
RYCCgBmN3jy1sDnX_BJDJZ0_DZ3opg2bTmRmqY8EqYPfcXvOOQAk3B9WGbAj96d1,35731659,141366,664,2024-10-18 17:04:29,2024-10-18 17:04:44,2024-10-18 17:04:45,,2024-10-18 17:04:29,yes,yes,5000,808937,,2024-10-18 17:04:45
QrXdxdsjaDKuKz5eBRFO60A6NUrwVtQ7rxbcFVvBTgX22ydNWMqYtjpMhVDansjq,35731730,141366,665,2024-10-18 17:11:13,2024-10-18 17:11:55,2024-10-18 17:11:55,,2024-10-18 17:11:13,yes,yes,1000,365996,,2024-10-18 17:11:55
L3239LpkiczqSprTAMC2wW9ZNJ_gFZOADjnohj8wH-S6aZ0C1oUQ54HZ6Ofq2Tug,35731735,141366,666,2024-10-18 17:11:54,2024-10-18 17:13:39,2024-10-18 17:13:40,,2024-10-18 17:11:54,no,,,354976,The survey is good.,2024-10-18 17:13:39
Mxpyy6mkTHa7Z2L0-K5dMdofqwppdyg04zf-a0QAK-2gJrEvJn0Lx7YUH0oje0Qh,35731738,141366,667,2024-10-18 17:12:00,2024-10-18 17:13:50,2024-10-18 17:13:51,,2024-10-18 17:12:00,no,,,620720,The survey is very useful.,2024-10-18 17:13:51
GX51JaaBY5WfN2O5ZCVxE7T9Po2k3aVv1QGPqoNKY_Yq_NWh4N-iXX7J7MWBA6Se,35731766,141366,668,2024-10-18 17:14:05,2024-10-18 17:14:41,2024-10-18 17:14:42,,2024-10-18 17:14:05,no,,,985572,Study was good.,2024-10-18 17:14:41
OZC2lUmjGtCG3qx6MXd-upPBaks83mlFpYkPRSdXivY4sGZOww2VHa7t7yGi4h8J,35731774,141366,669,2024-10-18 17:14:43,2024-10-18 17:15:14,2024-10-18 17:15:15,,2024-10-18 17:14:43,yes,no,,304510,,2024-10-18 17:15:14
Sl69ldcWUEr2t32y0c1ikHm0J0LpH_01RxbGiwKke_Sr5WU3QE_vMbViLGUpuaM-,35731786,141366,670,2024-10-18 17:15:14,2024-10-18 17:15:40,2024-10-18 17:15:41,,2024-10-18 17:15:14,no,,,810995,Survey was Good.,2024-10-18 17:15:40
ScHZD0v-6s4XFcWJbe91s59FD_MnbFZpg0z4KWU9BM9u8C15NVAW-1GiLwWmz68O,35731796,141366,671,2024-10-18 17:16:13,2024-10-18 17:16:50,2024-10-18 17:16:50,,2024-10-18 17:16:13,yes,yes,100,662533,,2024-10-18 17:16:50
DZ0zfPumDZcgcaXmzV_k7k-2W__wpt64eXeQ25MEjXYYP-t7-dLOrzi7Nsq4des6,35731807,141366,672,2024-10-18 17:18:10,2024-10-18 17:18:46,2024-10-18 17:18:46,,2024-10-18 17:18:10,no,,,730261,I like this survey . it is very engaging.,2024-10-18 17:18:46
SziiHKaEPDxOm59cmYoGu_Ak3DMjkAciWr0IFYD1N-dxl1vUZiIQU83NSgVQnsel,35731821,141366,673,2024-10-18 17:19:09,2024-10-18 17:19:48,2024-10-18 17:19:48,,2024-10-18 17:19:09,no,,,636677,,2024-10-18 17:19:48
R383p7pVEdK3SHYJKC5VCLuBdeSupHZyBfytn6JP06HhlNRK0ZmHU_Q9z_4j-Enz,35732164,141366,674,2024-10-18 17:55:53,2024-10-18 17:57:27,2024-10-18 17:57:27,,2024-10-18 17:55:54,no,,,708731,,2024-10-18 17:57:27
G_ka7Rq2C_6Rf1YS45iDktWJhDvdqtv2YoXkaQHHevtYqwuw8G09Q-CeD09mKhTh,35734225,141366,675,2024-10-18 21:21:26,2024-10-18 21:22:35,2024-10-18 21:22:36,,2024-10-18 21:21:26,yes,yes,2000,305348,,2024-10-18 21:22:36
wSoKJ5Yocpzvw9e-8w6AbdxS6X4mmIhHupOZnl1jMjFIjLBpNytlcEYF87UtF6iR,35822091,141366,676,2024-10-25 19:39:41,2024-10-25 19:40:35,2024-10-25 19:40:35,,2024-10-25 19:39:41,yes,yes,1,752237,,2024-10-25 19:40:35
5mclqg-OFg__ecGlPdSsrJKxZU157gXIbKZMgApZ2NON7qOA6Z274Y_Yy3AHJXgx,35822167,141366,677,2024-10-25 19:45:36,2024-10-25 19:46:40,2024-10-25 19:46:41,,2024-10-25 19:45:36,yes,no,,423580,,2024-10-25 19:46:41
Jb2I5EexZD7TnXREmu6j-CMaDUtCvzoFjI_0fpURDUtRFMwauE8J5FWyz6M-MZ1f,35822233,141366,678,2024-10-25 19:50:27,2024-10-25 19:52:21,2024-10-25 19:52:21,,2024-10-25 19:50:27,no,,,631618,I might be interested in vehicle to grid but I don't think the Tesla Model 3 is capable to do so.,2024-10-25 19:52:21
Aha_kirNnuunruAybEHVMfEHlX4RNwcye9ccDwCMvHpTL6E067AjsJ8A6nH_qC0z,35822250,141366,679,2024-10-25 19:51:11,2024-10-25 19:51:26,2024-10-25 19:51:26,,2024-10-25 19:51:11,no,,,125598,,2024-10-25 19:51:26
